"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Output","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Switching","Function","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Outputs","Operating Temperature","Output Configuration","Output Type","Package / Case","Packaging","Part Status","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Synchronous Rectifier","Topology","Type","Value","Voltage - Input (Max)","Voltage - Input (Min)","Voltage - Output (Max)","Voltage - Output (Min/Fixed)"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61022,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS61022RWUR/296-TPS61022RWURCT-ND/10435195,"","","","","","","","","",POWER MANAGEMENT,"7-VFQFN",footprints/Leadless - QFN/PCB - LEADLESS - QFN - TI VQFN-7 HR RWU.PCBLIB,"","",TI VQFN-7 HR RWU,"","","600kHz, 1MHz",Step-Up,"2020-05-24 23:02:55.147000",Active,Texas Instruments,TPS61022RWUR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"7-VFQFN",TapeAndReel,Active,"0.74",-,DigiKey,"296-TPS61022RWURCT-ND","","","","","","","","","","","7-VQFN-HR (2x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS61022.SCHLIB,TI TPS61022,Yes,Boost,"","","5.5V","0.5V","5.5V","2.2V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61022,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS61022RWUT/296-TPS61022RWUTCT-ND/10435203,"","","","","","","","","",POWER MANAGEMENT,"7-VFQFN",footprints/Leadless - QFN/PCB - LEADLESS - QFN - TI VQFN-7 HR RWU.PCBLIB,"","",TI VQFN-7 HR RWU,"","","600kHz, 1MHz",Step-Up,"2020-05-24 23:03:13.490000",Active,Texas Instruments,TPS61022RWUT,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"7-VFQFN",TapeAndReel,Active,"1.15",-,DigiKey,"296-TPS61022RWUTCT-ND","","","","","","","","","","","7-VQFN-HR (2x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS61022.SCHLIB,TI TPS61022,Yes,Boost,"","","5.5V","0.5V","5.5V","2.2V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv62568,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TLV62568DBVR/296-47359-1-ND/7688369,"","","","","","","","","1A",IC REG BUCK ADJ 1A SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","1.5MHz",Step-Down,"2020-07-31 17:16:52.240000",Active,Texas Instruments,TLV62568DBVR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"SC-74A, SOT-753",TapeAndReel,Active,"0.17",-,DigiKey,"296-47359-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TLV62568 DBV.SchLib,TI TLV62568 DBV,Yes,Buck,"","","5.5V","2.5V","5.5V","0.6V"
=Part Number,Datasheet,http://www.linear.com/docs/2041,DigiKey Link,http://digikey.com/product-detail/en/linear-technology-analog-devices/LTC3429ES6-TRMPBF/LTC3429ES6-TRMPBFCT-ND/1629851,"","","","","","","","","600mA (Switch)",IC REG BOOST ADJ 600MA TSOT23-6,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - LT TSOT-23-6 S6.PCBLIB,"","",LT TSOT-23-6 S6,"","","500kHz",Step-Up,"2020-08-06 23:01:27.910000",Active,Linear Technology/Analog Devices,LTC3429ES6#TRMPBF,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Adjustable,"SOT-23-6 Thin, TSOT-23-6",TapeAndReel,Active,"2.58",-,DigiKey,LTC3429ES6#TRMPBFCT-ND,"","","","","","","","","","",TSOT-23-6,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - LT LTC3429ES6.SchLib,LT LTC3429ES6,Yes,Boost,"","","4.4V","0.5V","4.3V","2.5V"
=Part Number,Datasheet,https://www.monolithicpower.com/pub/media/document/MP6002_r1.0.pdf,DigiKey Link,http://digikey.com/product-detail/en/monolithic-power-systems-inc/MP6002DN-LF-Z/1589-1701-1-ND/9433467,"","","","","","","","","4A (Switch)",IC REG MULTI CONFG ADJ 4A 8SOIC,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MONOLITHIC POWER SOIC-8.PcbLib,"","",MONOLITHIC POWER SOIC-8,"","","200kHz ~ 500kHz","Step-Up, Step-Up/Step-Down","2020-08-06 23:09:32.230000",Active,Monolithic Power Systems Inc.,MP6002DN-LF-Z,"1",Surface Mount,"1",-40°C ~ 85°C (TA),"Positive or Negative, Isolation Capable",Adjustable,"8-SOIC (0.154, 3.90mm Width) Exposed Pad",TapeAndReel,Active,"1.43",-,DigiKey,"1589-1701-1-ND","","","","","","","","","","","8-SOICE",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - MONOLITHIC POWER MP6002DN-LF-Z.SCHLIB,MONOLITHIC POWER MP6002DN-LF-Z,No,"Boost, Flyback, Forward Converter, SEPIC","","","100V","10V","150V",-0.5V
=Part Number,Datasheet,http://www.linear.com/docs/1275,DigiKey Link,http://digikey.com/product-detail/en/linear-technology-analog-devices/LT1613CS5-TRMPBF/LT1613CS5-TRMPBFCT-ND/891635,"","","","","","","","","550mA (Switch)",IC REG MULTI CONFG ADJ TSOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ANALOG TSOT-23-5 UJ-5.PCBLIB,"","",ANALOG TSOT-23-5 UJ-5,"","","1.4MHz","Step-Up, Step-Up/Step-Down","2020-08-06 23:10:41.837000",Active,Linear Technology/Analog Devices,LT1613CS5#TRMPBF,"1",Surface Mount,"1","0°C ~ 70°C (TA)",Positive,Adjustable,"SOT-23-5 Thin, TSOT-23-5",TapeAndReel,Active,"2.18",-,DigiKey,LT1613CS5#TRMPBFCT-ND,"","","","","","","","","","",TSOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG LT1613CS5.SchLib,ANALOG LT1613CS5,No,"Boost, Flyback, SEPIC","","","10V","0.9V","34V","1.23V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps63802,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS63802DLAT/296-TPS63802DLATCT-ND/10715972,"","","","","","","","","2A",IC POWER MANAGEMENT,"",footprints/Leadless - SON/PCB - LEADLESS - SON - TI VSON-10 DLA.PcbLib,"","",TI VSON-10 DLA,"","","2.1MHz",Surface Mount,"2020-08-06 23:11:48.417000",Active,Texas Instruments,TPS63802DLAT,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),"10-VSON-HR (3x2)",Adjustable,"10-VFDFN",TapeAndReel,Active,"1.74",-,DigiKey,"296-TPS63802DLATCT-ND","","","","","","","","","","","10-VSON-HR (3x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS63802DLAT.SchLib,TI TPS63802DLAT,Yes,Buck-Boost,"","","5.5V","1.3V","5.2V","1.8V"
=Part Number,Datasheet,http://www.linear.com/docs/25359,DigiKey Link,http://digikey.com/product-detail/en/linear-technology-analog-devices/LTC3528BEDDB-TRMPBF/LTC3528BEDDB-TRMPBFCT-ND/5125472,"","","","","","","","","1A (Switch)",IC REG BOOST ADJUSTABLE 1A 8DFN,"",footprints/Leadless - DFN/PCB - LEADLESS - DFN - ANALOG DFN-8 3x2MM.PcbLib,"","",ANALOG DFN-8 3x2MM,"","","1MHz",Step-Up,"2020-08-06 23:13:44.727000",Active,Linear Technology/Analog Devices,LTC3528BEDDB#TRMPBF,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"8-WFDFN Exposed Pad",TapeAndReel,Active,"2.54",-,DigiKey,LTC3528BEDDB#TRMPBFCT-ND,"","","","","","","","","","","8-DFN (3x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG LTC3528BEDDB.SchLib,ANALOG LTC3528BEDDB,Yes,Boost,"","","5.25V","0.88V","5.25V","1.6V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61322,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS613221ADBVR/296-50502-1-ND/9685641,"","","","","","","","","1.6A",IC REG BOOST 3.3V 1.6A SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","500kHz ~ 2MHz",Step-Up,"2020-08-06 23:15:29.667000",Active,Texas Instruments,TPS613221ADBVR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.33",-,DigiKey,"296-50502-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS613221ADBVR.SchLib,TI TPS613221ADBVR,Yes,Boost,"","","5.5V","0.9V","","3.3V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps562210a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS562210ADDFR/296-47370-1-ND/7688380,"","","","","","","","","2A",IC REG BUCK ADJ 2A TSOT23-8,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 -TI SOT-23-8 DDF.PcbLib,"","",PCB - LEADED - SOT-23 -TI SOT-23-8 DDF,"","","650kHz",Step-Down,"2020-08-06 23:18:51.693000",Active,Texas Instruments,TPS562210ADDFR,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Adjustable,"SOT-23-8 Thin, TSOT-23-8",TapeAndReel,Active,"0.53","D-CAP2™, Eco-Mode™",DigiKey,"296-47370-1-ND","","","","","","","","","","",TSOT-23-8,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS562210ADDFR.SchLib,TI TPS562210ADDFR,Yes,Buck,"","","17V","4.5V","7V","0.76V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps561201,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS561208DDCR/296-47886-1-ND/8133235,"","","","","","","","","1A",IC REG BUCK ADJ 1A TSOT23-6,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-6 DDC.PCBLIB,"","",TI SOT-23-6 DDC,"","","580kHz",Step-Down,"2020-08-06 23:19:42.443000",Active,Texas Instruments,TPS561208DDCR,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Adjustable,"SOT-23-6 Thin, TSOT-23-6",TapeAndReel,Active,"0.30",SWIFT™,DigiKey,"296-47886-1-ND","","","","","","","","","","",TSOT-23-6,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS561208DDCR.SchLib,TI TPS561208DDCR,Yes,Buck,"","","17V","4.5V","7V","0.76V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps60400,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS60401DBVT/296-12014-1-ND/429287,"","","","","","","","","60mA",IC REG CHARG PUMP INV 60MA SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","20kHz",Ratiometric,"2020-08-29 21:04:34.763000",Active,Texas Instruments,TPS60401DBVT,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive or Negative,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.62",-,DigiKey,"296-12014-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS60403.SCHLIB,TI TPS60403,No,Charge Pump,"","","5.25V","1.8V","","-Vin, 2Vin, Vin/2"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps60400,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS60401DBVR/296-37679-1-ND/4833911,"","","","","","","","","60mA",IC REG CHARG PUMP INV 60MA SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","20kHz",Ratiometric,"2020-08-29 21:04:52.117000",Active,Texas Instruments,TPS60401DBVR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive or Negative,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.38",-,DigiKey,"296-37679-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS60403.SCHLIB,TI TPS60403,No,Charge Pump,"","","5.25V","1.8V","","-Vin, 2Vin, Vin/2"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps60400,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS60402DBVT/296-12015-1-ND/429288,"","","","","","","","","60mA",IC REG CHARG PUMP INV 60MA SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","50kHz",Ratiometric,"2020-08-29 21:05:44.823000",Active,Texas Instruments,TPS60402DBVT,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive or Negative,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.62",-,DigiKey,"296-12015-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS60403.SCHLIB,TI TPS60403,No,Charge Pump,"","","5.25V","1.8V","","-Vin, 2Vin, Vin/2"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps60400,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS60402DBVR/296-31988-1-ND/3505322,"","","","","","","","","60mA",IC REG CHARG PUMP INV 60MA SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","50kHz",Ratiometric,"2020-08-29 21:05:58.807000",Active,Texas Instruments,TPS60402DBVR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive or Negative,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.38",-,DigiKey,"296-31988-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS60403.SCHLIB,TI TPS60403,No,Charge Pump,"","","5.25V","1.8V","","-Vin, 2Vin, Vin/2"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61240,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS61240DRVR/296-39437-1-ND/5143385,"","","","","","","","","500mA (Switch)",IC REG BOOST 5V 500MA 6SON,"",footprints/Leadless - SON/PCB - LEADLESS - SON - TI WSON-6 DRV0006D 2x2MM.PcbLib,"","",TI WSON-6 DRV0006D 2x2MM,"","","3.5MHz",Step-Up,"2020-09-13 11:03:15.373000",Active,Texas Instruments,TPS61240DRVR,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Fixed,"6-WDFN Exposed Pad",TapeAndReel,Active,"0.47",-,DigiKey,"296-39437-1-ND","","","","","","","","","","","6-SON (2x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS6124x DRV.SchLib,TI TPS6124x DRV,Yes,Boost,"","","5.5V","2.3V","","5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61240-q1,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS61240TDRVRQ1/296-46986-1-ND/7400634,"","","","","","","","","500mA (Switch)",IC REG BOOST 5V 500MA 6WSON,"",footprints/Leadless - SON/PCB - LEADLESS - SON - TI WSON-6 DRV0006D 2x2MM.PcbLib,"","",TI WSON-6 DRV0006D 2x2MM,"","","3.5MHz",Step-Up,"2020-09-13 11:03:30.607000",Active,Texas Instruments,TPS61240TDRVRQ1,"1",Surface Mount,"1",-40°C ~ 105°C (TA),Positive,Fixed,"6-WDFN Exposed Pad",TapeAndReel,Active,"0.78","Automotive, AEC-Q100",DigiKey,"296-46986-1-ND","","","","","","","","","","","6-WSON (2x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS6124x DRV.SchLib,TI TPS6124x DRV,Yes,Boost,"","","5.5V","2.3V","","5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61240,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS61240DRVT/296-24519-1-ND/2062925,"","","","","","","","","500mA (Switch)",IC REG BOOST 5V 500MA 6SON,"",footprints/Leadless - SON/PCB - LEADLESS - SON - TI WSON-6 DRV0006D 2x2MM.PcbLib,"","",TI WSON-6 DRV0006D 2x2MM,"","","3.5MHz",Step-Up,"2020-09-13 11:03:47.467000",Active,Texas Instruments,TPS61240DRVT,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Fixed,"6-WDFN Exposed Pad",TapeAndReel,Active,"0.77",-,DigiKey,"296-24519-1-ND","","","","","","","","","","","6-SON (2x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS6124x DRV.SchLib,TI TPS6124x DRV,Yes,Boost,"","","5.5V","2.3V","","5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61240-q1,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS61240IDRVRQ1/296-28184-1-ND/2522312,"","","","","","","","","500mA (Switch)",IC REG BOOST 5V 500MA 6SON,"",footprints/Leadless - SON/PCB - LEADLESS - SON - TI WSON-6 DRV0006D 2x2MM.PcbLib,"","",TI WSON-6 DRV0006D 2x2MM,"","","3.5MHz",Step-Up,"2020-09-13 11:04:10.903000",Active,Texas Instruments,TPS61240IDRVRQ1,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Fixed,"6-WDFN Exposed Pad",TapeAndReel,Active,"0.73","Automotive, AEC-Q100",DigiKey,"296-28184-1-ND","","","","","","","","","","","6-SON (2x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS6124x DRV.SchLib,TI TPS6124x DRV,Yes,Boost,"","","5.5V","2.3V","","5V"
=Part Number,Datasheet,https://atta.szlcsc.com/upload/public/pdf/source/20170628/1498635304645.pdf,SZLCSC,https://item.szlcsc.com/90538.html,,,,,,,,,"2A",IC REG BUCK ADJ 2A SOT-23-6,SOT-23-6,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - AEROSEMI SOT-23-6.PCBLIB,,,SOT95P280X145-6N,,,"600kHz",Step-Down,,,AEROSEMI(西安航天民芯),MT2492,"1",Surface Mount,"1",-40°C ~ 85°C,Positive,Adjustable,SOT-23-6,,,,-,SZLCSC,C89358,,,,,,,,,,,SOT-23-6,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - AEROSEMI MT2492.SchLib,AEROSEMI MT2492,Yes,Buck,,,"16V","4.5V",,
=Part Number,Datasheet,https://atta.szlcsc.com/upload/public/pdf/source/20161118/1479432907236.pdf,SZLCSC,https://item.szlcsc.com/84387.html,,,,,,,,,"1.3A",IC REG BUCK ADJ 1.3A SOT-23-5,SOT-23-5,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - AEROSEMI SOT-23-5.PCBLIB,,,SOT95P280X135-5N,,,"1.5MHz",Step-Down,,,AEROSEMI(西安航天民芯),MT3410L,"1",Surface Mount,"1",-40°C ~ 85°C,Positive,Adjustable,SOT-23-5,,,,-,SZLCSC,C83223,,,,,,,,,,,SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - AEROSEMI MT3410L.SchLib,AEROSEMI MT3410L,Yes,Buck,,,"6.5V","2.3V",,
=Part Number,Datasheet,https://www.ti.com/lit/ds/symlink/lm27762.pdf,Digikey,https://www.digikey.com/en/products/detail/texas-instruments/LM27762DSST/6234952,"","","","","","","","","250mA",IC REG CHARGE PUMP ADJ DL 12WSON,"12-WSON (3x2)",footprints/Leadless - SON/PCB - LEADLESS - SON - TI WSON-12 DSS0012B.PCBLIB,"","",TI WSON-12 DSS0012B,"","","1.7MHz ~ 2.3MHz",Step-Up/Step-Down,"","",Texas Instruments,LM27762DSST,"1","",Surface Mount,-40°C ~ 85°C (TA),Positive and Negative (Dual Rail),Adjustable,"","","","","",Digikey,"296-44944-2-ND","","","","","","","","","","","",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM27762.SchLib,TI LM27762,No,Charge Pump,"","","5.5V","2.7V","-1.5V, 5V","-5V, 1.5V"
