"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"330pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1206CA331JAT2A/478-10696-1-ND/7536568,"","","","","","","","",CAP CER 330PF 630V C0G/NP0 1206,"1206 (3216 Metric)","",High Voltage,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.937000","","",Active,AVX Corporation,"1206CA331JAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20640",Active,"0.29","",-,"0.130 L x 0.063 W (3.30mm x 1.60mm)",DigiKey,"478-10696-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","330pF","630V"
"Bypass, Decoupling","0.047uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C473M5RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C473M5RACTU/399-9364-1-ND/3522882,"","","","","","","","",CAP CER 0.047UF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:58.053000","","",Active,KEMET,C1206C473M5RACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20641",Active,"0.03","",SMD Comm X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-9364-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.035 (0.88mm)",±20%,"","0.047uF","50V"
"Bypass, Decoupling","4700pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C472J5RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C472J5RACTU/399-8196-1-ND/3471919,"","","","","","","","",CAP CER 4700PF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:58.050000","","",Active,KEMET,C1206C472J5RACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20642",Active,"0.03","",SMD Comm X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-8196-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.035 (0.88mm)",±5%,"","4700pF","50V"
General Purpose,"68pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1206AA680JAT1A/478-11959-1-ND/8573595,"","","","","","","","",CAP CER 68PF 1KV NP0 1206,"1206 (3216 Metric)","",High Voltage,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.933000","","",Active,AVX Corporation,"1206AA680JAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20643",Active,"0.29","",-,"0.130 L x 0.063 W (3.30mm x 1.60mm)",DigiKey,"478-11959-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","68pF","1000V (1kV)"
"Bypass, Decoupling","0.015uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C153K2RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C153K2RAC7800/399-15552-1-ND/7386950,"","","","","","","","",CAP CER 0.015UF 200V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:58.047000","","",Active,KEMET,C1206C153K2RAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20644",Active,"0.08","",SMD Comm X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15552-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.035 (0.88mm)",±10%,"","0.015uF","200V"
General Purpose,"47pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1206GA470JAT1A/478-12851-1-ND/9949403,"","","","","","","","",CAP CER 47PF 2KV NP0 1206,"1206 (3216 Metric)","",High Voltage,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.913000","","",Active,AVX Corporation,"1206GA470JAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20645",Active,"0.29","",-,"0.130 L x 0.063 W (3.30mm x 1.60mm)",DigiKey,"478-12851-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","47pF","2000V (2kV)"
"Automotive, Boardflex Sensitive","4700pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206S472K5RACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206S472K5RACAUTO/399-20291-1-ND/9925733,"","","","","","","","",CAP CER 4700PF 50V X7R 1206,"1206 (3216 Metric)","",Floating Electrode,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:58.033000","","",Active,KEMET,C1206S472K5RACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20646",Active,"0.08",AEC-Q200,SMD Auto X7R FE,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-20291-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.035 (0.88mm)",±10%,"","4700pF","50V"
General Purpose,"22uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3216JB1C226M160AB/445-11693-1-ND/3953359,"","","","","","","","",CAP CER 22UF 16V JB 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.907000","","",Active,TDK Corporation,C3216JB1C226M160AB,"1","Surface Mount, MLCC",-25°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,"20647",Active,"0.29","",C,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"445-11693-1-ND","","","","","","","","","","",,capacitors\capacitor,JB,"0.069 (1.75mm)",±20%,"","22uF","16V"
General Purpose,"10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C103KARACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C103KARACTU/399-4671-1-ND/992196,"","","","","","","","",CAP CER 10000PF 250V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:58.030000","","",Active,KEMET,C1206C103KARACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20648",Active,"0.08","",SMD Comm X7R Tip-Ring,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-4671-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.035 (0.88mm)",±10%,"","10000pF","250V"
General Purpose,"15uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3216X5R1C156M160AB/445-14676-1-ND/3956342,"","","","","","","","",CAP CER 15UF 16V X5R 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.903000","","",Active,TDK Corporation,C3216X5R1C156M160AB,"1","Surface Mount, MLCC",-55°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,"20649",Active,"0.29","",C,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"445-14676-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.071 (1.80mm)",±20%,"","15uF","16V"
"Automotive, Bypass, Decoupling","2.2uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/specsheet/C1206C225K8RACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C225K8RACAUTO/399-7020-1-ND/3314528,"","","","","","","","",CAP CER 2.2UF 10V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.900000","","",Active,KEMET,C1206C225K8RACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20650",Active,"0.29",AEC-Q200,SMD Auto X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-7020-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","2.2uF","10V"
"Bypass, Decoupling","0.39uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C394K1RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C394K1RACTU/399-3497-1-ND/754790,"","","","","","","","",CAP CER 0.39UF 100V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.897000","","",Active,KEMET,C1206C394K1RACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20651",Active,"0.29","",SMD Comm X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-3497-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.069 (1.75mm)",±10%,"","0.39uF","100V"
General Purpose,"1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C102J1GACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C102J1GACTU/399-1219-1-ND/411494,"","","","","","","","",CAP CER 1000PF 100V C0G/NP0 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:58.013000","","",Active,KEMET,C1206C102J1GACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20652",Active,"0.08","",SMD Comm C0G,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-1219-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.035 (0.88mm)",±5%,"","1000pF","100V"
Automotive,"6.8uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_epoxy_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA5L1X7R1E685K160AD/445-9988-1-ND/3931915,"","","","","","","","",CAP CER 6.8UF 25V X7R 1206 EPOXY,"1206 (3216 Metric)","",Epoxy Mountable,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.893000","","",Active,TDK Corporation,CGA5L1X7R1E685K160AD,"1","Surface Mount, MLCC, Epoxy",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20653",Active,"0.29",AEC-Q200,CGA,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"445-9988-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","6.8uF","25V"
"Bypass, Decoupling","2200pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C222K1RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C222K1RACTU/399-8172-1-ND/3471895,"","","","","","","","",CAP CER 2200PF 100V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:58.010000","","",Active,KEMET,C1206C222K1RACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20654",Active,"0.08","",SMD Comm X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-8172-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.035 (0.88mm)",±10%,"","2200pF","100V"
"Bypass, Decoupling","1500pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C152K1RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C152K1RAC7800/399-15548-1-ND/7386946,"","","","","","","","",CAP CER 1500PF 100V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:58","","",Active,KEMET,C1206C152K1RAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20655",Active,"0.08","",SMD Comm X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15548-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.035 (0.88mm)",±10%,"","1500pF","100V"
General Purpose,"22pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C220JGGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C220JGGAC7800/399-15559-1-ND/7386957,"","","","","","","","",CAP CER 22PF 2KV NP0 1206,"1206 (3216 Metric)","","Low ESL, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.887000","","",Active,KEMET,C1206C220JGGAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20656",Active,"0.29","",SMD Comm C0G HV,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15559-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.069 (1.75mm)",±5%,"","22pF","2000V (2kV)"
"Bypass, Decoupling","0.22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C224M5RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C224M5RACTU/399-9332-1-ND/3522850,"","","","","","","","",CAP CER 0.22UF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:57.993000","","",Active,KEMET,C1206C224M5RACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20657",Active,"0.08","",SMD Comm X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-9332-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.039 (1.00mm)",±20%,"","0.22uF","50V"
General Purpose,"47pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C470JGGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C470JGGACTU/399-7205-1-ND/3439456,"","","","","","","","",CAP CER 47PF 2KV C0G/NP0 1206,"1206 (3216 Metric)","","Low ESL, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.883000","","",Active,KEMET,C1206C470JGGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20658",Active,"0.29","",SMD Comm C0G HV,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-7205-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.069 (1.75mm)",±5%,"","47pF","2000V (2kV)"
"Automotive, Bypass, Decoupling","10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C103KARACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C103KARACAUTO/399-16679-1-ND/8110045,"","","","","","","","",CAP CER 1206 10NF 250V X7R 10%,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:57.983000","","",Active,KEMET,C1206C103KARACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20659",Active,"0.08",AEC-Q200,SMD Auto X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-16679-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.035 (0.88mm)",±10%,"","10000pF","250V"
"Automotive, Boardflex Sensitive","0.1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206X104J3GACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206X104J3GACAUTO/399-20305-1-ND/9925747,"","","","","","","","",CAP CER 0.1UF 25V C0G/NP0 1206,"1206 (3216 Metric)","","Low ESL, Soft Termination",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.880000","","",Active,KEMET,C1206X104J3GACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20660",Active,"0.33",AEC-Q200,SMD Auto C0G Flex,"0.130 L x 0.063 W (3.30mm x 1.60mm)",DigiKey,"399-20305-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","0.1uF","25V"
Automotive,"3300pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C332J5GACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C332J5GACAUTO/399-12998-1-ND/5762280,"","","","","","","","",CAP CER 3300PF 50V C0G/NP0 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:57.970000","","",Active,KEMET,C1206C332J5GACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20661",Active,"0.08",AEC-Q200,SMD Auto C0G,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-12998-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.039 (1.00mm)",±5%,"","3300pF","50V"
Boardflex Sensitive,"0.1uF",=Value,Datasheet,http://www.vishay.com/docs/45198/vjomd.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1206Y104KBBAT4X/720-1086-1-ND/1560514,"","","","","","","","",CAP CER 0.1UF 100V X7R 1206,"1206 (3216 Metric)","","Soft Termination, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.860000","","",Active,Vishay Vitramon,VJ1206Y104KBBAT4X,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20662",Active,"0.33","",VJ OMD,"0.132 L x 0.063 W (3.35mm x 1.60mm)",DigiKey,"720-1086-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.067 (1.70mm)",±10%,"","0.1uF","100V"
General Purpose,"0.15uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C154K5JAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C154K5JAC7800/399-16912-1-ND/8346322,"","","","","","","","",CAP CER 0.15UF 50V U2J 1206,"1206 (3216 Metric)","","Low ESL, Low Dissipation Factor",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:57.960000","","",Active,KEMET,C1206C154K5JAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20663",Active,"0.25","",SMD Comm U2J,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-16912-1-ND","","","","","","","","","","",,capacitors\capacitor,U2J,"0.035 (0.88mm)",±10%,"","0.15uF","50V"
General Purpose,"100pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C101G5GACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C101G5GAC7800/399-14638-1-ND/7103930,"","","","","","","","",CAP CER 100PF 50V NP0 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:57.957000","","",Active,KEMET,C1206C101G5GAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20664",Active,"0.25","",SMD Comm C0G,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-14638-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.035 (0.88mm)",±2%,"","100pF","50V"
Automotive,"0.33uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_highreliability_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGJ5K2X7R2A334K130AA/445-9242-1-ND/3673915,"","","","","","","","",CAP CER 0.33UF 100V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.857000","","",Active,TDK Corporation,CGJ5K2X7R2A334K130AA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20665",Active,"0.30",AEC-Q200,CGJ,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"445-9242-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.063 (1.60mm)",±10%,"","0.33uF","100V"
General Purpose,"8200pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C822J5GACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C822J5GAC7800/399-15593-1-ND/7386991,"","","","","","","","",CAP CER 8200PF 50V NP0 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:57.947000","","",Active,KEMET,C1206C822J5GAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20666",Active,"0.26","",SMD Comm C0G,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15593-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.039 (1.00mm)",±5%,"","8200pF","50V"
Automotive,"0.47uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_highreliability_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGJ5L2X7R2A474K160AA/445-9231-1-ND/3673960,"","","","","","","","",CAP CER 0.47UF 100V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.853000","","",Active,TDK Corporation,CGJ5L2X7R2A474K160AA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20667",Active,"0.30",AEC-Q200,CGJ,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"445-9231-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.063 (1.60mm)",±10%,"","0.47uF","100V"
Automotive,"6800pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C682J1GACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C682J1GACAUTO/399-15768-1-ND/7516268,"","","","","","","","",CAP CER 6800PF 100V C0G/NP0 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:57.940000","","",Active,KEMET,C1206C682J1GACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20668",Active,"0.27",AEC-Q200,SMD Auto C0G,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15768-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.035 (0.88mm)",±5%,"","6800pF","100V"
General Purpose,"10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C103JCRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C103JCRACTU/399-7175-1-ND/3439392,"","","","","","","","",CAP CER 10000PF 500V X7R 1206,"1206 (3216 Metric)","","Low ESL, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.837000","","",Active,KEMET,C1206C103JCRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20669",Active,"0.30","",SMD Comm X7R HV,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-7175-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.069 (1.75mm)",±5%,"","10000pF","500V"
General Purpose,"6.8uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C685K9PACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C685K9PACTU/399-3025-1-ND/447584,"","","","","","","","",CAP CER 6.8UF 6.3V X5R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:57.930000","","",Active,KEMET,C1206C685K9PACTU,"1","Surface Mount, MLCC",-55°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,"20670",Active,"0.28","",SMD Comm X5R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-3025-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.035 (0.90mm)",±10%,"","6.8uF","6.3V"
"Automotive, Bypass, Decoupling","10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C103JBRACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C103JBRACAUTO/399-16678-1-ND/8110044,"","","","","","","","",CAP CER 1206 10NF 630V X7R 5%,"1206 (3216 Metric)","","Low ESL, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:37.813000","","",Active,KEMET,C1206C103JBRACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"20671",Active,"0.30",AEC-Q200,SMD Auto X7R HV,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-16678-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.069 (1.75mm)",±5%,"","10000pF","630V"
General Purpose,"10uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3216X5R1E106K085AC/445-14677-1-ND/3956343,"","","","","","","","",CAP CER 10UF 25V X5R 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:57.927000","","",Active,TDK Corporation,C3216X5R1E106K085AC,"1","Surface Mount, MLCC",-55°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,"20672",Active,"0.14","",C,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"445-14677-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.039 (1.00mm)",±10%,"","10uF","25V"
