"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"1500pF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-NP0X7R_MV_100-to-630V_21.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206KRX7R0BB152/311-4478-1-ND/8025567,"","","","","","","","",CAP CER 1500PF 100V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.303000","","",Active,Yageo,CC1206KRX7R0BB152,"","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18695",Active,"0.05","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-4478-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.028 (0.70mm)",±10%,"","1500pF","100V"
General Purpose,"0.015uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_hightemp_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3216NP01H153J060AA/445-14656-1-ND/3956322,"","","","","","","","",CAP CER 0.015UF 50V NP0 1206,"1206 (3216 Metric)","",High Temperature,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.300000","","",Active,TDK Corporation,C3216NP01H153J060AA,"1","Surface Mount, MLCC",-55°C ~ 150°C,"1206 (3216 Metric)",TapeAndReel,"18696",Active,"0.10","",C,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"445-14656-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.030 (0.75mm)",±5%,"","0.015uF","50V"
Automotive,"0.022uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_hightemp_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA5C2NP01H223J060AA/445-12835-1-ND/3954501,"","","","","","","","",CAP CER 0.022UF 50V NP0 1206,"1206 (3216 Metric)","",High Temperature,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.293000","","",Active,TDK Corporation,CGA5C2NP01H223J060AA,"1","Surface Mount, MLCC",-55°C ~ 150°C,"1206 (3216 Metric)",TapeAndReel,"18697",Active,"0.12",AEC-Q200,CGA,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"445-12835-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.030 (0.75mm)",±5%,"","0.022uF","50V"
Automotive,"2200pF",=Value,Datasheet,http://www.yageo.com/NewPortal/_en/search/productDocs.jsp?YageoPartNumber=AC1206JRNPO0BN222,DigiKey Link,http://digikey.com/product-detail/en/yageo/AC1206JRNPO0BN222/311-3197-1-ND/6643449,"","","","","","","","",CAP CER 2200PF 100V NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.290000","","",Active,Yageo,AC1206JRNPO0BN222,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18698",Active,"0.07",AEC-Q200,AC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-3197-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±5%,"","2200pF","100V"
General Purpose,"330pF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3216CH2J331J060AA/445-11652-1-ND/3953318,"","","","","","","","",CAP CER 330PF 630V CH 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.287000","","",Active,TDK Corporation,C3216CH2J331J060AA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,"18699",Active,"0.05","",C,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"445-11652-1-ND","","","","","","","","","","",,capacitors\capacitor,CH,"0.030 (0.75mm)",±5%,"","330pF","630V"
General Purpose,"8.2pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206DRNPO9BN8R2/311-1222-1-ND/372935,"","","","","","","","",CAP CER 8.2PF 50V C0G/NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.283000","","",Active,Yageo,CC1206DRNPO9BN8R2,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18700",Active,"0.05","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-1222-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.024 (0.60mm)",±0.5pF,"","8.2pF","50V"
General Purpose,"1.8pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206CRNPO9BN1R8/311-1215-1-ND/372928,"","","","","","","","",CAP CER 1.8PF 50V C0G/NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.280000","","",Active,Yageo,CC1206CRNPO9BN1R8,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18701",Active,"0.05","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-1215-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.024 (0.60mm)",±0.25pF,"","1.8pF","50V"
General Purpose,"1.2pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206CRNPO9BN1R2/311-4366-1-ND/8025455,"","","","","","","","",CAP CER 1.2PF 50V NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.277000","","",Active,Yageo,CC1206CRNPO9BN1R2,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18702",Active,"0.05","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-4366-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±0.25pF,"","1.2pF","50V"
General Purpose,"6.8pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206CRNPO9BN6R8/311-4367-1-ND/8025456,"","","","","","","","",CAP CER 6.8PF 50V NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.273000","","",Active,Yageo,CC1206CRNPO9BN6R8,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18703",Active,"0.05","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-4367-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±0.25pF,"","6.8pF","50V"
Automotive,"100pF",=Value,Datasheet,http://www.yageo.com/NewPortal/_en/search/productDocs.jsp?YageoPartNumber=AC1206JRNPOBBN101,DigiKey Link,http://digikey.com/product-detail/en/yageo/AC1206JRNPOBBN101/311-3209-1-ND/6643461,"","","","","","","","",CAP CER 100PF 500V NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.267000","","",Active,Yageo,AC1206JRNPOBBN101,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18704",Active,"0.10",AEC-Q200,AC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-3209-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±5%,"","100pF","500V"
Automotive,"47pF",=Value,Datasheet,http://www.yageo.com/NewPortal/_en/search/productDocs.jsp?YageoPartNumber=AC1206JRNPOBBN470,DigiKey Link,http://digikey.com/product-detail/en/yageo/AC1206JRNPOBBN470/311-3213-1-ND/6643465,"","","","","","","","",CAP CER 47PF 500V NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.263000","","",Active,Yageo,AC1206JRNPOBBN470,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18705",Active,"0.10",AEC-Q200,AC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-3213-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±5%,"","47pF","500V"
Automotive,"10pF",=Value,Datasheet,http://www.yageo.com/NewPortal/_en/search/productDocs.jsp?YageoPartNumber=AC1206JRNPOBBN100,DigiKey Link,http://digikey.com/product-detail/en/yageo/AC1206JRNPOBBN100/311-3208-1-ND/6643460,"","","","","","","","",CAP CER 10PF 500V NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.260000","","",Active,Yageo,AC1206JRNPOBBN100,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18706",Active,"0.10",AEC-Q200,AC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-3208-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±5%,"","10pF","500V"
Automotive,"220pF",=Value,Datasheet,http://www.yageo.com/NewPortal/_en/search/productDocs.jsp?YageoPartNumber=AC1206JRNPOBBN221,DigiKey Link,http://digikey.com/product-detail/en/yageo/AC1206JRNPOBBN221/311-3212-1-ND/6643464,"","","","","","","","",CAP CER 220PF 500V NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.257000","","",Active,Yageo,AC1206JRNPOBBN221,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18707",Active,"0.10",AEC-Q200,AC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-3212-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±5%,"","220pF","500V"
"Medical, Non-Critical","470pF",=Value,Datasheet,http://datasheets.avx.com/AVX-MM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/MM061A471JCT2A/478-10624-1-ND/7344885,"","","","","","","","",CAP CER 470PF 100V C0G/NP0 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.233000","","",Active,AVX Corporation,MM061A471JCT2A,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",CutTape,"18708",Active,"1.92","",MM,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-10624-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.029 (0.74mm)",±5%,"","470pF","100V"
General Purpose,"150pF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-NP0X7R_MV_100-to-630V_21.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206JRNPOABN151/311-4426-1-ND/8025515,"","","","","","","","",CAP CER 150PF 200V NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.230000","","",Active,Yageo,CC1206JRNPOABN151,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18709",Active,"0.06","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-4426-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±5%,"","150pF","200V"
General Purpose,"100pF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-NP0X7R_MV_100-to-630V_21.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206JKNPOZBN101/311-1498-1-ND/2833804,"","","","","","","","",CAP CER 100PF 630V C0G/NPO 1206,"1206 (3216 Metric)","",High Voltage,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.210000","","",Active,Yageo,CC1206JKNPOZBN101,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18710",Active,"0.06","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-1498-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±5%,"","100pF","630V"
General Purpose,"0.1uF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-GPHC_Y5V_6.3V-to-50V_8.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206MRY5V9BB104/311-4504-1-ND/8025593,"","","","","","","","",CAP CER 0.1UF 50V Y5V 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.187000","","",Active,Yageo,CC1206MRY5V9BB104,"1","Surface Mount, MLCC",-30°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,"18711",Active,"0.06","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-4504-1-ND","","","","","","","","","","",,capacitors\capacitor,Y5V (F),"0.028 (0.70mm)",±20%,"","0.1uF","50V"
General Purpose,"2200pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206GRNPO9BN222/311-4373-1-ND/8025462,"","","","","","","","",CAP CER 2200PF 50V NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.183000","","",Active,Yageo,CC1206GRNPO9BN222,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18712",Active,"0.14","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-4373-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±2%,"","2200pF","50V"
General Purpose,"12pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206JRNPO9BN120/311-1213-1-ND/372926,"","","","","","","","",CAP CER 12PF 50V C0G/NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.180000","","",Active,Yageo,CC1206JRNPO9BN120,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18713",Active,"0.04","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-1213-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.024 (0.60mm)",±5%,"","12pF","50V"
General Purpose,"470pF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-NP0X7R_MV_100-to-630V_21.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206KRX7R0BB471/311-3635-1-ND/7648562,"","","","","","","","",CAP CER 470PF 100V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.177000","","",Active,Yageo,CC1206KRX7R0BB471,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18714",Active,"0.04","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-3635-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.028 (0.70mm)",±10%,"","470pF","100V"
General Purpose,"470pF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-NP0X7R_MV_100-to-630V_21.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206JRNPO0BN471/311-1933-1-ND/5195835,"","","","","","","","",CAP CER 470PF 100V C0G/NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.170000","","",Active,Yageo,CC1206JRNPO0BN471,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18715",Active,"0.05","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-1933-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±5%,"","470pF","100V"
General Purpose,"33pF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-NP0X7R_MV_100-to-630V_21.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC1206JRNPO0BN330/311-4397-1-ND/8025486,"","","","","","","","",CAP CER 33PF 100V NPO 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:04:46.167000","","",Active,Yageo,CC1206JRNPO0BN330,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18716",Active,"0.05","",CC,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"311-4397-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.028 (0.70mm)",±5%,"","33pF","100V"
