"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Dielectric Material","ESR (Equivalent Series Resistance)","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Termination","Tolerance","Type","Value","Voltage Rating - AC","Voltage Rating - DC"
General Purpose,"0.033uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C333GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C333GX5/PCF1183CT-ND/353730,"","","","","","","","",CAP FILM 0.033UF 2% 16VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.051 (1.30mm)","2020-09-02 01:24:44.790000","",Active,Panasonic Electronic Components,ECH-U1C333GX5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.15","",ECH-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1183CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.033uF","","16V"
General Purpose,"0.047uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C473JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C473JX5/PCF1204CT-ND/353751,"","","","","","","","",CAP FILM 0.047UF 5% 16VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.067 (1.70mm)","2020-09-02 01:24:44.787000","",Active,Panasonic Electronic Components,ECH-U1C473JX5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.16","",ECH-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1204CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.047uF","","16V"
"EMI, RFI Suppression","0.22uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0012+ECPU1C224MA5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECP-U1C224MA5/PCF1128CT-ND/285455,"","","","","","","","",CAP FILM 0.22UF 20% 16VDC 1206,"1206 (3216 Metric)","Acrylic, Metallized - Stacked","",Low ESR,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.039 (1.00mm)","2020-09-02 01:24:44.783000","",Active,Panasonic Electronic Components,ECP-U1C224MA5,"1",Surface Mount,-40°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.18","",ECP-U(A),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1128CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","0.22uF","","16V"
"EMI, RFI Suppression","0.33uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0012+ECPU1C334MA5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECP-U1C334MA5/PCF1129CT-ND/285456,"","","","","","","","",CAP FILM 0.33UF 20% 16VDC 1206,"1206 (3216 Metric)","Acrylic, Metallized - Stacked","",Low ESR,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.047 (1.20mm)","2020-09-02 01:24:44.777000","",Active,Panasonic Electronic Components,ECP-U1C334MA5,"1",Surface Mount,-40°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.19","",ECP-U(A),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1129CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","0.33uF","","16V"
"EMI, RFI Suppression","0.47uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0012+ECPU1C474MA5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECP-U1C474MA5/PCF1130CT-ND/285457,"","","","","","","","",CAP FILM 0.47UF 20% 16VDC 1206,"1206 (3216 Metric)","Acrylic, Metallized - Stacked","",Low ESR,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.063 (1.60mm)","2020-09-02 01:24:44.773000","",Active,Panasonic Electronic Components,ECP-U1C474MA5,"1",Surface Mount,-40°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.20","",ECP-U(A),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1130CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","0.47uF","","16V"
"EMI, RFI Suppression","0.68uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0012+ECPU1C684MA5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECP-U1C684MA5/PCF1131CT-ND/285458,"","","","","","","","",CAP FILM 0.68UF 20% 16VDC 1206,"1206 (3216 Metric)","Acrylic, Metallized - Stacked","",Low ESR,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.063 (1.60mm)","2020-09-02 01:24:44.770000","",Active,Panasonic Electronic Components,ECP-U1C684MA5,"1",Surface Mount,-40°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.22","",ECP-U(A),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1131CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","0.68uF","","16V"
General Purpose,"0.047uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C473JB5/PCF1084CT-ND/248417,"","","","","","","","",CAP FILM 0.047UF 5% 16VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.063 (1.60mm)","2020-09-02 01:24:44.767000","",Active,Panasonic Electronic Components,ECH-U1C473JB5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.23","",ECH-U(B),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1084CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.047uF","","16V"
General Purpose,"10000pF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H103JB5/PCF1024CT-ND/129243,"","","","","","","","",CAP FILM 10000PF 5% 50VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.047 (1.20mm)","2020-09-02 01:24:44.763000","",Active,Panasonic Electronic Components,ECH-U1H103JB5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24","",ECH-U(B),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1024CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","10000pF","","50V"
"DC Link, DC Filtering","1uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/pmlcap/e_MU.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/25MU105MA23216/1189-2520-1-ND/4969578,"","","","","","","","",CAP FILM 1UF 20% 25VDC 1206,"1206 (3216 Metric)","Acrylic, Metallized","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.063 (1.60mm)","2020-09-02 01:24:44.743000","",Active,Rubycon,"25MU105MA23216","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"2.54","","PMLCAP®, MU","0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"1189-2520-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","1uF","","25V"
General Purpose,"0.015uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C153JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C153JX5/PCF1198CT-ND/353745,"","","","","","","","",CAP FILM 0.015UF 5% 16VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:44.737000","",Active,Panasonic Electronic Components,ECH-U1C153JX5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.14","",ECH-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1198CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.015uF","","16V"
General Purpose,"3900pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H392GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H392GX5/PCF1303CT-ND/353775,"","","","","","","","",CAP FILM 3900PF 2% 50VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:44.733000","",Active,Panasonic Electronic Components,ECH-U1H392GX5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.14","",ECH-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1303CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","3900pF","","50V"
General Purpose,"8200pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H822JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H822JX5/PCF1339CT-ND/353811,"","","","","","","","",CAP FILM 8200PF 5% 50VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.051 (1.30mm)","2020-09-02 01:24:44.730000","",Active,Panasonic Electronic Components,ECH-U1H822JX5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.15","",ECH-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1339CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","8200pF","","50V"
General Purpose,"1000pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0015+ECWU1102JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECW-U1102JX5/PCF1348CT-ND/353833,"","","","","","","","",CAP FILM 1000PF 5% 100VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.051 (1.30mm)","2020-09-02 01:24:44.727000","",Active,Panasonic Electronic Components,ECW-U1102JX5,"1",Surface Mount,-55°C ~ 105°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.16","",ECW-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1348CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","1000pF","","100V"
Automotive,"3300pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDECA1330JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDECA1330JA0N00/399-18504-1-ND/9486480,"","","","","","","","",CAP FILM 3300PF 5% 50VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.047 (1.20mm)","2020-09-02 01:24:44.723000","",Active,KEMET,LDECA1330JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.19",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-18504-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","3300pF","40V","50V"
Automotive,"2200pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDEEA1220JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDEEA1220JA0N00/399-18525-1-ND/9486501,"","","","","","","","",CAP FILM 2200PF 5% 100VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:44.717000","",Active,KEMET,LDEEA1220JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.19",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-18525-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","2200pF","63V","100V"
Automotive,"2700pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDECA1270JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDECA1270JA0N00/399-18503-1-ND/9486479,"","","","","","","","",CAP FILM 2700PF 5% 50VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:44.713000","",Active,KEMET,LDECA1270JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.19",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-18503-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","2700pF","40V","50V"
Automotive,"1200pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDECA1120JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDECA1120JA0N00/399-18500-1-ND/9486476,"","","","","","","","",CAP FILM 1200PF 5% 50VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:44.710000","",Active,KEMET,LDECA1120JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.19",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-18500-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","1200pF","40V","50V"
Automotive,"1500pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDECA1150JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDECA1150JA0N00/399-18501-1-ND/9486477,"","","","","","","","",CAP FILM 1500PF 5% 50VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:44.707000","",Active,KEMET,LDECA1150JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.19",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-18501-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","1500pF","40V","50V"
Automotive,"3300pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDEEA1330JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDEEA1330JA0N00/399-18526-1-ND/9486502,"","","","","","","","",CAP FILM 3300PF 5% 100VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.047 (1.20mm)","2020-09-02 01:24:44.703000","",Active,KEMET,LDEEA1330JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.20",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-18526-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","3300pF","63V","100V"
General Purpose,"0.047uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C473GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C473GX5/PCF1185CT-ND/353732,"","","","","","","","",CAP FILM 0.047UF 2% 16VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.067 (1.70mm)","2020-09-02 01:24:44.697000","",Active,Panasonic Electronic Components,ECH-U1C473GX5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.16","",ECH-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1185CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.047uF","","16V"
"High Frequency, Switching","10000pF",=Value,Datasheet,http://www.cde.com/resources/catalogs/FCP.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/FCP1206H103J-H2/338-4084-1-ND/5700239,"","","","","","","","",CAP FILM 10000PF 5% 50VDC 1206,"1206 (3216 Metric)",Polyphenylene Sulfide (PPS),"","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.051 (1.30mm)","2020-09-02 01:24:44.693000","",Active,Cornell Dubilier Electronics (CDE),FCP1206H103J-H2,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.17","",FCP,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"338-4084-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","10000pF","","50V"
General Purpose,"3300pF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H332JB5/PCF1018CT-ND/129209,"","","","","","","","",CAP FILM 3300PF 5% 50VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.039 (1.00mm)","2020-09-02 01:24:44.690000","",Active,Panasonic Electronic Components,ECH-U1H332JB5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.21","",ECH-U(B),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1018CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","3300pF","","50V"
Automotive,"3900pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDECA1390JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDECA1390JA0N00/399-18505-1-ND/9486481,"","","","","","","","",CAP FILM 3900PF 5% 50VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:44.687000","",Active,KEMET,LDECA1390JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.21",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-18505-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","3900pF","40V","50V"
"High Frequency, Switching","0.022uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/FCP.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/FCP1206C223J-H1/338-4081-1-ND/5700236,"","","","","","","","",CAP FILM 0.022UF 5% 16VDC 1206,"1206 (3216 Metric)",Polyphenylene Sulfide (PPS),"","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.09mm)","2020-09-02 01:24:44.683000","",Active,Cornell Dubilier Electronics (CDE),FCP1206C223J-H1,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.17","",FCP,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"338-4081-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.022uF","","16V"
Automotive,"8200pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDEEA1820JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDEEA1820JA0N00/399-18529-1-ND/9486505,"","","","","","","","",CAP FILM 8200PF 5% 100VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:44.680000","",Active,KEMET,LDEEA1820JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.18",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-18529-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","8200pF","63V","100V"
General Purpose,"3900pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0015+ECWU1392JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECW-U1392JX5/PCF1355CT-ND/353840,"","","","","","","","",CAP FILM 3900PF 5% 100VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.067 (1.70mm)","2020-09-02 01:24:44.677000","",Active,Panasonic Electronic Components,ECW-U1392JX5,"1",Surface Mount,-55°C ~ 105°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.18","",ECW-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1355CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","3900pF","","100V"
General Purpose,"0.022uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C223JB5/PCF1080CT-ND/248413,"","","","","","","","",CAP FILM 0.022UF 5% 16VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.039 (1.00mm)","2020-09-02 01:24:44.673000","",Active,Panasonic Electronic Components,ECH-U1C223JB5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.22","",ECH-U(B),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1080CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.022uF","","16V"
General Purpose,"6800pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDBCA1680JC5N0.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDBCA1680JC5N0/399-6398-1-ND/3028756,"","","","","","","","",CAP FILM 6800PF 5% 50VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:44.650000","",Active,KEMET,LDBCA1680JC5N0,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24","",LDB,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-6398-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","6800pF","","50V"
