"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency","Frequency Stability","Frequency Tolerance","Height - Seated (Max)","LastUpdated","Lifecycle Status","Load Capacitance","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Mode","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value"
=Value,Datasheet,https://abracon.com/Resonators/ABM8G.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABM8G-30.000MHZ-4Y-T3/535-10919-1-ND/2624252,"","","","","","","","",CRYSTAL 30.0000MHZ 10PF SMD,"4-SMD, No Lead","50 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABM8G.PCBLIB,"","",ABRACON ABM8G,"","","30MHz",±30ppm,±30ppm,"0.039 (1.00mm)","2020-03-19 22:36:25.070000",Active,"10pF",Abracon LLC,ABM8G-30.000MHZ-4Y-T3,"1",Surface Mount,Fundamental,-10°C ~ 60°C,"4-SMD, No Lead",TapeAndReel,"364",Active,"0.39","",ABM8G,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"535-10919-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABM8G.SCHLIB,ABRACON CRYSTAL ABM8G,MHz Crystal,"30MHz"
=Value,Datasheet,https://abracon.com/Resonators/ABM8G.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABM8G-30.000MHZ-18-D2Y-T/535-10279-1-ND/2218092,"","","","","","","","",CRYSTAL 30.0000MHZ 18PF SMD,"4-SMD, No Lead","50 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABM8G.PCBLIB,"","",ABRACON ABM8G,"","","30MHz",±30ppm,±20ppm,"0.039 (1.00mm)","2020-03-19 22:36:25.063000",Active,"18pF",Abracon LLC,ABM8G-30.000MHZ-18-D2Y-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"4-SMD, No Lead",TapeAndReel,"365",Active,"0.59","",ABM8G,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"535-10279-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABM8G.SCHLIB,ABRACON CRYSTAL ABM8G,MHz Crystal,"30MHz"
=Value,Datasheet,https://abracon.com/Resonators/ABM8G.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABM8G-24.576MHZ-4Y-T3/535-10914-1-ND/2624247,"","","","","","","","",CRYSTAL 24.5760MHZ 10PF SMD,"4-SMD, No Lead","60 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABM8G.PCBLIB,"","",ABRACON ABM8G,"","","24.576MHz",±30ppm,±30ppm,"0.039 (1.00mm)","2020-03-19 22:36:25.053000",Active,"10pF",Abracon LLC,ABM8G-24.576MHZ-4Y-T3,"1",Surface Mount,Fundamental,-10°C ~ 60°C,"4-SMD, No Lead",TapeAndReel,"366",Active,"0.39","",ABM8G,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"535-10914-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABM8G.SCHLIB,ABRACON CRYSTAL ABM8G,MHz Crystal,"24.576MHz"
=Value,Datasheet,https://abracon.com/Resonators/ABM8G.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABM8G-12.000MHZ-8-B2X-T/535-14408-1-ND/8582169,"","","","","","","","",CRYSTAL 12.000MHZ 8PF SMD,"4-SMD, No Lead","120 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABM8G.PCBLIB,"","",ABRACON ABM8G,"","","12MHz",±20ppm,±20ppm,"0.039 (1.00mm)","2020-03-19 22:36:25.043000",Active,"8pF",Abracon LLC,ABM8G-12.000MHZ-8-B2X-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,"4-SMD, No Lead",TapeAndReel,"367",Active,"0.41","",ABM8G,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"535-14408-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABM8G.SCHLIB,ABRACON CRYSTAL ABM8G,MHz Crystal,"12MHz"
=Value,Datasheet,https://abracon.com/Resonators/ABM8G.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABM8G-25.000MHZ-10-R50-B4Y-T/535-14414-1-ND/8582175,"","","","","","","","",CRYSTAL 25.000MHZ 10PF SMD,"4-SMD, No Lead","50 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABM8G.PCBLIB,"","",ABRACON ABM8G,"","","25MHz",±30ppm,±30ppm,"0.039 (1.00mm)","2020-03-19 22:36:25.033000",Active,"10pF",Abracon LLC,ABM8G-25.000MHZ-10-R50-B4Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,"4-SMD, No Lead",TapeAndReel,"368",Active,"0.41","",ABM8G,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"535-14414-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABM8G.SCHLIB,ABRACON CRYSTAL ABM8G,MHz Crystal,"25MHz"
=Value,Datasheet,https://abracon.com/Resonators/ABM8G.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABM8G-16.000MHZ-8-D2Y-T/535-14410-1-ND/8582171,"","","","","","","","",CRYSTAL 16.000MHZ 8PF SMD,"4-SMD, No Lead","80 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABM8G.PCBLIB,"","",ABRACON ABM8G,"","","16MHz",±30ppm,±20ppm,"0.039 (1.00mm)","2020-03-19 22:36:25.023000",Active,"8pF",Abracon LLC,ABM8G-16.000MHZ-8-D2Y-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"4-SMD, No Lead",TapeAndReel,"369",Active,"0.41","",ABM8G,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"535-14410-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABM8G.SCHLIB,ABRACON CRYSTAL ABM8G,MHz Crystal,"16MHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS06.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS06-32.768KHZ-1-T/535-10248-1-ND/2218061,"","","","","","","","",CRYSTAL 32.7680KHZ 12.5PF SMD,"","90 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS06.PCBLIB,"","",ABRACON ABS06,"","","32.768kHz","",±10ppm,"0.024 (0.60mm)","2020-09-02 01:21:46.520000",Active,"12.5pF",Abracon LLC,ABS06-32.768KHZ-1-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",CutTape,"370",Active,"0.80","",ABS06,"0.079 L x 0.047 W (2.00mm x 1.20mm)",DigiKey,"535-10248-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS06.SCHLIB,ABRACON CRYSTAL ABS06,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS06.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS06-32.768KHZ-9-1-T/535-10247-1-ND/2218060,"","","","","","","","",CRYSTAL 32.7680KHZ 9PF SMD,"","90 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS06.PCBLIB,"","",ABRACON ABS06,"","","32.768kHz","",±10ppm,"0.024 (0.60mm)","2020-09-02 01:21:46.503000",Active,"9pF",Abracon LLC,ABS06-32.768KHZ-9-1-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"371",Active,"1.05","",ABS06,"0.079 L x 0.047 W (2.00mm x 1.20mm)",DigiKey,"535-10247-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS06.SCHLIB,ABRACON CRYSTAL ABS06,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS06.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS06-32.768KHZ-7-T/535-15020-1-ND/9998097,"","","","","","","","",CRYSTAL 32.7680KHZ 7PF SMD,"","90 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS06.PCBLIB,"","",ABRACON ABS06,"","","32.768kHz","",±20ppm,"0.024 (0.60mm)","2020-09-02 01:21:46.500000",Active,"7pF",Abracon LLC,ABS06-32.768KHZ-7-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"372",Active,"0.46","",ABS06,"0.079 L x 0.047 W (2.00mm x 1.20mm)",DigiKey,"535-15020-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS06.SCHLIB,ABRACON CRYSTAL ABS06,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS06-107-32.768kHz-T.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS06-107-32.768KHZ-T/535-12373-1-ND/4291563,"","","","","","","","",CRYSTAL 32.7680KHZ 4PF SMD,"","60 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS06.PCBLIB,"","",ABRACON ABS06,"","","32.768kHz","",±20ppm,"0.024 (0.60mm)","2020-09-02 01:21:46.480000",Active,"4pF",Abracon LLC,ABS06-107-32.768KHZ-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"373",Active,"0.65","",ABS06,"0.079 L x 0.047 W (2.00mm x 1.20mm)",DigiKey,"535-12373-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS06.SCHLIB,ABRACON CRYSTAL ABS06,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/datasheets/ABS06-127-32.768kHz-T.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS06-127-32.768KHZ-T/535-14513-1-ND/8827204,"","","","","","","","",IOT 32.786KHZ XTAL,"","90 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS06.PCBLIB,"","",ABRACON ABS06,"","","32.768kHz","",±20ppm,"0.024 (0.60mm)","2020-09-02 01:21:46.460000",Active,"12.5pF",Abracon LLC,ABS06-127-32.768KHZ-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"374",Active,"0.36","",ABS06,"0.079 L x 0.047 W (2.00mm x 1.20mm)",DigiKey,"535-14513-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS06.SCHLIB,ABRACON CRYSTAL ABS06,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS06.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS06-32.768KHZ-T/535-10104-1-ND/2089921,"","","","","","","","",CRYSTAL 32.7680KHZ 12.5PF SMD,"","90 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS06.PCBLIB,"","",ABRACON ABS06,"","","32.768kHz","",±20ppm,"0.024 (0.60mm)","2020-09-02 01:21:46.440000",Active,"12.5pF",Abracon LLC,ABS06-32.768KHZ-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"375",Active,"0.76","",ABS06,"0.079 L x 0.047 W (2.00mm x 1.20mm)",DigiKey,"535-10104-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS06.SCHLIB,ABRACON CRYSTAL ABS06,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS06.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS06-32.768KHZ-9-T/535-10246-1-ND/2218059,"","","","","","","","",CRYSTAL 32.7680KHZ 9PF SMD,"","90 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS06.PCBLIB,"","",ABRACON ABS06,"","","32.768kHz","",±20ppm,"0.024 (0.60mm)","2020-09-02 01:21:46.420000",Active,"9pF",Abracon LLC,ABS06-32.768KHZ-9-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"376",Active,"0.76","",ABS06,"0.079 L x 0.047 W (2.00mm x 1.20mm)",DigiKey,"535-10246-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS06.SCHLIB,ABRACON CRYSTAL ABS06,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-7-T/535-9543-1-ND/1237010,"","","","","","","","",CRYSTAL 32.7680KHZ 7PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±20ppm,"0.035 (0.90mm)","2020-09-02 01:21:47",Active,"7pF",Abracon LLC,ABS07-32.768KHZ-7-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"377",Active,"0.55","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-9543-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-9-T/535-9544-1-ND/1237011,"","","","","","","","",CRYSTAL 32.7680KHZ 9PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±20ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.987000",Active,"9pF",Abracon LLC,ABS07-32.768KHZ-9-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"378",Active,"0.55","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-9544-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-6-T/535-11898-1-ND/3508071,"","","","","","","","",CRYSTAL 32.7680KHZ 6PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±20ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.983000",Active,"6pF",Abracon LLC,ABS07-32.768KHZ-6-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"379",Active,"0.55","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-11898-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-9-1-T/535-13479-1-ND/5980155,"","","","","","","","",CRYSTAL 32.768KHZ 9PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±10ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.980000",Active,"9pF",Abracon LLC,ABS07-32.768KHZ-9-1-T,"",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"380",Active,"0.55","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-13479-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-4-T/535-13424-1-ND/5980101,"","","","","","","","",CRYSTAL 32.7680KHZ 12.5PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±30ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.967000",Active,"4pF",Abracon LLC,ABS07-32.768KHZ-4-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"381",Active,"0.55","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-13424-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-T/535-9542-1-ND/1237009,"","","","","","","","",CRYSTAL 32.7680KHZ 12.5PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±20ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.953000",Active,"12.5pF",Abracon LLC,ABS07-32.768KHZ-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"382",Active,"0.32","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-9542-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-7-1-T/535-13478-1-ND/5980154,"","","","","","","","",CRYSTAL 32.768KHZ 7PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±10ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.940000",Active,"7pF",Abracon LLC,ABS07-32.768KHZ-7-1-T,"",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"383",Active,"0.55","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-13478-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/datasheets/ABS07-166-32.768kHz-T.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-166-32.768KHZ-T/535-14514-1-ND/8827205,"","","","","","","","",IOT 32.786KHZ XTAL,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±10ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.920000",Active,"7pF",Abracon LLC,ABS07-166-32.768KHZ-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"384",Active,"0.35","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-14514-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07-120-32.768kHz-T.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-120-32.768KHZ-T/535-11937-1-ND/3724046,"","","","","","","","",CRYSTAL 32.7680KHZ 6PF SMD,"","55 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±20ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.917000",Active,"6pF",Abracon LLC,ABS07-120-32.768KHZ-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"385",Active,"0.39","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-11937-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-9-4-T/535-15022-1-ND/9998099,"","","","","","","","",CRYSTAL 32.7680KHZ 9PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±30ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.910000",Active,"9pF",Abracon LLC,ABS07-32.768KHZ-9-4-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"386",Active,"0.20","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-15022-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-6-4-T/535-15021-1-ND/9998098,"","","","","","","","",CRYSTAL 32.7680KHZ 6PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±30ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.907000",Active,"6pF",Abracon LLC,ABS07-32.768KHZ-6-4-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"387",Active,"0.20","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-15021-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-9-H-T/535-15023-1-ND/9998100,"","","","","","","","",CRYSTAL 32.7680KHZ 9PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±20ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.890000",Active,"9pF",Abracon LLC,ABS07-32.768KHZ-9-H-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"388",Active,"0.31","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-15023-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/ABS07.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS07-32.768KHZ-1-T/535-9808-1-ND/2001431,"","","","","","","","",CRYSTAL 32.7680KHZ 12.5PF SMD,"","70 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS07.PCBLIB,"","",ABRACON ABS07,"","","32.768kHz","",±10ppm,"0.035 (0.90mm)","2020-09-02 01:21:46.870000",Active,"12.5pF",Abracon LLC,ABS07-32.768KHZ-1-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"389",Active,"0.68","",ABS07,"0.126 L x 0.059 W (3.20mm x 1.50mm)",DigiKey,"535-9808-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS07.SCHLIB,ABRACON CRYSTAL ABS07,kHz Crystal (Tuning Fork),"32.768kHz"
=Value,Datasheet,https://abracon.com/Resonators/abs25.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS25-60.000KHZ-T/535-10244-1-ND/2218057,"","","","","","","","",CRYSTAL 60.0000KHZ 12.5PF SMD,"","50 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS25.PCBLIB,"","",ABRACON ABS25,"","","60kHz","",±30ppm,"0.098 (2.50mm)","2020-09-02 01:21:47.443000",Active,"12.5pF",Abracon LLC,ABS25-60.000KHZ-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"4-SOJ, 5.50mm pitch",TapeAndReel,"390",Active,"0.85","",ABS25,"0.315 L x 0.150 W (8.00mm x 3.80mm)",DigiKey,"535-10244-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS25.SCHLIB,ABRACON CRYSTAL ABS25,kHz Crystal (Tuning Fork),"60kHz"
=Value,Datasheet,https://abracon.com/Resonators/abs25.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABS25-32.768KHZ-T/535-9166-1-ND/675683,"","","","","","","","",CRYSTAL 32.7680KHZ 12.5PF SMD,"","50 kOhms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABS25.PCBLIB,"","",ABRACON ABS25,"","","32.768kHz","",±20ppm,"0.098 (2.50mm)","2020-09-02 01:21:47.430000",Active,"12.5pF",Abracon LLC,ABS25-32.768KHZ-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"4-SOJ, 5.50mm pitch",TapeAndReel,"391",Active,"0.29","",ABS25,"0.315 L x 0.150 W (8.00mm x 3.80mm)",DigiKey,"535-9166-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABS25.SCHLIB,ABRACON CRYSTAL ABS25,kHz Crystal (Tuning Fork),"32.768kHz"
