"Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Manufacturer Size Code","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
"33uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CWR11FH336KC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CWR11FH336KC/1001-2249-1-ND/3317694,"","","","","","","","",CAP TANT 33UF 10% 10V 2917,"2917 (7343 Metric)","1.1Ohm",C (0.01%),High Reliability,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:18.120000","",Active,"",KEMET,CWR11FH336KC,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1699",Active,"3.59","","Military, MIL-PRF-55365/8, CWR11","0.287 Dia x 0.169 L (7.30mm x 4.30mm)",DigiKey,"1001-2249-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"33uF","10V"
"22uF",=Value,Datasheet,http://www.vishay.com/docs/40002/293d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/293D226X0016B2TE3/718-293D226X0016B2TE3CT-ND/10506922,"","","","","","","","",CAP TANT 22UF 20% 16V 1411,"1411 (3528 Metric)","1.9Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:40.733000","",Active,"",Vishay Sprague,"293D226X0016B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1700",Active,"0.15","","TANTAMOUNT®, 293D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-293D226X0016B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"22uF","16V"
"15uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMA0J156MTRF/718-2374-1-ND/10107551,"","","","","","","","",CAP TANT 15UF 20% 6.3V 1206,"1206 (3216 Metric)","4Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.460000","",Active,"",Vishay Sprague,TMCMA0J156MTRF,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1701",Active,"0.11","",TMCM,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"718-2374-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"15uF","6.3V"
"10uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMA0J106MTRF/718-2372-1-ND/10107549,"","","","","","","","",CAP TANT 10UF 20% 6.3V 1206,"1206 (3216 Metric)","2.9Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.457000","",Active,"",Vishay Sprague,TMCMA0J106MTRF,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1702",Active,"0.11","",TMCM,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"718-2372-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"10uF","6.3V"
"4.7uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CWR11MH475KC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CWR11MH475KC/1001-2251-1-ND/3317726,"","","","","","","","",CAP TANT 4.7UF 10% 35V 2917,"2917 (7343 Metric)","1.5Ohm",C (0.01%),High Reliability,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:18.103000","",Active,"",KEMET,CWR11MH475KC,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1703",Active,"5.19","","Military, MIL-PRF-55365/8, CWR11","0.287 Dia x 0.169 L (7.30mm x 4.30mm)",DigiKey,"1001-2251-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"4.7uF","35V"
"0.47uF",=Value,Datasheet,http://www.vishay.com/docs/40177/tmcs.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCSB1V474MTRF/718-2529-1-ND/10107706,"","","","","","","","",CAP TANT 0.47UF 20% 35V 1411,"1411 (3528 Metric)","19.8Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.710000","",Active,"",Vishay Sprague,TMCSB1V474MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1704",Active,"0.16","",TMCS,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2529-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"0.47uF","35V"
"22uF",=Value,Datasheet,http://datasheets.avx.com/F93.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F930G226KAA/478-8137-1-ND/4005964,"","","","","","","","",CAP TANT 22UF 10% 4V 1206,"1206 (3216 Metric)","2.5Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.453000","",Active,"2000 Hrs @ 125°C",AVX Corporation,F930G226KAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1705",Active,"0.10","",F93,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8137-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","4V"
"6.8uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/specsheet/CWR11KH685KC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CWR11KH685KC/1001-2360-1-ND/3318168,"","","","","","","","",CAP TANT 6.8UF 10% 25V 2917,"2917 (7343 Metric)","1.4Ohm",C (0.01%),High Reliability,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:18.083000","",Active,"",KEMET,CWR11KH685KC,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1706",Active,"3.59","","Military, MIL-PRF-55365/8, CWR11","0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"1001-2360-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"6.8uF","25V"
"680nF",=Value,Datasheet,http://www.vishay.com/docs/40177/tmcs.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCSB1V684MTRF/718-2530-1-ND/10107707,"","","","","","","","",CAP TANT 680NF 20% 35V 1411,"1411 (3528 Metric)","8.8Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.707000","",Active,"",Vishay Sprague,TMCSB1V684MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1707",Active,"0.16","",TMCS,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2530-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"680nF","35V"
"10uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMA1A106MTRF/718-2380-1-ND/10107557,"","","","","","","","",CAP TANT 10UF 20% 10V 1206,"1206 (3216 Metric)","2.9Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.450000","",Active,"",Vishay Sprague,TMCMA1A106MTRF,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1708",Active,"0.11","",TMCM,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"718-2380-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"10uF","10V"
"330uF",=Value,Datasheet,http://datasheets.avx.com/TPM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPMD337K010R0035/478-4633-1-ND/1650891,"","","","","","","","",CAP TANT 330UF 10% 10V 2917,"2917 (7343 Metric)","35mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:18.080000","",Active,"",AVX Corporation,TPMD337K010R0035,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1709",Active,"3.54","",TPM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-4633-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"330uF","10V"
"0.15uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T491B154K050AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T491B154K050AT/399-18037-1-ND/9342306,"","","","","","","","",CAP TANT 0.15UF 10% 50V 1411,"1411 (3528 Metric)","16Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.687000","",Active,"2000 Hrs @ 125°C",KEMET,T491B154K050AT,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1710",Active,"0.16","",T491,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-18037-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"0.15uF","50V"
"4.7uF",=Value,Datasheet,http://www.vishay.com/docs/40002/293d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/293D475X0025B2TE3/718-293D475X0025B2TE3CT-ND/10507165,"","","","","","","","",CAP TANT 4.7UF 20% 25V 1411,"1411 (3528 Metric)","2.8Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:40.683000","",Active,"",Vishay Sprague,"293D475X0025B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1711",Active,"0.16","","TANTAMOUNT®, 293D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-293D475X0025B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"4.7uF","25V"
"10uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSA106K006R1500/478-2388-1-ND/678556,"","","","","","","","",CAP TANT 10UF 10% 6.3V 1206,"1206 (3216 Metric)","1.5Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.430000","",Active,"",AVX Corporation,TPSA106K006R1500,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1712",Active,"0.12","",TPS,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-2388-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"10uF","6.3V"
"680uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSD687K004R0100/478-2386-1-ND/678554,"","","","","","","","",CAP TANT 680UF 10% 4V 2917,"2917 (7343 Metric)","100mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:18.060000","",Active,"",AVX Corporation,TPSD687K004R0100,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1713",Active,"1.13","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-2386-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"680uF","4V"
"0.68uF",=Value,Datasheet,http://datasheets.avx.com/F93.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F931E684MAA/478-8327-1-ND/4005874,"","","","","","","","",CAP TANT 0.68UF 20% 25V 1206,"1206 (3216 Metric)","7.6Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.407000","",Active,"2000 Hrs @ 125°C",AVX Corporation,F931E684MAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1714",Active,"0.10","",F93,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8327-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"0.68uF","25V"
"470uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSE477M010R0045/478-4148-1-ND/1164484,"","","","","","","","",CAP TANT 470UF 20% 10V 2917,"2917 (7343 Metric)","45mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.057000","",Active,"",AVX Corporation,TPSE477M010R0045,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1715",Active,"1.08","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-4148-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"470uF","10V"
"1.5uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T491B155K025AH.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T491B155K025AH/399-18038-1-ND/9342307,"","","","","","","","",CAP TANT 1.5UF 10% 25V 1411,"1411 (3528 Metric)","5Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.663000","",Active,"2000 Hrs @ 125°C",KEMET,T491B155K025AH,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1716",Active,"0.17","",T491,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-18038-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1.5uF","25V"
"0.47uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJA474M025RNJ/478-11051-1-ND/7536294,"","","","","","","","",CAP TANT 0.47UF 20% 25V 1206,"1206 (3216 Metric)","14Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.387000","",Active,"",AVX Corporation,TAJA474M025RNJ,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1717",Active,"0.10","",TAJ,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-11051-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"0.47uF","25V"
"4.7uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMB1C475MTRF/718-2434-1-ND/10107611,"","","","","","","","",CAP TANT 4.7UF 20% 16V 1411,"1411 (3528 Metric)","2.8Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.660000","",Active,"",Vishay Sprague,TMCMB1C475MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1718",Active,"0.17","",TMCM,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2434-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"4.7uF","16V"
"1.5uF",=Value,Datasheet,http://datasheets.avx.com/F93.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F931E155MAA/478-8308-1-ND/4005668,"","","","","","","","",CAP TANT 1.5UF 20% 25V 1206,"1206 (3216 Metric)","6.7Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.383000","",Active,"2000 Hrs @ 125°C",AVX Corporation,F931E155MAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1719",Active,"0.10","",F93,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8308-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"1.5uF","25V"
"1000uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T495X108K2R5ATE040.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T495X108K2R5ATE040/399-4796-1-ND/1085515,"","","","","","","","",CAP TANT 1000UF 10% 2.5V 2917,"2917 (7343 Metric)","40mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.050000","",Active,"2000 Hrs @ 85°C",KEMET,T495X108K2R5ATE040,X,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1720",Active,"3.84","",T495,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-4796-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1000uF","2.5V"
"2.2uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMB1E225MTRF/718-2440-1-ND/10107617,"","","","","","","","",CAP TANT 2.2UF 20% 25V 1411,"1411 (3528 Metric)","3.9Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.657000","",Active,"",Vishay Sprague,TMCMB1E225MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1721",Active,"0.17","",TMCM,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2440-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"2.2uF","25V"
"2.2uF",=Value,Datasheet,http://datasheets.avx.com/F93.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F931E225KAA/478-8310-1-ND/4005664,"","","","","","","","",CAP TANT 2.2UF 10% 25V 1206,"1206 (3216 Metric)","6.3Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.380000","",Active,"2000 Hrs @ 125°C",AVX Corporation,F931E225KAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1722",Active,"0.11","",F93,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8310-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"2.2uF","25V"
"1000uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T495X108K2R5ATE030.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T495X108K2R5ATE030/399-5227-1-ND/1830039,"","","","","","","","",CAP TANT 1000UF 10% 2.5V 2917,"2917 (7343 Metric)","30mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.030000","",Active,"2000 Hrs @ 85°C",KEMET,T495X108K2R5ATE030,X,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1723",Active,"3.98","",T495,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-5227-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1000uF","2.5V"
"1.5uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMB1V155MTRF/718-2443-1-ND/10107620,"","","","","","","","",CAP TANT 1.5UF 20% 35V 1411,"1411 (3528 Metric)","3.9Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.653000","",Active,"",Vishay Sprague,TMCMB1V155MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1724",Active,"0.17","",TMCM,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2443-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"1.5uF","35V"
"0.22uF",=Value,Datasheet,http://datasheets.avx.com/f92.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F921V224MAA/478-8130-1-ND/4005678,"","","","","","","","",CAP TANT 0.22UF 20% 35V 1206,"1206 (3216 Metric)","10Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.051 (1.30mm)","2020-09-02 01:15:54.377000","",Active,"",AVX Corporation,F921V224MAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1725",Active,"0.11","",F92,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8130-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"0.22uF","35V"
"33uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T498X336K035ATE500.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T498X336K035ATE500/399-4769-1-ND/1001139,"","","","","","","","",CAP TANT 33UF 10% 35V 2917,"2917 (7343 Metric)","500mOhm","",Automotive,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.027000","",Active,"2000 Hrs @ 150°C",KEMET,T498X336K035ATE500,X,"1",Surface Mount,-55°C ~ 150°C,"2917 (7343 Metric)",TapeAndReel,"1726",Active,"4.05",AEC-Q200,T498,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-4769-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"33uF","35V"
"47uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T491B476K010ATAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T491B476K010ATAUTO/399-18046-1-ND/9342315,"","","","","","","","",CAP TANT 47UF 10% 10V 1411,"1411 (3528 Metric)","1Ohm","",Automotive,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.637000","",Active,"2000 Hrs @ 125°C",KEMET,T491B476K010ATAUTO,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1727",Active,"0.18",AEC-Q200,T491,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-18046-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"47uF","10V"
"6.8uF",=Value,Datasheet,http://datasheets.avx.com/F93.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F931A685MAA/478-8229-1-ND/4005746,"","","","","","","","",CAP TANT 6.8UF 20% 10V 1206,"1206 (3216 Metric)","3.5Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.373000","",Active,"2000 Hrs @ 125°C",AVX Corporation,F931A685MAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1728",Active,"0.10","",F93,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8229-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"6.8uF","10V"
