"Capacitance @ Vr, F","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Average Rectified (Io)","Current - Reverse Leakage @ Vr","Description","Device Package","Diode Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature - Junction","Package / Case","Packaging","PartId","Part Status","Price","Reverse Recovery Time (trr)","Series","Speed","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage - DC Reverse (Vr) (Max)","Voltage - Forward (Vf) (Max) @ If"
"",=Part Number,Datasheet,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMR1U-01.PDF,DigiKey Link,http://digikey.com/product-detail/en/central-semiconductor-corp/CMR1U-10-TR13-PBFREE/1514-CMR1U-10TR13PBFREECT-ND/4807101,"","","","","","","","","1A","5µA @ 1000V",DIODE GEN PURP 1KV 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.990000",Active,Central Semiconductor Corp,CMR1U-10 TR13 PBFREE,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",CutTape,"197",Active,"1.09","100ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"1514-CMR1U-10TR13PBFREECT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1000V","1.7V @ 1A"
"10pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16003.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S1BB-13-F/S1BB-FDICT-ND/815933,"","","","","","","","","1A","5µA @ 100V",DIODE GEN PURP 100V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.953000",Active,Diodes Incorporated,S1BB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"198",Active,"0.06","3µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S1BB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","1.1V @ 1A"
"20pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16004.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S2M-13-F/S2M-FDICT-ND/750034,"","","","","","","","","1.5A","5µA @ 1000V",DIODE GEN PURP 1KV 1.5A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.943000",Active,Diodes Incorporated,S2M-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"199",Active,"0.06","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S2M-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1000V","1.15V @ 1.5A"
"10pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16003.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S1JB-13-F/S1JB-FDICT-ND/806580,"","","","","","","","","1A","5µA @ 600V",DIODE GEN PURP 600V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.940000",Active,Diodes Incorporated,S1JB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"200",Active,"0.06","3µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S1JB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","600V","1.1V @ 1A"
"20pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16004.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S2G-13-F/S2G-FDICT-ND/815943,"","","","","","","","","1.5A","5µA @ 400V",DIODE GEN PURP 400V 1.5A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.933000",Active,Diodes Incorporated,S2G-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"201",Active,"0.06","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S2G-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.15V @ 1.5A"
"20pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16004.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S2K-13-F/S2K-FDICT-ND/815947,"","","","","","","","","1.5A","5µA @ 800V",DIODE GEN PURP 800V 1.5A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.930000",Active,Diodes Incorporated,S2K-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"202",Active,"0.06","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S2K-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","800V","1.15V @ 1.5A"
"12pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/87636/cs2dgjkm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/CS2D-E3-I/CS2D-E3-IGICT-ND/6125599,"","","","","","","","","1.6A","5µA @ 200V",DIODE GPP 2A 200V DO-214AA SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.927000",Active,Vishay Semiconductor Diodes Division,CS2D-E3/I,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"203",Active,"0.07","2.1µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,CS2D-E3/IGICT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","1.15V @ 2A"
"12pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/87636/cs2dgjkm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/CS2M-E3-I/CS2M-E3-IGICT-ND/6125592,"","","","","","","","","1.6A","5µA @ 1000V",DIODE GPP 2A 1000V DO-214AA SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.923000",Active,Vishay Semiconductor Diodes Division,CS2M-E3/I,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"204",Active,"0.07","2.1µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,CS2M-E3/IGICT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1000V","1.15V @ 2A"
"25pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.smc-diodes.com/propdf/ER2(A-J)%20N0132%20REV.F.pdf,DigiKey Link,http://digikey.com/product-detail/en/smc-diode-solutions/ER2GTR/1655-1421-1-ND/6022866,"","","","","","","","","2A","5µA @ 400V",DIODE GEN PURP 400V 2A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.917000",Active,SMC Diode Solutions,ER2GTR,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"205",Active,"0.09","35ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"1655-1421-1-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.25V @ 2A"
"60pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.smc-diodes.com/propdf/S3AB-S3MB%20N0563%20REV.B.pdf,DigiKey Link,http://digikey.com/product-detail/en/smc-diode-solutions/S3KBTR/1655-1741-1-ND/6674452,"","","","","","","","","3A","5µA @ 800V",DIODE GEN PURP 800V 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.913000",Active,SMC Diode Solutions,S3KBTR,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"206",Active,"0.10","2.5µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,"1655-1741-1-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","800V","1.2V @ 3A"
"30pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/S2A%20SERIES_M1805.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/S2B-R5G/S2BR5GCT-ND/7358425,"","","","","","","","","2A","1µA @ 100V",DIODE GEN PURP 100V 2A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.910000",Active,Taiwan Semiconductor Corporation,S2B R5G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"207",Active,"0.13","1.5µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S2BR5GCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","1.15V @ 2A"
"30pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/S2A%20SERIES_M1805.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/S2G-R5G/S2GR5GCT-ND/7358437,"","","","","","","","","2A","1µA @ 400V",DIODE GEN PURP 400V 2A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.907000",Active,Taiwan Semiconductor Corporation,S2G R5G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"208",Active,"0.13","1.5µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S2GR5GCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.15V @ 2A"
"16pF @ 4V, 1MHz",=Part Number,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Semiconductors/S2x.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/S2K-E3-52T/S2K-E3-52TGICT-ND/3711850,"","","","","","","","","1.5A","1µA @ 800V",DIODE GEN PURP 800V 1.5A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.900000",Active,Vishay Semiconductor Diodes Division,S2K-E3/52T,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"209",Active,"0.13","2µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S2K-E3/52TGICT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","800V","1.15V @ 1.5A"
"40pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/S5GB%20SERIES_C1701.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/S5KB-R5G/S5KBR5GCT-ND/7358554,"","","","","","","","","5A","10µA @ 800V",DIODE GEN PURP 800V 5A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.893000",Active,Taiwan Semiconductor Corporation,S5KB R5G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"210",Active,"0.15","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,S5KBR5GCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","800V","1.1V @ 5A"
"",=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MRS1504T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MRS1504T3G/MRS1504T3GOSCT-ND/964646,"","","","","","","","","1.5A","1µA @ 400V",DIODE GEN PURP 400V 1.5A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.877000",Active,ON Semiconductor,MRS1504T3G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"211",Active,"0.08","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,MRS1504T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.04V @ 1.5A"
"15pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds15002.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/RS1KB-13-F/RS1KB-FDICT-ND/815911,"","","","","","","","","1A","5µA @ 800V",DIODE GEN PURP 800V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.873000",Active,Diodes Incorporated,RS1KB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"212",Active,"0.10","500ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RS1KB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","800V","1.3V @ 1A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MURS105T3G/MURS105T3GOSCT-ND/1139951,"","","","","","","","","2A","2µA @ 50V",DIODE GEN PURP 50V 2A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.870000",Active,ON Semiconductor,MURS105T3G,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"213",Active,"0.11","35ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MURS105T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","50V","875mV @ 1A"
"18pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/ES2D-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/ES2C/ES2CFSCT-ND/3042550,"","","","","","","","","2A","10µA @ 150V",DIODE GEN PURP 150V 2A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.863000",Active,ON Semiconductor,ES2C,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"214",Active,"0.11","20ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ES2CFSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","150V","900mV @ 2A"
"25pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30212.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/ES2G-13-F/ES2G-FDICT-ND/1099158,"","","","","","","","","2A","5µA @ 400V",DIODE GEN PURP 400V 2A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.853000",Active,Diodes Incorporated,ES2G-13-F,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"215",Active,"0.12","35ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ES2G-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.25V @ 2A"
"40pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16005.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S3MB-13-F/S3MB-FDICT-ND/755489,"","","","","","","","","3A","10µA @ 1000V",DIODE GEN PURP 1KV 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.837000",Active,Diodes Incorporated,S3MB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"216",Active,"0.13","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S3MB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1000V","1.15V @ 3A"
"40pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16005.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S3GB-13-F/S3GB-FDICT-ND/750072,"","","","","","","","","3A","10µA @ 400V",DIODE GEN PURP 400V 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.833000",Active,Diodes Incorporated,S3GB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"217",Active,"0.13","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S3GB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.15V @ 3A"
"40pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16005.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S3BB-13-F/S3BB-FDICT-ND/750036,"","","","","","","","","3A","10µA @ 100V",DIODE GEN PURP 100V 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.823000",Active,Diodes Incorporated,S3BB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"218",Active,"0.13","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S3BB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","1.15V @ 3A"
"40pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16005.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S3JB-13-F/S3JB-FDICT-ND/815951,"","","","","","","","","3A","10µA @ 600V",DIODE GEN PURP 600V 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.820000",Active,Diodes Incorporated,S3JB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"219",Active,"0.13","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S3JB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","600V","1.15V @ 3A"
"25pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds14002.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/ES2B-13-F/ES2B-FDICT-ND/750021,"","","","","","","","","2A","5µA @ 100V",DIODE GEN PURP 100V 2A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.817000",Active,Diodes Incorporated,ES2B-13-F,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"220",Active,"0.13","25ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ES2B-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","920mV @ 2A"
"50pF @ 4V, 1MHz",=Part Number,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/RS3A_B~RS3M_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/RS3GB-13-F/RS3GB-FDICT-ND/815928,"","","","","","","","","3A","5µA @ 400V",DIODE GEN PURP 400V 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.793000",Active,Diodes Incorporated,RS3GB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"221",Active,"0.16","150ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RS3GB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.3V @ 3A"
"18pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/88587/es2.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/ES2D-E3-52T/ES2D-E3-52TGICT-ND/1091574,"","","","","","","","","2A","10µA @ 200V",DIODE GEN PURP 200V 2A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.767000",Active,Vishay Semiconductor Diodes Division,ES2D-E3/52T,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"222",Active,"0.21","30ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ES2D-E3/52TGICT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","900mV @ 2A"
"45pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds14003.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/ES3DB-13-F/ES3DB-FDICT-ND/775866,"","","","","","","","","3A","10µA @ 200V",DIODE GEN PURP 200V 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.750000",Active,Diodes Incorporated,ES3DB-13-F,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"223",Active,"0.22","25ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ES3DB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","900mV @ 3A"
"50pF @ 4V, 1MHz",=Part Number,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/RS3A_B~RS3M_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/RS3MB-13-F/RS3MB-FDICT-ND/804908,"","","","","","","","","3A","5µA @ 1000V",DIODE GEN PURP 1KV 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.747000",Active,Diodes Incorporated,RS3MB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"224",Active,"0.22","500ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RS3MB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1000V","1.3V @ 3A"
"45pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds14003.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/ES3BB-13-F/ES3BB-FDICT-ND/804900,"","","","","","","","","3A","10µA @ 100V",DIODE GEN PURP 100V 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.743000",Active,Diodes Incorporated,ES3BB-13-F,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"225",Active,"0.22","25ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ES3BB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","900mV @ 3A"
"45pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds14003.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/ES3AB-13-F/ES3AB-FDICT-ND/775776,"","","","","","","","","3A","10µA @ 50V",DIODE GEN PURP 50V 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.740000",Active,Diodes Incorporated,ES3AB-13-F,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"226",Active,"0.22","25ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ES3AB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","50V","900mV @ 3A"
"",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/34/db/51/35/8d/0b/48/54/CD00003260.pdf/files/CD00003260.pdf/jcr:content/translations/en.CD00003260.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/STTH112U/497-2460-1-ND/603842,"","","","","","","","","1A","5µA @ 1200V",DIODE GEN PURP 1.2KV 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:51.733000",Active,STMicroelectronics,STTH112U,"1",Surface Mount,"175°C (Max)","DO-214AA, SMB",TapeAndReel,"227",Active,"0.22","75ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"497-2460-1-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1200V","1.9V @ 1A"
