"Capacitance @ Vr, F","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Average Rectified (Io)","Current - Reverse Leakage @ Vr","Description","Device Package","Diode Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature - Junction","Package / Case","Packaging","PartId","Part Status","Price","Reverse Recovery Time (trr)","Series","Speed","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage - DC Reverse (Vr) (Max)","Voltage - Forward (Vf) (Max) @ If"
"140pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/87528/v2pm12.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/V2PM12-M3-H/V2PM12-M3-HGICT-ND/7427198,"","","","","","","","","2A","50µA @ 120V",DIODE SCHOTTKY 120V 2A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:15.003000",Active,Vishay Semiconductor Diodes Division,V2PM12-M3/H,"1",Surface Mount,-40°C ~ 175°C,DO-219AD,TapeAndReel,"1353",Active,"0.07","",eSMP®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,V2PM12-M3/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","120V","980mV @ 2A"
"40pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89018/mss1p6.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS1P5HM3_A-H/MSS1P5HM3_A-HGICT-ND/9600791,"","","","","","","","","1A","150µA @ 50V",DIODE SCHOTTKY 50V 1A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:15",Active,Vishay Semiconductor Diodes Division,MSS1P5HM3_A/H,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1354",Active,"0.07","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS1P5HM3_A/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","50V","680mV @ 1A"
"65pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89054/mss2p3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS2P2HM3_A-H/MSS2P2HM3_A-HGICT-ND/9600793,"","","","","","","","","2A","250µA @ 20V",DIODE SCHOTTKY 20V 2A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.997000",Active,Vishay Semiconductor Diodes Division,MSS2P2HM3_A/H,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1355",Active,"0.07","","Automotive, AEC-Q101, eSMP®","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS2P2HM3_A/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","20V","600mV @ 2A"
"40pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89018/mss1p6.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS1P6HM3_A-H/MSS1P6HM3_A-HGICT-ND/9600792,"","","","","","","","","1A","150µA @ 60V",DIODE SCHOTTKY 60V 1A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.993000",Active,Vishay Semiconductor Diodes Division,MSS1P6HM3_A/H,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1356",Active,"0.07","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS1P6HM3_A/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","680mV @ 1A"
"65pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89054/mss2p3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS2P3HM3_A-H/MSS2P3HM3_A-HGICT-ND/7717484,"","","","","","","","","2A","250µA @ 30V",DIODE SCHOTTKY 30V 2A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.970000",Active,Vishay Semiconductor Diodes Division,MSS2P3HM3_A/H,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1357",Active,"0.07","","Automotive, AEC-Q101, eSMP®","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS2P3HM3_A/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","600mV @ 2A"
"65pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89020/mss1p3l.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS1P3LHM3_A-H/MSS1P3LHM3_A-HGICT-ND/9600789,"","","","","","","","","1A","250µA @ 30V",DIODE SCHOTTKY 30V 1A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.957000",Active,Vishay Semiconductor Diodes Division,MSS1P3LHM3_A/H,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1358",Active,"0.07","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS1P3LHM3_A/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","500mV @ 1A"
"50pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89019/mss1p4.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS1P3HM3_A-H/MSS1P3HM3_A-HGICT-ND/9600788,"","","","","","","","","1A","200µA @ 30V",DIODE SCHOTTKY 30V 1A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.943000",Active,Vishay Semiconductor Diodes Division,MSS1P3HM3_A/H,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1359",Active,"0.07","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS1P3HM3_A/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","550mV @ 1A"
"65pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/87639/v1pm15.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/V1PM15-M3-H/V1PM15-M3-HGICT-ND/7427200,"","","","","","","","","1A","50µA @ 150V",DIODE SCHOTTKY 150V 1A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.923000",Active,Vishay Semiconductor Diodes Division,V1PM15-M3/H,"1",Surface Mount,-40°C ~ 175°C,DO-219AD,TapeAndReel,"1360",Active,"0.06","",eSMP®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,V1PM15-M3/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","150V","1.21V @ 1A"
"100pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/87640/v1pm12.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/V1PM12-M3-H/V1PM12-M3-HGICT-ND/7427196,"","","","","","","","","1A","50µA @ 120V",DIODE SCHOTTKY 120V 1A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.907000",Active,Vishay Semiconductor Diodes Division,V1PM12-M3/H,"1",Surface Mount,-40°C ~ 175°C,DO-219AD,TapeAndReel,"1361",Active,"0.06","",eSMP®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,V1PM12-M3/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","120V","870mV @ 1A"
"195pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/87525/v2p6.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/V2P6HM3-H/V2P6HM3-HGICT-ND/7427193,"","","","","","","","","2A","200µA @ 60V",DIODE SCHOTTKY 60V 2A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.887000",Active,Vishay Semiconductor Diodes Division,V2P6HM3/H,"1",Surface Mount,-40°C ~ 150°C,DO-219AD,TapeAndReel,"1362",Active,"0.06","","Automotive, AEC-Q101, eSMP®","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,V2P6HM3/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","630mV @ 2A"
"100pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/87529/v2pm15.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/V2PM15-M3-H/V2PM15-M3-HGICT-ND/7427202,"","","","","","","","","2A","50µA @ 150V",DIODE SCHOTTKY 150V 2A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.870000",Active,Vishay Semiconductor Diodes Division,V2PM15-M3/H,"1",Surface Mount,-40°C ~ 175°C,DO-219AD,TapeAndReel,"1363",Active,"0.06","",eSMP®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,V2PM15-M3/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","150V",""
"150pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/87527/v2pm10.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/V2PM10HM3-H/V2PM10HM3-HGICT-ND/7427195,"","","","","","","","","2A","50µA @ 100V",DIODE SCHOTTKY 100V 2A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.863000",Active,Vishay Semiconductor Diodes Division,V2PM10HM3/H,"1",Surface Mount,-40°C ~ 175°C,DO-219AD,TapeAndReel,"1364",Active,"0.06","","Automotive, AEC-Q101, eSMP®","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,V2PM10HM3/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","830mV @ 2A"
"140pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/87528/v2pm12.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/V2PM12HM3-H/V2PM12HM3-HGICT-ND/7427199,"","","","","","","","","2A","50µA @ 120V",DIODE SCHOTTKY 120V 2A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.847000",Active,Vishay Semiconductor Diodes Division,V2PM12HM3/H,"1",Surface Mount,-40°C ~ 175°C,DO-219AD,TapeAndReel,"1365",Active,"0.06","","Automotive, AEC-Q101, eSMP®","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,V2PM12HM3/HGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","120V","980mV @ 2A"
"65pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89054/mss2p3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS2P2-M3-89A/MSS2P2-M3-89AGICT-ND/3711824,"","","","","","","","","2A","250µA @ 20V",DIODE SCHOTTKY 20V 2A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.843000",Active,Vishay Semiconductor Diodes Division,MSS2P2-M3/89A,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1366",Active,"0.07","",eSMP®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS2P2-M3/89AGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","20V","600mV @ 2A"
"50pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89019/mss1p4.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS1P4-M3-89A/MSS1P4-M3-89AGICT-ND/2071761,"","","","","","","","","1A","200µA @ 40V",DIODE SCHOTTKY 40V 1A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.837000",Active,Vishay Semiconductor Diodes Division,MSS1P4-M3/89A,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1367",Active,"0.05","",eSMP®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS1P4-M3/89AGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","550mV @ 1A"
"40pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89018/mss1p6.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS1P5-M3-89A/MSS1P5-M3-89AGICT-ND/2071762,"","","","","","","","","1A","150µA @ 50V",DIODE SCHOTTKY 50V 1A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.820000",Active,Vishay Semiconductor Diodes Division,MSS1P5-M3/89A,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1368",Active,"0.07","",eSMP®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS1P5-M3/89AGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","50V","680mV @ 1A"
"",=Part Number,Datasheet,http://www.vishay.com/docs/89019/mss1p4.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS1P3-M3-89A/MSS1P3-M3-89AGICT-ND/2071759,"","","","","","","","","1A","200µA @ 30V",DIODE SCHOTTKY 30V 1A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.800000",Active,Vishay Semiconductor Diodes Division,MSS1P3-M3/89A,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1369",Active,"0.07","",eSMP®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS1P3-M3/89AGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","550mV @ 1A"
"65pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89020/mss1p3l.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MSS1P3L-M3-89A/MSS1P3L-M3-89AGICT-ND/2071760,"","","","","","","","","1A","250µA @ 30V",DIODE SCHOTTKY 30V 1A MICROSMP,"",Schottky,footprints/Diodes/PCB - DIODES - DO-219AD MicroSMP.PCBLIB,"","",DO-219AD MicroSMP,"","","2020-09-02 01:23:14.777000",Active,Vishay Semiconductor Diodes Division,MSS1P3L-M3/89A,"1",Surface Mount,-55°C ~ 150°C,DO-219AD,TapeAndReel,"1370",Active,"0.05","",eSMP®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MSS1P3L-M3/89AGICT-ND,"","","","","","","","","","",MicroSMP (DO-219AD),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","500mV @ 1A"
"30pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/SK12-SK110%20(HSMB).PDF,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/SK16-TP/SK16-TPMSTR-ND/773686,"","","","","","","","","1A","500µA @ 60V",DIODE SCHOTTKY 60V 1A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.230000",Active,Micro Commercial Co,SK16-TP,"",Surface Mount,-55°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1371",Active,"0.06","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SK16-TPMSTR-ND,"","","","","","","","","","","DO-214AA, HSMB",symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","720mV @ 1A"
"110pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds13002.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B140B-13-F/B140B-FDICT-ND/804889,"","","","","","","","","1A","500µA @ 40V",DIODE SCHOTTKY 40V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.210000",Active,Diodes Incorporated,B140B-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1372",Active,"0.08","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B140B-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","500mV @ 1A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MBRS120T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MBRS120T3G/MBRS120T3GOSCT-ND/917999,"","","","","","","","","1A","1mA @ 20V",DIODE SCHOTTKY 20V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.200000",Active,ON Semiconductor,MBRS120T3G,"1",Surface Mount,-65°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1373",Active,"0.08","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MBRS120T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","20V","600mV @ 1A"
"200pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds13004.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B220-13-F/B220-FDICT-ND/804891,"","","","","","","","","2A","500µA @ 20V",DIODE SCHOTTKY 20V 2A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.167000",Active,Diodes Incorporated,B220-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1374",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B220-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","20V","500mV @ 2A"
"",=Part Number,Datasheet,http://www.smc-diodes.com/propdf/SK520B%20N0952%20REV.A.pdf,DigiKey Link,http://digikey.com/product-detail/en/smc-diode-solutions/SK520BTR/1655-1602-1-ND/6023047,"","","","","","","","","5A","1mA @ 200V",DIODE SCHOTTKY 200V 5A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.163000",Active,SMC Diode Solutions,SK520BTR,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1375",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"1655-1602-1-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","1.1V @ 5A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MBRS130T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MBRS130T3G/MBRS130T3GOSCT-ND/918001,"","","","","","","","","1A","1mA @ 30V",DIODE SCHOTTKY 30V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.157000",Active,ON Semiconductor,MBRS130T3G,"1",Surface Mount,-65°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1376",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MBRS130T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","600mV @ 1A"
"150pF @ 5V, 1MHz",=Part Number,Datasheet,http://www.smc-diodes.com/propdf/SK54B%20N0105%20REV.B.pdf,DigiKey Link,http://digikey.com/product-detail/en/smc-diode-solutions/SK54BTR/1655-1604-1-ND/6023049,"","","","","","","","","","1mA @ 40V",DIODE SCHOTTKY 40V SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.153000",Active,SMC Diode Solutions,SK54BTR,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1377",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"1655-1604-1-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","650mV @ 5A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/SS29-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SS26/SS26FSCT-ND/965731,"","","","","","","","","2A","400µA @ 60V",DIODE SCHOTTKY 60V 2A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.150000",Active,ON Semiconductor,SS26,"1",Surface Mount,-65°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1378",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SS26FSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","700mV @ 2A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/SS24-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SS24T3G/SS24T3GOSCT-ND/964638,"","","","","","","","","2A","400µA @ 40V",DIODE SCHOTTKY 40V 2A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.143000",Active,ON Semiconductor,SS24T3G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1379",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SS24T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","500mV @ 2A"
"",=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/CDBB140-HF Thru501755. CDBB1100-HF RevB.pdf,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/CDBB1100-G/641-1104-1-ND/1559065,"","","","","","","","","1A","500µA @ 100V",DIODE SCHOTTKY 100V 1A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.140000",Active,Comchip Technology,CDBB1100-G,"1",Surface Mount,"125°C (Max)","DO-214AA, SMB",TapeAndReel,"1380",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"641-1104-1-ND","","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","850mV @ 1A"
"110pF @ 4V, 1MHz",=Part Number,Datasheet,"https://www.diodes.com/assets/Datasheets/B140Q,B140BQ,B150Q,B160Q.pdf",DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B140BQ-13-F/B140BQ-13-FDICT-ND/5956769,"","","","","","","","","1A","500µA @ 40V",DIODE SCHOTTKY 40V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.120000",Active,Diodes Incorporated,B140BQ-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1381",Active,"0.09","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B140BQ-13-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","500mV @ 1A"
