"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Reverse Leakage @ Vr","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Impedance (Max) (Zzt)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power - Max","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Forward (Vf) (Max) @ If","Voltage - Zener (Nom) (Vz)"
=Part Number,Datasheet,http://www.vishay.com/docs/85774/mmsz5225.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MMSZ5232B-E3-08/MMSZ5232B-E3-08CT-ND/3104484,"","","","","","","","","5µA @ 3V",DIODE ZENER 5.6V 500MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","11 Ohms","2020-09-02 01:19:26.053000",Active,Vishay Semiconductor Diodes Division,MMSZ5232B-E3-08,"1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"1997",Active,"500mW","0.05",-,DigiKey,MMSZ5232B-E3-08CT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","5.6V"
=Part Number,Datasheet,http://www.vishay.com/docs/85760/bzt52.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/BZT52C5V1-E3-08/BZT52C5V1-E3-08CT-ND/3104451,"","","","","","","","","100nA @ 800mV",DIODE ZENER 5.1V 410MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","60 Ohms","2020-09-02 01:19:26.050000",Active,Vishay Semiconductor Diodes Division,BZT52C5V1-E3-08,"1",Surface Mount,"",SOD-123,TapeAndReel,"1998",Active,"410mW","0.05",-,DigiKey,BZT52C5V1-E3-08CT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±6%,"","","","5.1V"
=Part Number,Datasheet,http://www.vishay.com/docs/85773/mmsz4681.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MMSZ4690-E3-08/MMSZ4690-E3-08GICT-ND/6228492,"","","","","","","","","10µA @ 4V",DIODE ZENER 5.6V 500MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","","2020-09-02 01:19:26.043000",Active,Vishay Semiconductor Diodes Division,MMSZ4690-E3-08,"1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"1999",Active,"500mW","0.05","Automotive, AEC-Q101",DigiKey,MMSZ4690-E3-08GICT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","5.6V"
=Part Number,Datasheet,http://www.vishay.com/docs/85774/mmsz5225.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MMSZ5245B-E3-08/MMSZ5245B-E3-08CT-ND/3104485,"","","","","","","","","100nA @ 11V",DIODE ZENER 15V 500MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","16 Ohms","2020-09-02 01:19:26.040000",Active,Vishay Semiconductor Diodes Division,MMSZ5245B-E3-08,"1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"2000",Active,"500mW","0.05",-,DigiKey,MMSZ5245B-E3-08CT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","15V"
=Part Number,Datasheet,http://www.vishay.com/docs/85773/mmsz4681.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MMSZ4684-E3-08/MMSZ4684-E3-08GICT-ND/8284091,"","","","","","","","","7.5µA @ 1.5V",DIODE ZENER 3.3V 500MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","","2020-09-02 01:19:26.037000",Active,Vishay Semiconductor Diodes Division,MMSZ4684-E3-08,"1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"2001",Active,"500mW","0.05","Automotive, AEC-Q101",DigiKey,MMSZ4684-E3-08GICT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","3.3V"
=Part Number,Datasheet,http://www.vishay.com/docs/85774/mmsz5225.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MMSZ5230B-E3-08/MMSZ5230B-E3-08GICT-ND/6228496,"","","","","","","","","5µA @ 2V",DIODE ZENER 4.7V 500MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","19 Ohms","2020-09-02 01:19:26.033000",Active,Vishay Semiconductor Diodes Division,MMSZ5230B-E3-08,"1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"2002",Active,"500mW","0.05","Automotive, AEC-Q101",DigiKey,MMSZ5230B-E3-08GICT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","4.7V"
=Part Number,Datasheet,http://www.vishay.com/docs/85773/mmsz4681.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MMSZ4683-E3-08/MMSZ4683-E3-08CT-ND/3104478,"","","","","","","","","800nA @ 1V",DIODE ZENER 3V 500MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","","2020-09-02 01:19:26.030000",Active,Vishay Semiconductor Diodes Division,MMSZ4683-E3-08,"1",Surface Mount,"",SOD-123,TapeAndReel,"2003",Active,"500mW","0.05",-,DigiKey,MMSZ4683-E3-08CT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","3V"
=Part Number,Datasheet,http://www.vishay.com/docs/85774/mmsz5225.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MMSZ5242B-E3-08/MMSZ5242B-E3-08GICT-ND/5231552,"","","","","","","","","1µA @ 9.1V",DIODE ZENER 12V 500MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","30 Ohms","2020-09-02 01:19:26.023000",Active,Vishay Semiconductor Diodes Division,MMSZ5242B-E3-08,"1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"2004",Active,"500mW","0.05",-,DigiKey,MMSZ5242B-E3-08GICT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","12V"
=Part Number,Datasheet,http://www.vishay.com/docs/85773/mmsz4681.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MMSZ4689-E3-08/MMSZ4689-E3-08GICT-ND/6228491,"","","","","","","","","10µA @ 3V",DIODE ZENER 5.1V 500MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","","2020-09-02 01:19:26.020000",Active,Vishay Semiconductor Diodes Division,MMSZ4689-E3-08,"1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"2005",Active,"500mW","0.05","Automotive, AEC-Q101",DigiKey,MMSZ4689-E3-08GICT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","5.1V"
=Part Number,Datasheet,http://www.vishay.com/docs/85760/bzt52.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/BZT52C3V3-E3-08/BZT52C3V3-E3-08GICT-ND/6228472,"","","","","","","","","",DIODE ZENER 3.3V 410MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","80 Ohms","2020-09-02 01:19:26.017000",Active,Vishay Semiconductor Diodes Division,BZT52C3V3-E3-08,"1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"2006",Active,"410mW","0.05",-,DigiKey,BZT52C3V3-E3-08GICT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","3.3V"
=Part Number,Datasheet,http://www.vishay.com/docs/85774/mmsz5225.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/MMSZ5240B-E3-08/MMSZ5240B-E3-08GICT-ND/6228500,"","","","","","","","","3µA @ 8V",DIODE ZENER 10V 500MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","17 Ohms","2020-09-02 01:19:26.013000",Active,Vishay Semiconductor Diodes Division,MMSZ5240B-E3-08,"1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"2007",Active,"500mW","0.05","Automotive, AEC-Q101",DigiKey,MMSZ5240B-E3-08GICT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","10V"
=Part Number,Datasheet,http://www.vishay.com/docs/85760/bzt52.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/BZT52C3V0-E3-08/BZT52C3V0-E3-08GICT-ND/8564827,"","","","","","","","","",DIODE ZENER 3V 410MW SOD123,"",footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","80 Ohms","2020-09-02 01:19:26.010000",Active,Vishay Semiconductor Diodes Division,BZT52C3V0-E3-08,"1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"2008",Active,"410mW","0.05",-,DigiKey,BZT52C3V0-E3-08GICT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","3V"
