"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Control Features","Current - Output","Current - Quiescent (Iq)","Current - Supply (Max)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Regulators","Operating Temperature","Output Configuration","Output Type","Package / Case","Packaging","Part Status","Price","Protection Features","PSRR","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage Dropout (Max)","Voltage - Input (Max)","Voltage - Output (Max)","Voltage - Output (Min/Fixed)"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm317l,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM317LCPK/296-26093-2-ND/1898820,"","","","","","","","","","100mA","","",IC REG LIN POS ADJ 100MA SOT89-3,TO-243AA,footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-89 PK.PCBLIB,"","",TI SOT-89 PK,"","","2019-12-09 14:47:38.680000","0",Texas Instruments,LM317LCPK,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Adjustable,TO-243AA,TapeAndReel,Active,"0.26","Over Current, Over Temperature, Short Circuit","80dB ~ 65dB (120Hz)",-,DigiKey,"296-26093-2-ND","","","","","","","","","","",SOT-89-3,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LM317L.SCHLIB,TI LM317L,"","","","38V","32V","1.2V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm317,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM317DCYR/296-12602-2-ND/443739,"","","","","","","","","","1.5A","","",IC REG LIN POS ADJ 1.5A SOT223-4,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2019-12-09 14:53:07.890000","0",Texas Instruments,LM317DCYR,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Adjustable,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.28","Over Temperature, Short Circuit","64dB ~ 57dB (120Hz)",-,DigiKey,"296-12602-2-ND","","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LM317-N.SCHLIB,TI LM317-N,"","","","40V","37V","1.25V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm117,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM317EMP-NOPB/LM317EMP-NOPBTR-ND/270715,"","","","","","","","","","1.5A","","",IC REG LIN POS ADJ 1.5A SOT223-4,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2019-12-09 14:53:45.487000","0",Texas Instruments,LM317EMP/NOPB,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Adjustable,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.53","Over Current, Over Temperature, Short Circuit","80dB ~ 65dB (120Hz)",-,DigiKey,LM317EMP/NOPBTR-ND,"","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LM317-N.SCHLIB,TI LM317-N,"","","","37V","37V","1.25V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm117,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM317EMPX-NOPB/LM317EMPX-NOPBTR-ND/367000,"","","","","","","","","","1.5A","","",IC REG LIN POS ADJ 1.5A SOT223-4,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2019-12-09 14:53:57.903000","0",Texas Instruments,LM317EMPX/NOPB,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Adjustable,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.50","Over Current, Over Temperature, Short Circuit","80dB ~ 65dB (120Hz)",-,DigiKey,LM317EMPX/NOPBTR-ND,"","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LM317-N.SCHLIB,TI LM317-N,"","","","37V","37V","1.25V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm317a,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM317AEMPX-NOPB/LM317AEMPX-NOPBTR-ND/366999,"","","","","","","","","","1.5A","10mA","",IC REG LIN POS ADJ 1.5A SOT223-4,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2019-12-09 14:54:32.857000","0",Texas Instruments,LM317AEMPX/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Adjustable,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.74","Over Temperature, Short Circuit","80dB ~ 65dB (120Hz)",-,DigiKey,LM317AEMPX/NOPBTR-ND,"","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LM317-N.SCHLIB,TI LM317-N,"","","","40V","37V","1.25V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm317a,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM317AEMP-NOPB/LM317AEMP-NOPBTR-ND/363903,"","","","","","","","","","1.5A","10mA","",IC REG LIN POS ADJ 1.5A SOT223-4,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2019-12-09 14:54:47.617000","0",Texas Instruments,LM317AEMP/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Adjustable,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.77","Over Temperature, Short Circuit","80dB ~ 65dB (120Hz)",-,DigiKey,LM317AEMP/NOPBTR-ND,"","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LM317-N.SCHLIB,TI LM317-N,"","","","40V","37V","1.25V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm317m,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM317MDCYR/296-12631-2-ND/454187,"","","","","","","","","","500mA","","",IC REG LIN POS ADJ 500MA SOT223,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2019-12-09 14:56:23.003000","0",Texas Instruments,LM317MDCYR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.31","Over Current, Over Temperature, Short Circuit","80dB ~ 65dB (120Hz)",-,DigiKey,"296-12631-2-ND","","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LM317-N.SCHLIB,TI LM317-N,"","","","40V","37V","1.25V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/LD1117S33TR/497-1242-1-ND/586242,"","","","","","","","","","800mA","10mA","",IC REG LINEAR 3.3V 800MA SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2020-09-02 01:24:39.253000",Active,STMicroelectronics,LD1117S33TR,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.14","Over Current, Over Temperature","75dB (120Hz)",-,DigiKey,"497-1242-1-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.2V @ 800mA","15V","","3.3V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/LD1117S12TR/497-4240-1-ND/725525,"","","","","","","","","","800mA","5mA","",IC REG LINEAR 1.2V 800MA SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2020-09-02 01:24:39.237000",Active,STMicroelectronics,LD1117S12TR,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.16","Over Current, Over Temperature","75dB (120Hz)",-,DigiKey,"497-4240-1-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.2V @ 800mA","15V","","1.2V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/LD1117S18TR/497-7308-1-ND/1883983,"","","","","","","","","","800mA","10mA","",IC REG LINEAR 1.8V 800MA SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2020-09-02 01:24:39.233000",Active,STMicroelectronics,LD1117S18TR,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.19","Over Current, Over Temperature","75dB (120Hz)",-,DigiKey,"497-7308-1-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.2V @ 800mA","15V","","1.8V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/LD1117S50TR/497-6447-1-ND/1865475,"","","","","","","","","","800mA","10mA","",IC REG LINEAR 5V 800MA SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2020-09-02 01:24:39.217000",Active,STMicroelectronics,LD1117S50TR,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.14","Over Current, Over Temperature","75dB (120Hz)",-,DigiKey,"497-6447-1-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.2V @ 800mA","15V","","5V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/LD1117S25TR/497-7309-1-ND/1883984,"","","","","","","","","","800mA","10mA","",IC REG LINEAR 2.5V 800MA SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2020-09-02 01:24:39.197000",Active,STMicroelectronics,LD1117S25TR,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.14","Over Current, Over Temperature","75dB (120Hz)",-,DigiKey,"497-7309-1-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.2V @ 800mA","15V","","2.5V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/a5/c3/3f/c9/2b/15/40/49/CD00002116.pdf/files/CD00002116.pdf/jcr:content/translations/en.CD00002116.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/LD1117AS12TR/497-6445-1-ND/1865519,"","","","","","","","","","1A","10mA","",IC REG LINEAR 1.2V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2020-09-02 01:24:39.560000",Active,STMicroelectronics,LD1117AS12TR,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.24","Over Current, Over Temperature","80dB (120Hz)",-,DigiKey,"497-6445-1-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.3V @ 1A","15V","","1.2V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/a5/c3/3f/c9/2b/15/40/49/CD00002116.pdf/files/CD00002116.pdf/jcr:content/translations/en.CD00002116.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/LD1117AS18TR/497-1226-1-ND/586226,"","","","","","","","","","1A","10mA","",IC REG LINEAR 1.8V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2020-09-02 01:24:39.557000",Active,STMicroelectronics,LD1117AS18TR,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.26","Over Current, Over Temperature","80dB (120Hz)",-,DigiKey,"497-1226-1-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.3V @ 1A","15V","","1.8V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/a5/c3/3f/c9/2b/15/40/49/CD00002116.pdf/files/CD00002116.pdf/jcr:content/translations/en.CD00002116.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/LD1117AS33TR/497-1228-1-ND/586228,"","","","","","","","","","1A","10mA","",IC REG LINEAR 3.3V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2020-09-02 01:24:39.537000",Active,STMicroelectronics,LD1117AS33TR,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.26","Over Current, Over Temperature","75dB (120Hz)",-,DigiKey,"497-1228-1-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.3V @ 1A","15V","","3.3V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,DigiKey Link,//digikey.com/product-detail/en/stmicroelectronics/LD1117SC-R/497-4241-2-ND/725182,"","","","","","","","","","800mA","5mA","",IC REG LIN POS ADJ 800MA SOT223,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2019-12-09 15:05:09.753000","0",STMicroelectronics,LD1117SC-R,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Adjustable,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.15","Over Current, Over Temperature","75dB (120Hz)",-,DigiKey,"497-4241-2-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.3V @ 800mA","15V","15V","1.25V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,DigiKey Link,//digikey.com/product-detail/en/stmicroelectronics/LD1117STR/497-1244-2-ND/585768,"","","","","","","","","","800mA","5mA","",IC REG LIN POS ADJ 800MA SOT223,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2019-12-09 15:05:25.750000","0",STMicroelectronics,LD1117STR,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Adjustable,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.15","Over Current, Over Temperature","75dB (120Hz)",-,DigiKey,"497-1244-2-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.2V @ 800mA","15V","15V","1.25V"
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/a5/c3/3f/c9/2b/15/40/49/CD00002116.pdf/files/CD00002116.pdf/jcr:content/translations/en.CD00002116.pdf,DigiKey Link,//digikey.com/product-detail/en/stmicroelectronics/LD1117ASTR/497-1229-2-ND/585753,"","","","","","","","","","1A","5mA","",IC REG LINEAR POS ADJ 1A SOT223,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - ST SOT-223.PCBLIB,"","",ST SOT-223,"","","2019-12-09 15:05:40.727000","0",STMicroelectronics,LD1117ASTR,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Adjustable,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.26","Over Current, Over Temperature","80dB (120Hz)",-,DigiKey,"497-1229-2-ND","","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ST LD1117.SCHLIB,ST LD1117,"","","1.3V @ 1A","15V","15V","1.25V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/NCP1117-D.PDF,DigiKey Link,//digikey.com/product-detail/en/on-semiconductor/NCP1117STAT3G/NCP1117STAT3GOSTR-ND/660715,"","","","","","","","","","1A","10mA","",IC REG LINEAR POS ADJ 1A SOT223,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-223 ST(318H).PCBLIB,"","",ON SEMI SOT-223 ST(318H),"","","2019-12-09 15:10:51.730000","0",ON Semiconductor,NCP1117STAT3G,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Adjustable,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.16","Over Current, Over Temperature","73dB (120Hz)",-,DigiKey,NCP1117STAT3GOSTR-ND,"","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ON SEMI NCP1117.SCHLIB,ON SEMI NCP1117,"","","1.2V @ 800mA","20V","18.8V","1.25V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/NCP1117-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NCP1117ST33T3G/NCP1117ST33T3GOSCT-ND/660708,"","","","","","","","","","1A","10mA","",IC REG LINEAR 3.3V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-223 ST(318H).PCBLIB,"","",ON SEMI SOT-223 ST(318H),"","","2020-09-02 01:24:39.990000",Active,ON Semiconductor,NCP1117ST33T3G,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.15","Over Current, Over Temperature","64dB (120Hz)",-,DigiKey,NCP1117ST33T3GOSCT-ND,"","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ON SEMI NCP1117.SCHLIB,ON SEMI NCP1117,"","","1.2V @ 800mA","20V","","3.3V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/NCP1117-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NCP1117ST50T3G/NCP1117ST50T3GOSCT-ND/1967217,"","","","","","","","","","1A","10mA","",IC REG LINEAR 5V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-223 ST(318H).PCBLIB,"","",ON SEMI SOT-223 ST(318H),"","","2020-09-02 01:24:39.970000",Active,ON Semiconductor,NCP1117ST50T3G,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.16","Over Current, Over Temperature","61dB (120Hz)",-,DigiKey,NCP1117ST50T3GOSCT-ND,"","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ON SEMI NCP1117.SCHLIB,ON SEMI NCP1117,"","","1.2V @ 800mA","20V","","5V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/NCP1117-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NCP1117ST18T3G/NCP1117ST18T3GOSCT-ND/1967216,"","","","","","","","","","1A","10mA","",IC REG LINEAR 1.8V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-223 ST(318H).PCBLIB,"","",ON SEMI SOT-223 ST(318H),"","","2020-09-02 01:24:39.967000",Active,ON Semiconductor,NCP1117ST18T3G,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.16","Over Current, Over Temperature","70dB (120Hz)",-,DigiKey,NCP1117ST18T3GOSCT-ND,"","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ON SEMI NCP1117.SCHLIB,ON SEMI NCP1117,"","","1.2V @ 800mA","20V","","1.8V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/NCP1117-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NCP1117ST12T3G/NCP1117ST12T3GOSCT-ND/2121240,"","","","","","","","","","1A","10mA","",IC REG LINEAR 12V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-223 ST(318H).PCBLIB,"","",ON SEMI SOT-223 ST(318H),"","","2020-09-02 01:24:39.950000",Active,ON Semiconductor,NCP1117ST12T3G,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.16","Over Current, Over Temperature","54dB (120Hz)",-,DigiKey,NCP1117ST12T3GOSCT-ND,"","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ON SEMI NCP1117.SCHLIB,ON SEMI NCP1117,"","","1.2V @ 800mA","20V","","12V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/NCP1117-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NCP1117ST20T3G/NCP1117ST20T3GOSCT-ND/2121242,"","","","","","","","","","1A","10mA","",IC REG LINEAR 2V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-223 ST(318H).PCBLIB,"","",ON SEMI SOT-223 ST(318H),"","","2020-09-02 01:24:39.930000",Active,ON Semiconductor,NCP1117ST20T3G,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",CutTape,Active,"0.47","Over Current, Over Temperature","70dB (120Hz)",-,DigiKey,NCP1117ST20T3GOSCT-ND,"","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ON SEMI NCP1117.SCHLIB,ON SEMI NCP1117,"","","1.2V @ 800mA","20V","","2V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/NCP1117-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NCP1117ST25T3G/NCP1117ST25T3GOSCT-ND/2121243,"","","","","","","","","","1A","10mA","",IC REG LINEAR 2.5V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-223 ST(318H).PCBLIB,"","",ON SEMI SOT-223 ST(318H),"","","2020-09-02 01:24:39.927000",Active,ON Semiconductor,NCP1117ST25T3G,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.14","Over Current, Over Temperature","68dB (120Hz)",-,DigiKey,NCP1117ST25T3GOSCT-ND,"","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ON SEMI NCP1117.SCHLIB,ON SEMI NCP1117,"","","1.2V @ 800mA","20V","","2.5V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/NCP1117-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NCP1117ST15T3G/NCP1117ST15T3GOSCT-ND/2121241,"","","","","","","","","","1A","10mA","",IC REG LINEAR 1.5V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-223 ST(318H).PCBLIB,"","",ON SEMI SOT-223 ST(318H),"","","2020-09-02 01:24:39.903000",Active,ON Semiconductor,NCP1117ST15T3G,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.15","Over Current, Over Temperature","72dB (120Hz)",-,DigiKey,NCP1117ST15T3GOSCT-ND,"","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ON SEMI NCP1117.SCHLIB,ON SEMI NCP1117,"","","1.2V @ 800mA","20V","","1.5V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/NCP1117LP-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NCP1117LPST50T3G/NCP1117LPST50T3GOSCT-ND/5801728,"","","","","","","","","","1A","700µA","",IC REG LINEAR 5V 1A SOT223,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-223 ST(318H).PCBLIB,"","",ON SEMI SOT-223 ST(318H),"","","2020-09-02 01:24:40.363000",Active,ON Semiconductor,NCP1117LPST50T3G,"1",Surface Mount,"1","",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.11","Over Current, Over Temperature","60dB (120Hz)",-,DigiKey,NCP1117LPST50T3GOSCT-ND,"","","","","","","","","","",SOT-223,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - ON SEMI NCP1117.SCHLIB,ON SEMI NCP1117,"","","1.4V @ 1A","18V","","5V"
