"Access Time","Clock Frequency","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Memory Format","Memory Interface","Memory Size","Memory Type","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Technology","Type","Value","Voltage - Supply","Write Cycle Time - Word, Page"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011851,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA128T-I-ST/24AA128T-I-STCT-ND/7065547,"","","","","","","","",IC EEPROM 128K I2C 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.727000",Active,Microchip Technology,"24AA128T-I/ST",EEPROM,I²C,"128Kb (16K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",TapeAndReel,"1194",Active,"0.54",-,DigiKey,"24AA128T-I/STCT-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011853,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC32A-I-ST/24LC32A-I-ST-ND/443589,"","","","","","","","",IC EEPROM 32K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.730000",Active,Microchip Technology,"24LC32A-I/ST",EEPROM,I²C,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1195",Active,"0.40",-,DigiKey,"24LC32A-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"400ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en588406,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/47L16-E-ST/47L16-E-ST-ND/6098088,"","","","","","","","",IC EERAM 16K I2C 1MHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.750000",Active,Microchip Technology,"47L16-E/ST",EERAM,I²C,"16Kb (2K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1196",Active,"0.84",-,DigiKey,"47L16-E/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,"EEPROM, SRAM","","","2.7V ~ 3.6V","1ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011851,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC128-E-ST/24LC128-E-ST-ND/551934,"","","","","","","","",IC EEPROM 128K I2C 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.760000",Active,Microchip Technology,"24LC128-E/ST",EEPROM,I²C,"128Kb (16K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1197",Active,"0.64",-,DigiKey,"24LC128-E/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en541451,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA64F-I-ST/24AA64F-I-ST-ND/2125470,"","","","","","","","",IC EEPROM 64K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.780000",Active,Microchip Technology,"24AA64F-I/ST",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1198",Active,"0.42",-,DigiKey,"24AA64F-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en542020,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC32AF-I-ST/24LC32AF-I-ST-ND/2125474,"","","","","","","","",IC EEPROM 32K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.800000",Active,Microchip Technology,"24LC32AF-I/ST",EEPROM,I²C,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1199",Active,"0.38",-,DigiKey,"24LC32AF-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011857,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC04B-I-ST/24LC04B-I-ST-ND/362633,"","","","","","","","",IC EEPROM 4K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.823000",Active,Microchip Technology,"24LC04B-I/ST",EEPROM,I²C,"4Kb (256 x 8 x 2)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1200",Active,"0.28",-,DigiKey,"24LC04B-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011845,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC02B-I-ST/24LC02B-I-ST-ND/362024,"","","","","","","","",IC EEPROM 2K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.833000",Active,Microchip Technology,"24LC02B-I/ST",EEPROM,I²C,"2Kb (256 x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1201",Active,"0.26",-,DigiKey,"24LC02B-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"3500ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011831,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC01B-I-ST/24LC01B-I-ST-ND/318650,"","","","","","","","",IC EEPROM 1K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.853000",Active,Microchip Technology,"24LC01B-I/ST",EEPROM,I²C,"1Kb (128 x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1202",Active,"0.24",-,DigiKey,"24LC01B-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"550ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589803,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/AT24CM01-XHD-B/AT24CM01-XHD-B-ND/3913186,"","","","","","","","",IC EEPROM 1M I2C 1MHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.873000",Active,Microchip Technology,AT24CM01-XHD-B,EEPROM,I²C,"1Mb (128K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1203",Active,"1.32",-,DigiKey,AT24CM01-XHD-B-ND,"","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"550ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590134,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/AT24C512C-XHD-B/AT24C512C-XHD-B-ND/3046495,"","","","","","","","",IC EEPROM 512K I2C 1MHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.893000",Active,Microchip Technology,AT24C512C-XHD-B,EEPROM,I²C,"512Kb (64K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1204",Active,"0.88",-,DigiKey,AT24C512C-XHD-B-ND,"","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011849,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC256-E-ST/24LC256-E-ST-ND/572831,"","","","","","","","",IC EEPROM 256K I2C 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.897000",Active,Microchip Technology,"24LC256-E/ST",EEPROM,I²C,"256Kb (32K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1205",Active,"0.86",-,DigiKey,"24LC256-E/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en561707,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA256UID-I-ST/24AA256UID-I-ST-ND/4439785,"","","","","","","","",IC EEPROM 256K I2C 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.900000",Active,Microchip Technology,"24AA256UID-I/ST",EEPROM,I²C,"256Kb (32K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1206",Active,"0.86",-,DigiKey,"24AA256UID-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011843,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC64-I-ST/24LC64-I-ST-ND/443537,"","","","","","","","",IC EEPROM 64K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.917000",Active,Microchip Technology,"24LC64-I/ST",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1207",Active,"0.45",-,DigiKey,"24LC64-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"550ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589507,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/AT24C64D-XHM-B/AT24C64D-XHM-B-ND/2507879,"","","","","","","","",IC EEPROM 64K I2C 1MHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.930000",Active,Microchip Technology,AT24C64D-XHM-B,EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1208",Active,"0.32",-,DigiKey,AT24C64D-XHM-B-ND,"","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en013942,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC025-I-ST/24LC025-I-ST-ND/443659,"","","","","","","","",IC EEPROM 2K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.943000",Active,Microchip Technology,"24LC025-I/ST",EEPROM,I²C,"2Kb (256 x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1209",Active,"0.30",-,DigiKey,"24LC025-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011849,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA256-E-ST/24AA256-E-ST-ND/3871624,"","","","","","","","",IC EEPROM 256K I2C 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.947000",Active,Microchip Technology,"24AA256-E/ST",EEPROM,I²C,"256Kb (32K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1210",Active,"0.86",-,DigiKey,"24AA256-E/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en541451,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC64F-E-ST/24LC64F-E-ST-ND/2126035,"","","","","","","","",IC EEPROM 64K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.967000",Active,Microchip Technology,"24LC64F-E/ST",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1211",Active,"0.48",-,DigiKey,"24LC64F-E/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en013942,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC024-I-ST/24LC024-I-ST-ND/318657,"","","","","","","","",IC EEPROM 2K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.983000",Active,Microchip Technology,"24LC024-I/ST",EEPROM,I²C,"2Kb (256 x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1212",Active,"0.30",-,DigiKey,"24LC024-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en013942,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA024-I-ST/24AA024-I-ST-ND/458394,"","","","","","","","",IC EEPROM 2K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.987000",Active,Microchip Technology,"24AA024-I/ST",EEPROM,I²C,"2Kb (256 x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1213",Active,"0.30",-,DigiKey,"24AA024-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011857,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA04-I-ST/24AA04-I-ST-ND/362017,"","","","","","","","",IC EEPROM 4K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:05.990000",Active,Microchip Technology,"24AA04-I/ST",EEPROM,I²C,"4Kb (256 x 8 x 2)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",Tube,"1214",Active,"0.28",-,DigiKey,"24AA04-I/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011845,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC02B-ST/24LC02B-ST-ND/362632,"","","","","","","","",IC EEPROM 2K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:06.010000",Active,Microchip Technology,"24LC02B/ST",EEPROM,I²C,"2Kb (256 x 8)",Non-Volatile,"1",Surface Mount,"","8-TSSOP (0.173, 4.40mm Width)",Tube,"1215",Active,"0.26",-,DigiKey,"24LC02B/ST-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
