"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current Rating (Amps)","Current - Saturation","DC Resistance (DCR)","Description","Device Package","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Self Resonant","Height - Seated (Max)","Inductance","Inductance Frequency - Test","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Material - Core","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Q @ Freq","Ratings","Series","Shielding","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Tolerance","Type","Value"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AN4N7D00D/490-1162-1-ND/584608,"","","","","","","","","850mA","","59mOhm Max",FIXED IND 4.7NH 850MA 59 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","6GHz","0.039 (1.00mm)","4.7nH","100MHz","2020-09-06 11:05:20.380000",Active,Murata Electronics,LQW18AN4N7D00D,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1413",Active,"0.05","35 @ 250MHz","",LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-1162-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"4.7nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AN4N3D00D/490-1161-1-ND/584607,"","","","","","","","","850mA","","59mOhm Max",FIXED IND 4.3NH 850MA 59 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","6GHz","0.039 (1.00mm)","4.3nH","100MHz","2020-09-06 11:05:20.387000",Active,Murata Electronics,LQW18AN4N3D00D,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1414",Active,"0.05","35 @ 250MHz","",LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-1161-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"4.3nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AN68NJ00D/490-1178-1-ND/584623,"","","","","","","","","340mA","","380mOhm Max",FIXED IND 68NH 340MA 380 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2.2GHz","0.039 (1.00mm)","68nH","100MHz","2020-09-06 11:05:20.390000",Active,Murata Electronics,LQW18AN68NJ00D,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1415",Active,"0.05","38 @ 200MHz","",LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-1178-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"68nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AN6N8D00D/490-1165-1-ND/584610,"","","","","","","","","750mA","","82mOhm Max",FIXED IND 6.8NH 750MA 82 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","6GHz","0.039 (1.00mm)","6.8nH","100MHz","2020-09-06 11:05:20.393000",Active,Murata Electronics,LQW18AN6N8D00D,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1416",Active,"0.05","35 @ 250MHz","",LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-1165-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"6.8nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AN82NJ00D/490-6913-1-ND/3846110,"","","","","","","","","250mA","","600mOhm Max",FIXED IND 82NH 250MA 600 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2GHz","0.039 (1.00mm)","82nH","100MHz","2020-09-06 11:05:20.400000",Active,Murata Electronics,LQW18AN82NJ00D,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1417",Active,"0.05","34 @ 150MHz","",LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-6913-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"82nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AN47NJ00D/490-6895-1-ND/3846092,"","","","","","","","","380mA","","290mOhm Max",FIXED IND 47NH 380MA 290 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2.6GHz","0.039 (1.00mm)","47nH","100MHz","2020-09-06 11:05:20.403000",Active,Murata Electronics,LQW18AN47NJ00D,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1418",Active,"0.05","38 @ 200MHz","",LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-6895-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"47nH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/pm0603_series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/PM0603-39NJ-RC/M8488CT-ND/775556,"","","","","","","","","600mA","","250mOhm",FIXED IND 39NH 600MA 250MOHM SMD,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2.2GHz","0.047 (1.20mm)","39nH","250MHz","2020-09-06 11:05:20.410000",Active,Bourns Inc.,PM0603-39NJ-RC,Alumina,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1419",Active,"0.13","35 @ 250MHz","",PM0603,Unshielded,"0.065 L x 0.041 W (1.65mm x 1.05mm)",DigiKey,M8488CT-ND,"","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"39nH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/pm0603_series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/PM0603-R12J-RC/M8493CT-ND/775561,"","","","","","","","","300mA","","790mOhm",FIXED IND 120NH 300MA 790MOHM SM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","1.35GHz","0.047 (1.20mm)","120nH","150MHz","2020-09-06 11:05:20.413000",Active,Bourns Inc.,PM0603-R12J-RC,Alumina,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1420",Active,"0.13","32 @ 250MHz","",PM0603,Unshielded,"0.065 L x 0.041 W (1.65mm x 1.05mm)",DigiKey,M8493CT-ND,"","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"120nH"
=Value,Datasheet,https://katalog.we-online.com/pbs/datasheet/744761122A.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761122A/732-14046-1-ND/10210511,"","","","","","","","","700mA","","220mOhm Max",WE-KI SMT WIRE WOUND CERAMIC IND,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","3GHz","0.049 (1.25mm)","22nH","250MHz","2020-09-06 11:05:20.420000",Active,Würth Elektronik,"744761122A",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1421",Active,"0.24","38 @ 250MHz","",WE-KI,Unshielded,"0.063 L x 0.041 W (1.60mm x 1.05mm)",DigiKey,"732-14046-1-ND","","","","","","","","","","","0603",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"22nH"
=Value,Datasheet,https://katalog.we-online.com/pbs/datasheet/744761033A.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761033A/732-14047-1-ND/10210512,"","","","","","","","","700mA","","60mOhm Max",WE-KI SMT WIRE WOUND CERAMIC IND,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","5.8GHz","0.049 (1.25mm)","3.3nH","250MHz","2020-09-06 11:05:20.427000",Active,Würth Elektronik,"744761033A",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1422",Active,"0.24","22 @ 250MHz","",WE-KI,Unshielded,"0.063 L x 0.041 W (1.60mm x 1.05mm)",DigiKey,"732-14047-1-ND","","","","","","","","","","","0603",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.2nH,Wirewound,"3.3nH"
=Value,Datasheet,https://katalog.we-online.com/pbs/datasheet/744761210A.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761210A/732-14045-1-ND/10210510,"","","","","","","","","400mA","","630mOhm Max",WE-KI SMT WIRE WOUND CERAMIC IND,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","1.4GHz","0.049 (1.25mm)","100nH","150MHz","2020-09-06 11:05:20.433000",Active,Würth Elektronik,"744761210A",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1423",Active,"0.24","35 @ 150MHz","",WE-KI,Unshielded,"0.063 L x 0.041 W (1.60mm x 1.05mm)",DigiKey,"732-14045-1-ND","","","","","","","","","","","0603",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"100nH"
=Value,Datasheet,https://katalog.we-online.com/pbs/datasheet/744761018A.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761018A/732-14043-1-ND/10210508,"","","","","","","","","700mA","","50mOhm Max",WE-KI SMT WIRE WOUND CERAMIC IND,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","12.5GHz","0.049 (1.25mm)","1.8nH","250MHz","2020-09-06 11:05:20.440000",Active,Würth Elektronik,"744761018A",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1424",Active,"0.24","16 @ 250MHz","",WE-KI,Unshielded,"0.063 L x 0.041 W (1.60mm x 1.05mm)",DigiKey,"732-14043-1-ND","","","","","","","","","","","0603",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.2nH,Wirewound,"1.8nH"
=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/744761215C.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761215C/732-1769-1-ND/1994349,"","","","","","","","","280mA","","850mOhm Max",FIXED IND 150NH 280MA 850 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","990MHz","0.043 (1.10mm)","150nH","100MHz","2020-09-06 11:05:20.450000",Active,Würth Elektronik,"744761215C",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1425",Active,"0.23","30 @ 150MHz","",WE-KI,Unshielded,"0.065 L x 0.045 W (1.65mm x 1.15mm)",DigiKey,"732-1769-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"150nH"
=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/744761147C.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761147C/732-1763-1-ND/1994343,"","","","","","","","","600mA","","230mOhm Max",FIXED IND 47NH 600MA 230 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2GHz","0.043 (1.10mm)","47nH","200MHz","2020-09-06 11:05:20.463000",Active,Würth Elektronik,"744761147C",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1426",Active,"0.23","35 @ 200MHz","",WE-KI,Unshielded,"0.065 L x 0.045 W (1.65mm x 1.15mm)",DigiKey,"732-1763-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"47nH"
=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/744761120C.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761120C/732-1758-1-ND/1994338,"","","","","","","","","700mA","","120mOhm Max",FIXED IND 20NH 700MA 120 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","3.1GHz","0.043 (1.10mm)","20nH","250MHz","2020-09-06 11:05:20.473000",Active,Würth Elektronik,"744761120C",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1427",Active,"0.23","35 @ 250MHz","",WE-KI,Unshielded,"0.065 L x 0.045 W (1.65mm x 1.15mm)",DigiKey,"732-1758-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"20nH"
=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/744761124C.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761124C/732-1759-1-ND/1994339,"","","","","","","","","700mA","","140mOhm Max",FIXED IND 24NH 700MA 140 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2.65GHz","0.043 (1.10mm)","24nH","250MHz","2020-09-06 11:05:20.477000",Active,Würth Elektronik,"744761124C",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1428",Active,"0.23","35 @ 250MHz","",WE-KI,Unshielded,"0.065 L x 0.045 W (1.65mm x 1.15mm)",DigiKey,"732-1759-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"24nH"
=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/744761139C.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761139C/732-1762-1-ND/1994342,"","","","","","","","","600mA","","210mOhm Max",FIXED IND 39NH 600MA 210 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2.2GHz","0.043 (1.10mm)","39nH","250MHz","2020-09-06 11:05:20.480000",Active,Würth Elektronik,"744761139C",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1429",Active,"0.23","36 @ 250MHz","",WE-KI,Unshielded,"0.065 L x 0.045 W (1.65mm x 1.15mm)",DigiKey,"732-1762-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"39nH"
=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/744761218C.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761218C/732-1770-1-ND/1994350,"","","","","","","","","250mA","","1Ohm Max",FIXED IND 180NH 250MA 1 OHM SMD,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","990MHz","0.043 (1.10mm)","180nH","100MHz","2020-09-06 11:05:20.487000",Active,Würth Elektronik,"744761218C",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1430",Active,"0.23","25 @ 100MHz","",WE-KI,Unshielded,"0.065 L x 0.045 W (1.65mm x 1.15mm)",DigiKey,"732-1770-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"180nH"
=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/744761227C.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761227C/732-1772-1-ND/1994352,"","","","","","","","","200mA","","2.1Ohm Max",FIXED IND 270NH 200MA 2.1 OHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","822MHz","0.043 (1.10mm)","270nH","100MHz","2020-09-06 11:05:20.490000",Active,Würth Elektronik,"744761227C",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1431",Active,"0.23","25 @ 100MHz","",WE-KI,Unshielded,"0.065 L x 0.045 W (1.65mm x 1.15mm)",DigiKey,"732-1772-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"270nH"
=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/744761133C.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/744761133C/732-1760-1-ND/1994340,"","","","","","","","","600mA","","200mOhm Max",FIXED IND 33NH 600MA 200 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2.3GHz","0.043 (1.10mm)","33nH","250MHz","2020-09-06 11:05:20.493000",Active,Würth Elektronik,"744761133C",Ceramic,"1",Surface Mount,-40°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"1432",Active,"0.23","36 @ 250MHz","",WE-KI,Unshielded,"0.065 L x 0.045 W (1.65mm x 1.15mm)",DigiKey,"732-1760-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"33nH"
=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/L0603B100KPWFT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/L0603B100KPWFT/399-17789-1-ND/8601452,"","","","","","","","","200mA","","1.2Ohm",INDUCTORPOWER LINE 0603 10H 10%,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","40MHz","0.035 (0.90mm)","10µH","2.52MHz","2020-09-06 11:05:20.500000",Active,KEMET,L0603B100KPWFT,Ferrite,"1",Surface Mount,-40°C ~ 105°C,"0603 (1608 Metric)",TapeAndReel,"1433",Active,"0.14","","",L-PWF,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"399-17789-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±10%,Wirewound,"10µH"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BRC1608TR50M6  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BRC1608TR50M6/587-3221-1-ND/3479468,"","","","","","","","","1.05A","1.2A","90mOhm",FIXED IND 500NH 1.05A 90 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","710MHz","0.039 (1.00mm)","500nH","6MHz","2020-09-06 11:05:20.503000",Active,Taiyo Yuden,BRC1608TR50M6,Ferrite,"1",Surface Mount,-40°C ~ 105°C,"0603 (1608 Metric)",TapeAndReel,"1434",Active,"0.12","","","BR, C Type",Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"587-3221-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"500nH"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BRL1608T4R7M  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BRL1608T4R7M/587-2901-1-ND/2649021,"","","","","","","","","310mA","240mA","1.3Ohm Max",FIXED IND 4.7UH 310MA 1.3 OHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","150MHz","0.028 (0.70mm)","4.7µH","1MHz","2020-09-06 11:05:20.513000",Active,Taiyo Yuden,BRL1608T4R7M,Ferrite,"1",Surface Mount,-40°C ~ 105°C,"0603 (1608 Metric)",TapeAndReel,"1435",Active,"0.12","","","BR, L Type",Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"587-2901-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"4.7µH"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BRL1608T1R5M  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BRL1608T1R5M/587-2898-1-ND/2649018,"","","","","","","","","590mA","440mA","364mOhm Max",FIXED IND 1.5UH 590MA 364 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","600MHz","0.028 (0.70mm)","1.5µH","1MHz","2020-09-06 11:05:20.523000",Active,Taiyo Yuden,BRL1608T1R5M,Ferrite,"1",Surface Mount,-40°C ~ 105°C,"0603 (1608 Metric)",TapeAndReel,"1436",Active,"0.12","","","BR, L Type",Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"587-2898-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"1.5µH"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BRL1608T1R0M  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BRL1608T1R0M/587-2897-1-ND/2649017,"","","","","","","","","650mA","510mA","299mOhm Max",FIXED IND 1UH 650MA 299 MOHM SMD,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","700MHz","0.028 (0.70mm)","1µH","1MHz","2020-09-06 11:05:20.533000",Active,Taiyo Yuden,BRL1608T1R0M,Ferrite,"1",Surface Mount,-40°C ~ 105°C,"0603 (1608 Metric)",TapeAndReel,"1437",Active,"0.12","","","BR, L Type",Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"587-2897-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"1µH"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BRC1608T2R2M  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BRC1608T2R2M/587-2062-1-ND/1789009,"","","","","","","","","280mA","550mA","550mOhm",FIXED IND 2.2UH 280MA 550 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","100MHz","0.039 (1.00mm)","2.2µH","7.96MHz","2020-09-06 11:05:20.543000",Active,Taiyo Yuden,BRC1608T2R2M,Ferrite,"1",Surface Mount,-40°C ~ 105°C,"0603 (1608 Metric)",TapeAndReel,"1438",Active,"0.12","","","BR, C Type",Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"587-2062-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"2.2µH"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BRC1608T1R0M  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BRC1608T1R0M/587-2061-1-ND/1789008,"","","","","","","","","520mA","850mA","234mOhm Max",FIXED IND 1UH 520MA 234 MOHM SMD,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","140MHz","0.039 (1.00mm)","1µH","7.96MHz","2020-09-06 11:05:20.553000",Active,Taiyo Yuden,BRC1608T1R0M,Ferrite,"1",Surface Mount,-40°C ~ 105°C,"0603 (1608 Metric)",TapeAndReel,"1439",Active,"0.12","","","BR, C Type",Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"587-2061-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"1µH"
