"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","Impedance","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Polarization","Price","Ratings","Ripple Current @ High Frequency","Ripple Current @ Low Frequency","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Surface Mount Land Size","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
Automotive,"220uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1142.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-1CA221XAP/PCE4583CT-ND/1718006,"","","","","","","","",CAP ALUM 220UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.867000","",Active,"2000 Hrs @ 85°C",Panasonic Electronic Components,EEE-1CA221XAP,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"8210",Active,Polar,"0.13",AEC-Q200,"275.4mA @ 10kHz","162mA @ 120Hz",S,"0.248 Dia (6.30mm)",DigiKey,PCE4583CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","220uF","16V"
General Purpose,"47uF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/865250445007.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/865250445007/732-8316-1-ND/5728273,"","","","","","","","",CAP 47 UF 20% 25 V,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.850000","",Active,"2000 Hrs @ 85°C",Würth Elektronik,"865250445007","1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"8211",Active,Bi-Polar,"0.35","","84mA @ 100kHz","56mA @ 120Hz",WCAP-ASNP,"0.248 Dia (6.30mm)",DigiKey,"732-8316-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","25V"
Automotive,"47uF",=Value,Datasheet,http://www.chemi-con.com/upload/files/9/3/45226975052d6c71e04ba0.pdf,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVH250ADA470MF80G/565-2300-1-ND/757461,"","","","","","","","",CAP ALUM 47UF 20% 25V SMD,"Radial, Can - SMD","900mOhm @ 100kHz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.830000","",Active,"1000 Hrs @ 125°C",United Chemi-Con,EMVH250ADA470MF80G,"1",Surface Mount,-40°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"8212",Active,Polar,"0.17","","110mA @ 100kHz","102.3mA @ 120Hz",Alchip™- MVH,"0.248 Dia (6.30mm)",DigiKey,"565-2300-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","25V"
Automotive,"33uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mza,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMZA500ADA330MF80G/565-2567-1-ND/757728,"","","","","","","","",CAP ALUM 33UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","680 mOhms","2020-09-02 01:25:34.823000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,EMZA500ADA330MF80G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8213",Active,Polar,"0.18",AEC-Q200,"195mA @ 100kHz","78mA @ 120Hz",Alchip™- MZA,"0.248 Dia (6.30mm)",DigiKey,"565-2567-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","33uF","50V"
Automotive,"220uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HAA221XAP/PCE4691CT-ND/1718114,"","","","","","","","",CAP ALUM 220UF 20% 10V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.820000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HAA221XAP,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8214",Active,Polar,"0.13",AEC-Q200,"178.5mA @ 10kHz","105mA @ 120Hz",HA,"0.248 Dia (6.30mm)",DigiKey,PCE4691CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","220uF","10V"
General Purpose,"47uF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/865090545008.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/865090545008/732-8409-1-ND/5728366,"","","","","","","","",CAP 47 UF 20% 35 V,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.800000","",Active,"1000 Hrs @ 85°C",Würth Elektronik,"865090545008","1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"8215",Active,Polar,"0.28","","112.5mA @ 100kHz","75mA @ 120Hz",WCAP-ASLU,"0.248 Dia (6.30mm)",DigiKey,"732-8409-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","35V"
Automotive,"100uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0114+EEEFPV101XAP+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FPV101XAP/PCE4554CT-ND/1701053,"","","","","","","","",CAP ALUM 100UF 20% 35V SMD,"Radial, Can - SMD","160 mohm @ 100kHz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.797000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FPV101XAP,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8216",Active,Polar,"0.21",AEC-Q200,"600mA @ 100kHz","390mA @ 120Hz",FP,"0.248 Dia (6.30mm)",DigiKey,PCE4554CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","100uF","35V"
"Automotive, High Temperature Reflow","47uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0122+EEETPV470XAP+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-TPV470XAP/PCE4932CT-ND/1975656,"","","","","","","","",CAP ALUM 47UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.773000","",Active,"2000 Hrs @ 125°C",Panasonic Electronic Components,EEE-TPV470XAP,"1",Surface Mount,-40°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"8217",Active,Polar,"0.23",AEC-Q200,"197mA @ 100kHz","128.1mA @ 120Hz",TP,"0.248 Dia (6.30mm)",DigiKey,PCE4932CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","35V"
High Temperature Reflow,"47uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWZ1H470MCL1GS/493-9944-1-ND/3963241,"","","","","","","","",CAP ALUM 47UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.770000","",Active,"1000 Hrs @ 105°C",Nichicon,UWZ1H470MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8218",Active,Polar,"0.13","","94.5mA @ 10kHz","63mA @ 120Hz",UWZ,"0.248 Dia (6.30mm)",DigiKey,"493-9944-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","50V"
High Temperature Reflow,"33uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWZ1H330MCL1GS/493-9942-1-ND/3963239,"","","","","","","","",CAP ALUM 33UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.767000","",Active,"1000 Hrs @ 105°C",Nichicon,UWZ1H330MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8219",Active,Polar,"0.13","","90mA @ 10kHz","60mA @ 120Hz",UWZ,"0.248 Dia (6.30mm)",DigiKey,"493-9942-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","33uF","50V"
Automotive,"220uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HAC221XAP/PCE4698CT-ND/1718121,"","","","","","","","",CAP ALUM 220UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.743000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HAC221XAP,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8220",Active,Polar,"0.13",AEC-Q200,"178.5mA @ 10kHz","105mA @ 120Hz",HA,"0.248 Dia (6.30mm)",DigiKey,PCE4698CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","220uF","16V"
General Purpose,"56uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwd.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWD1V560MCL1GS/493-9694-1-ND/3963026,"","","","","","","","",CAP ALUM 56UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","340 mOhms","2020-09-02 01:25:34.740000","",Active,"2000 Hrs @ 105°C",Nichicon,UWD1V560MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8221",Active,"","0.27","","280mA @ 100kHz","140mA @ 120Hz",UWD,"0.248 Dia (6.30mm)",DigiKey,"493-9694-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","56uF","35V"
Automotive,"22uF",=Value,Datasheet,http://www.chemi-con.com/upload/files/9/3/45226975052d6c71e04ba0.pdf,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVH500ADA220MF80G/565-2322-1-ND/757483,"","","","","","","","",CAP ALUM 22UF 20% 50V SMD,"Radial, Can - SMD","2000mOhm @ 100kHz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.727000","",Active,"1000 Hrs @ 125°C",United Chemi-Con,EMVH500ADA220MF80G,"1",Surface Mount,-40°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"8222",Active,Polar,"0.16","","83mA @ 100kHz","77.19mA @ 120Hz",Alchip™- MVH,"0.248 Dia (6.30mm)",DigiKey,"565-2322-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","22uF","50V"
General Purpose,"100uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-ucl.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UCL1C101MCL6GS/493-3920-1-ND/2300347,"","","","","","","","",CAP ALUM 100UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","160 mOhms","2020-09-02 01:25:34.723000","",Active,"2000 Hrs @ 105°C",Nichicon,UCL1C101MCL6GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8223",Active,Polar,"0.17","","600mA @ 100kHz","300mA @ 120Hz",UCL,"0.248 Dia (6.30mm)",DigiKey,"493-3920-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","100uF","16V"
Automotive,"47uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mza,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMZA500ADA470MF80G/565-2568-1-ND/757729,"","","","","","","","",CAP ALUM 47UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","680 mOhms","2020-09-02 01:25:34.703000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,EMZA500ADA470MF80G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8224",Active,Polar,"0.17",AEC-Q200,"195mA @ 100kHz","78mA @ 120Hz",Alchip™- MZA,"0.248 Dia (6.30mm)",DigiKey,"565-2568-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","50V"
Automotive,"47uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1154.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HBH470YAP/PCE4800CT-ND/1718223,"","","","","","","","",CAP ALUM 47UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.700000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HBH470YAP,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8225",Active,Polar,"0.17",AEC-Q200,"107.1mA @ 10kHz","63mA @ 120Hz",HB,"0.248 Dia (6.30mm)",DigiKey,PCE4800CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","50V"
General Purpose,"100uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/MVE%20Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVE350ADA101MF80G/565-2234-1-ND/757395,"","","","","","","","",CAP ALUM 100UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.693000","",Active,"1000 Hrs @ 105°C",United Chemi-Con,EMVE350ADA101MF80G,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8226",Active,Polar,"0.17","","","100mA @ 120Hz",Alchip™- MVE,"0.248 Dia (6.30mm)",DigiKey,"565-2234-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","100uF","35V"
Automotive,"220uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0114+EEEFPC221XAP+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FPC221XAP/PCE4537CT-ND/1701036,"","","","","","","","",CAP ALUM 220UF 20% 16V SMD,"Radial, Can - SMD","160 mohm @ 100kHz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.690000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FPC221XAP,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8227",Active,Polar,"0.18",AEC-Q200,"600mA @ 100kHz","390mA @ 120Hz",FP,"0.248 Dia (6.30mm)",DigiKey,PCE4537CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","220uF","16V"
General Purpose,"100uF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/865080445010.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/865080445010/732-8438-1-ND/5728395,"","","","","","","","",CAP 100 UF 20% 25 V,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","380 mOhms","2020-09-02 01:25:34.687000","",Active,"2000 Hrs @ 105°C",Würth Elektronik,"865080445010","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8228",Active,Polar,"0.18","","290mA @ 100kHz","188.5mA @ 120Hz",WCAP-ASLI,"0.248 Dia (6.30mm)",DigiKey,"732-8438-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","100uF","25V"
Automotive,"220uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mza,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMZA160ADA221MF80G/565-2540-1-ND/757701,"","","","","","","","",CAP ALUM 220UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","340 mOhms","2020-09-02 01:25:34.683000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,EMZA160ADA221MF80G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8229",Active,Polar,"0.19",AEC-Q200,"280mA @ 100kHz","140mA @ 120Hz",Alchip™- MZA,"0.248 Dia (6.30mm)",DigiKey,"565-2540-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","220uF","16V"
General Purpose,"220uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-ucl.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UCL1C221MCL1GS/493-3922-1-ND/2300349,"","","","","","","","",CAP ALUM 220UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","160 mOhms","2020-09-02 01:25:34.680000","",Active,"2000 Hrs @ 105°C",Nichicon,UCL1C221MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8230",Active,Polar,"0.19","","600mA @ 100kHz","300mA @ 120Hz",UCL,"0.248 Dia (6.30mm)",DigiKey,"493-3922-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","220uF","16V"
General Purpose,"33uF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/865080645010.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/865080645010/732-8455-1-ND/5728412,"","","","","","","","",CAP 33 UF 20% 50 V,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","710 mOhms","2020-09-02 01:25:34.677000","",Active,"2000 Hrs @ 105°C",Würth Elektronik,"865080645010","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8231",Active,Polar,"0.20","","190mA @ 100kHz","123.5mA @ 120Hz",WCAP-ASLI,"0.248 Dia (6.30mm)",DigiKey,"732-8455-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","33uF","50V"
Automotive,"220uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0114+EEEFPA221XAP+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FPA221XAP/PCE4524CT-ND/1701023,"","","","","","","","",CAP ALUM 220UF 20% 10V SMD,"Radial, Can - SMD","160 mohm @ 100kHz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.673000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FPA221XAP,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8232",Active,Polar,"0.20",AEC-Q200,"600mA @ 100kHz","390mA @ 120Hz",FP,"0.248 Dia (6.30mm)",DigiKey,PCE4524CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","220uF","10V"
Automotive,"330uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0114+EEEFPJ331XAP+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FPJ331XAP/PCE4517CT-ND/1701016,"","","","","","","","",CAP ALUM 330UF 20% 6.3V SMD,"Radial, Can - SMD","160 mohm @ 100kHz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.657000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FPJ331XAP,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8233",Active,Polar,"0.20",AEC-Q200,"600mA @ 100kHz","390mA @ 120Hz",FP,"0.248 Dia (6.30mm)",DigiKey,PCE4517CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","330uF","6.3V"
Automotive,"100uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0114+EEEFPC101XAP+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FPC101XAP/PCE4534CT-ND/1701033,"","","","","","","","",CAP ALUM 100UF 20% 16V SMD,"Radial, Can - SMD","160 mohm @ 100kHz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H7.7MM.PCBLIB,"","",CAP ALSMD 6.6MM H7.7MM,"","","0.303 (7.70mm)","","2020-09-02 01:25:34.653000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FPC101XAP,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"8234",Active,Polar,"0.20",AEC-Q200,"600mA @ 100kHz","390mA @ 120Hz",FP,"0.248 Dia (6.30mm)",DigiKey,PCE4534CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","100uF","16V"
