"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
Boardflex Sensitive,"22uF",=Value,Datasheet,http://datasheets.avx.com/FlexitermMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/22203C226KAZ2A/478-12892-1-ND/9949436,"","","","","","","","",CAP CER 22UF 25V X7R 2220,"2220 (5750 Metric)","",Soft Termination,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.347000","","",Active,AVX Corporation,"22203C226KAZ2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.56","",FLEXITERM®,"0.225 L x 0.197 W (5.72mm x 5.00mm)",DigiKey,"478-12892-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.090 (2.28mm)",±10%,"","22uF","25V"
Boardflex Sensitive,"2.2uF",=Value,Datasheet,http://datasheets.avx.com/FlexitermMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/22205C225KAZ2A/478-12893-1-ND/9949430,"","","","","","","","",CAP CER 2.2UF 50V X7R 2220,"2220 (5750 Metric)","",Soft Termination,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.343000","","",Active,AVX Corporation,"22205C225KAZ2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.55","",FLEXITERM®,"0.225 L x 0.197 W (5.72mm x 5.00mm)",DigiKey,"478-12893-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.090 (2.28mm)",±10%,"","2.2uF","50V"
General Purpose,"4.7uF",=Value,Datasheet,http://datasheets.avx.com/X7RDielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/22205C475KAT2A/478-13085-1-ND/9948603,"","","","","","","","",CAP CER 4.7UF 50V X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.323000","","",Active,AVX Corporation,"22205C475KAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.60","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-13085-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.090 (2.29mm)",±10%,"","4.7uF","50V"
General Purpose,"22uF",=Value,Datasheet,http://datasheets.avx.com/X7RDielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/22203C226KAT2A/478-12009-1-ND/8573645,"","","","","","","","",CAP CER 22UF 25V X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.303000","","",Active,AVX Corporation,"22203C226KAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.60","",-,"0.225 L x 0.197 W (5.72mm x 5.00mm)",DigiKey,"478-12009-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.090 (2.28mm)",±10%,"","22uF","25V"
General Purpose,"68uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750X5R1A686M230KA/445-1451-1-ND/569117,"","","","","","","","",CAP CER 68UF 10V X5R 2220,"2220 (5750 Metric)","",Low ESL,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.287000","","",Active,TDK Corporation,C5750X5R1A686M230KA,"1","Surface Mount, MLCC",-55°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.32","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-1451-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.098 (2.50mm)",±20%,"","68uF","10V"
Automotive,"0.68uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9M4X7T2W684M200KA/445-13161-1-ND/3954827,"","","","","","","","",CAP CER 0.68UF 450V X7T 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.263000","","",Active,TDK Corporation,CGA9M4X7T2W684M200KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.50",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-13161-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.087 (2.20mm)",±20%,"","0.68uF","450V"
Boardflex Sensitive,"4700pF",=Value,Datasheet,http://www.vishay.com/docs/45198/vjomd.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ2220A472KBEAT4X/720-1096-1-ND/1560524,"","","","","","","","",CAP CER 4700PF 500V C0G/NP0 2220,"2220 (5750 Metric)","","Soft Termination, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.247000","","",Active,Vishay Vitramon,VJ2220A472KBEAT4X,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.38","",VJ OMD,"0.226 L x 0.200 W (5.74mm x 5.08mm)",DigiKey,"720-1096-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.086 (2.18mm)",±10%,"","4700pF","500V"
"Automotive, Boardflex Sensitive","10uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9N3X7S2A106M230KE/445-7995-1-ND/2782563,"","","","","","","","",CAP CER 10UF 100V X7S 2220,"2220 (5750 Metric)","",Soft Termination,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.227000","","",Active,TDK Corporation,CGA9N3X7S2A106M230KE,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.52",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-7995-1-ND","","","","","","","","","","",,capacitors\capacitor,X7S,"0.091 (2.30mm)",±20%,"","10uF","100V"
General Purpose,"100pF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/2dbfc8bc-e2b3-4b4d-afb1-43b011b9ebe0/High-Std-Voltage.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-syfer/2220J2K00101JCT/1608-1455-1-ND/7794252,"","","","","","","","",CAP CER 100PF 2KV C0G/NP0 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.207000","","",Active,Knowles Syfer,"2220J2K00101JCT","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.70","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"1608-1455-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0 (1B)","0.098 (2.50mm)",±5%,"","100pF","2000V (2kV)"
Safety,"10000pF",=Value,Datasheet,http://www.vishay.com/docs/45020/vjsafetycapsx7r.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ2220Y103KXUSTX2/720-1586-1-ND/6219505,"","","","","","","","",CAP CER 10000PF 250VAC X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.173000","","",Active,Vishay Vitramon,VJ2220Y103KXUSTX2,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.80",X2,VJ,"0.220 L x 0.200 W (5.59mm x 5.08mm)",DigiKey,"720-1586-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.086 (2.18mm)",±10%,"","10000pF","250VAC"
General Purpose,"0.15uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750CH2A154J230KA/445-15503-1-ND/4278676,"","","","","","","","",CAP CER 0.15UF 100V CH 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.157000","","",Active,TDK Corporation,C5750CH2A154J230KA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.92","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-15503-1-ND","","","","","","","","","","",,capacitors\capacitor,CH,"0.098 (2.50mm)",±5%,"","0.15uF","100V"
General Purpose,"3.3uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750JB2A335M230KA/445-11991-1-ND/3953657,"","","","","","","","",CAP CER 3.3UF 100V JB 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.153000","","",Active,TDK Corporation,C5750JB2A335M230KA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.96","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-11991-1-ND","","","","","","","","","","",,capacitors\capacitor,JB,"0.098 (2.50mm)",±20%,"","3.3uF","100V"
General Purpose,"4.7uF",=Value,Datasheet,https://product.tdk.com/info/en/documents/chara_sheet/C5750JB2A475M230KA.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750JB2A475M230KA/445-11993-1-ND/3953659,"","","","","","","","",CAP CER 4.7UF 100V JB 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.133000","","",Active,TDK Corporation,C5750JB2A475M230KA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.96","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-11993-1-ND","","","","","","","","","","",,capacitors\capacitor,JB,"0.098 (2.50mm)",±20%,"","4.7uF","100V"
Automotive,"3.3uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9N2X7R2A335M230KA/445-13140-1-ND/3954806,"","","","","","","","",CAP CER 3.3UF 100V X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.113000","","",Active,TDK Corporation,CGA9N2X7R2A335M230KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.96",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-13140-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.098 (2.50mm)",±20%,"","3.3uF","100V"
General Purpose,"6.8uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750X7S2A685K200KB/445-13409-1-ND/3955075,"","","","","","","","",CAP CER 6.8UF 100V X7S 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.110000","","",Active,TDK Corporation,C5750X7S2A685K200KB,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.96","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-13409-1-ND","","","","","","","","","","",,capacitors\capacitor,X7S,"0.087 (2.20mm)",±10%,"","6.8uF","100V"
General Purpose,"3.3uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750JB2A335K230KA/445-11990-1-ND/3953656,"","","","","","","","",CAP CER 3.3UF 100V JB 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.093000","","",Active,TDK Corporation,C5750JB2A335K230KA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.96","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-11990-1-ND","","","","","","","","","","",,capacitors\capacitor,JB,"0.098 (2.50mm)",±10%,"","3.3uF","100V"
General Purpose,"0.15uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750C0G2A154J230KA/445-15497-1-ND/4278670,"","","","","","","","",CAP CER 0.15UF 100V C0G 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.073000","","",Active,TDK Corporation,C5750C0G2A154J230KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.01","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-15497-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.098 (2.50mm)",±5%,"","0.15uF","100V"
General Purpose,"10000pF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/2220J1K00103JGT.pdf,DigiKey Link,http://digikey.com/product-detail/en/knowles-syfer/2220J1K00103JGT/1608-1352-1-ND/7616432,"","","","","","","","",CAP CER 10000PF 630V C0GNP0 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.060000","","",Active,Knowles Syfer,"2220J1K00103JGT","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.05","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"1608-1352-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0 (1B)","0.098 (2.50mm)",±5%,"","10000pF","1000V (1kV)"
General Purpose,"4.7uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750JB2A475K230KA/445-11992-1-ND/3953658,"","","","","","","","",CAP CER 4.7UF 100V JB 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.047000","","",Active,TDK Corporation,C5750JB2A475K230KA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.06","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-11992-1-ND","","","","","","","","","","",,capacitors\capacitor,JB,"0.098 (2.50mm)",±10%,"","4.7uF","100V"
Automotive,"6.8uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9M3X7S2A685M200KB/445-13154-1-ND/3954820,"","","","","","","","",CAP CER 6.8UF 100V X7S 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.040000","","",Active,TDK Corporation,CGA9M3X7S2A685M200KB,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.06",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-13154-1-ND","","","","","","","","","","",,capacitors\capacitor,X7S,"0.087 (2.20mm)",±20%,"","6.8uF","100V"
General Purpose,"10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C103KGRAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C103KGRAC7800/399-15232-1-ND/7382781,"","","","","","","","",CAP CER 10000PF 2KV X7R 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.020000","","",Active,KEMET,C2220C103KGRAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.09","",SMD Comm X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-15232-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","10000pF","2000V (2kV)"
General Purpose,"0.022uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C223KGRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C223KGRACTU/399-10492-1-ND/4172961,"","","","","","","","",CAP CER 0.022UF 2KV X7R 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.017000","","",Active,KEMET,C2220C223KGRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.95","",SMD Comm X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-10492-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","0.022uF","2000V (2kV)"
"Automotive, Bypass, Decoupling","10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C103KGRACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C103KGRACAUTO/399-16806-1-ND/8110172,"","","","","","","","",CAP CER 2220 10NF 2000V X7R 10%,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:20.013000","","",Active,KEMET,C2220C103KGRACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.05",AEC-Q200,SMD Auto X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-16806-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","10000pF","2000V (2kV)"
Safety,"0.047uF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GA355ER7GB473KW01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GA355ER7GB473KW01L/490-11146-1-ND/5332986,"","","","","","","","",CAP CER 0.047UF 250VAC X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:19.990000","","",Active,Murata Electronics,GA355ER7GB473KW01L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.13",X2,GA3,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"490-11146-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.098 (2.50mm)",±10%,"","0.047uF","250VAC"
Safety,"0.033uF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GA355ER7GB333KW01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GA355ER7GB333KW01L/490-5919-1-ND/3721276,"","","","","","","","",CAP CER 0.033UF 250VAC X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:19.987000","","",Active,Murata Electronics,GA355ER7GB333KW01L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.45",X2,GA3,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"490-5919-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.098 (2.50mm)",±10%,"","0.033uF","250VAC"
General Purpose,"0.082uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C823KFRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C823KFRACTU/399-10494-1-ND/4172965,"","","","","","","","",CAP CER 0.082UF 1.5KV X7R 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:19.967000","","",Active,KEMET,C2220C823KFRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.49","",SMD Comm X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-10494-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","0.082uF","1500V (1.5kV)"
Boardflex Sensitive,"0.27uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Kemet%20PDFs/CAN21X274KARACTU_Spec.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CAN21X274KARAC7800/399-20616-1-ND/9962494,"","","","","","","","",CAP CER 2220 270NF 250VAC X7R,"2220 (5750 Metric)","",Soft Termination,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:19.963000","","",Active,KEMET,CAN21X274KARAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.91","",CAN SMD Indust X7R,"0.232 L x 0.197 W (5.90mm x 5.00mm)",DigiKey,"399-20616-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","0.27uF","250VAC"
General Purpose,"0.22uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750JB2J224M230KA/445-12007-1-ND/3953673,"","","","","","","","",CAP CER 0.22UF 630V JB 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:19.957000","","",Active,TDK Corporation,C5750JB2J224M230KA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.43","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-12007-1-ND","","","","","","","","","","",,capacitors\capacitor,JB,"0.098 (2.50mm)",±20%,"","0.22uF","630V"
Automotive,"0.22uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9N4X7R2J224M230KA/445-13147-1-ND/3954813,"","","","","","","","",CAP CER 0.22UF 630V X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:19.953000","","",Active,TDK Corporation,CGA9N4X7R2J224M230KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.49",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-13147-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.098 (2.50mm)",±20%,"","0.22uF","630V"
General Purpose,"1uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750JB2E105K230KA/445-11996-1-ND/3953662,"","","","","","","","",CAP CER 1UF 250V JB 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:19.933000","","",Active,TDK Corporation,C5750JB2E105K230KA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.61","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-11996-1-ND","","","","","","","","","","",,capacitors\capacitor,JB,"0.098 (2.50mm)",±10%,"","1uF","250V"
Automotive,"0.68uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9N3X7R2E684K230KA/445-7943-1-ND/2781447,"","","","","","","","",CAP CER 0.68UF 250V X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:19.930000","","",Active,TDK Corporation,CGA9N3X7R2E684K230KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.71",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-7943-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.091 (2.30mm)",±10%,"","0.68uF","250V"
Automotive,"0.68uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9N3X7R2E684M230KA/445-13144-1-ND/3954810,"","","","","","","","",CAP CER 0.68UF 250V X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:19.927000","","",Active,TDK Corporation,CGA9N3X7R2E684M230KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.71",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-13144-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.098 (2.50mm)",±20%,"","0.68uF","250V"
General Purpose,"5600pF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/2220J1K00562JGT.pdf,DigiKey Link,http://digikey.com/product-detail/en/knowles-syfer/2220J1K00562JGT/1608-1351-1-ND/7616431,"","","","","","","","",CAP CER 5600PF 1KV C0G/NP0 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:19.907000","","",Active,Knowles Syfer,"2220J1K00562JGT","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.86","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"1608-1351-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0 (1B)","0.098 (2.50mm)",±5%,"","5600pF","1000V (1kV)"
