"Absolute Pull Range (APR)","Base Resonator","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Supply (Max)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency","Frequency Stability","Function","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Output","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Spread Spectrum Bandwidth","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value","Voltage - Supply"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-60.000MHZ-LC-T/535-11739-1-ND/2809970,"","","","","","","","","16mA",MEMS OSC XO 60.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","60MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.563000",Active,Abracon LLC,ASDMB-60.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"63",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11739-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"60MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-30.000MHZ-LC-T/535-11733-1-ND/2809952,"","","","","","","","","16mA",MEMS OSC XO 30.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","30MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.557000",Active,Abracon LLC,ASDMB-30.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"64",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11733-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"30MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-50.000MHZ-EC-T/535-12143-1-ND/4199768,"","","","","","","","","16mA",MEMS OSC XO 50.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","50MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.553000",Active,Abracon LLC,ASDMB-50.000MHZ-EC-T,"1",Surface Mount,-20°C ~ 70°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"65",Active,"1.35","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-12143-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"50MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-24.000MHZ-LC-T/535-11728-1-ND/2809937,"","","","","","","","","16mA",MEMS OSC XO 24.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","24MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.550000",Active,Abracon LLC,ASDMB-24.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"66",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11728-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"24MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-25.000MHZ-LR-T/535-12145-1-ND/4199769,"","","","","","","","","16mA",MEMS OSC XO 25.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","25MHz",±25ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.547000",Active,Abracon LLC,ASDMB-25.000MHZ-LR-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"67",Active,"0.99","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-12145-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"25MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-26.000MHZ-LY-T/535-11189-1-ND/2624286,"","","","","","","","","16mA",MEMS OSC XO 26.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","26MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.540000",Active,Abracon LLC,ASDMB-26.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"68",Active,"1.12","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11189-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"26MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-50.000MHZ-LC-T/535-11738-1-ND/2809967,"","","","","","","","","16mA",MEMS OSC XO 50.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","50MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.537000",Active,Abracon LLC,ASDMB-50.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"69",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11738-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"50MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-12.000MHZ-LC-T/535-11724-1-ND/2809925,"","","","","","","","","16mA",MEMS OSC XO 12.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","12MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.533000",Active,Abracon LLC,ASDMB-12.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"70",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11724-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"12MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-20.000MHZ-LC-T/535-11727-1-ND/2809934,"","","","","","","","","16mA",MEMS OSC XO 20.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","20MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.530000",Active,Abracon LLC,ASDMB-20.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"71",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11727-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"20MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-27.000MHZ-LC-T/535-11731-1-ND/2809946,"","","","","","","","","16mA",MEMS OSC XO 27.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","27MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.527000",Active,Abracon LLC,ASDMB-27.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"72",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11731-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"27MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-48.000MHZ-LC-T/535-11737-1-ND/2809964,"","","","","","","","","16mA",MEMS OSC XO 48.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","48MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.520000",Active,Abracon LLC,ASDMB-48.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"73",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11737-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"48MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-16.000MHZ-LC-T/535-11726-1-ND/2809931,"","","","","","","","","16mA",MEMS OSC XO 16.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","16MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.517000",Active,Abracon LLC,ASDMB-16.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"74",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11726-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"16MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-8.000MHZ-LC-T/535-11740-1-ND/2809973,"","","","","","","","","16mA",MEMS OSC XO 8.0000MHZ LVCMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","8MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.513000",Active,Abracon LLC,ASDMB-8.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"75",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11740-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"8MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-33.333MHZ-LC-T/535-13157-1-ND/5482469,"","","","","","","","","16mA",MEMS OSC XO 33.3330MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","33.333MHz","",Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.493000",Active,Abracon LLC,ASDMB-33.333MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"76",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-13157-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"33.333MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-4.000MHZ-LC-T/535-11736-1-ND/2809961,"","","","","","","","","16mA",MEMS OSC XO 4.0000MHZ LVCMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","4MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.487000",Active,Abracon LLC,ASDMB-4.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"77",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11736-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"4MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-25.000MHZ-LC-T/535-11730-1-ND/2809943,"","","","","","","","","16mA",MEMS OSC XO 25.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","25MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.483000",Active,Abracon LLC,ASDMB-25.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"78",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11730-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"25MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-1.8432MHZ-LC-T/535-11722-1-ND/2809919,"","","","","","","","","16mA",MEMS OSC XO 1.8432MHZ LVCMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","1.8432MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.480000",Active,Abracon LLC,ASDMB-1.8432MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"79",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11722-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"1.8432MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-3.6864MHZ-LC-T/535-11732-1-ND/2809949,"","","","","","","","","16mA",MEMS OSC XO 3.6864MHZ LVCMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","3.6864MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.477000",Active,Abracon LLC,ASDMB-3.6864MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"80",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11732-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"3.6864MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-14.7456MHZ-LC-T/535-11725-1-ND/2809928,"","","","","","","","","16mA",MEMS OSC XO 14.7456MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","14.7456MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.473000",Active,Abracon LLC,ASDMB-14.7456MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"81",Active,"1.25","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11725-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"14.7456MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-26.000MHZ-EC-T/535-12141-1-ND/4199766,"","","","","","","","","16mA",MEMS OSC XO 26.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","26MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.470000",Active,Abracon LLC,ASDMB-26.000MHZ-EC-T,"1",Surface Mount,-20°C ~ 70°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"82",Active,"1.35","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-12141-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"26MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-25.000MHZ-EC-T/535-12140-1-ND/4199765,"","","","","","","","","16mA",MEMS OSC XO 25.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","25MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.453000",Active,Abracon LLC,ASDMB-25.000MHZ-EC-T,"1",Surface Mount,-20°C ~ 70°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"83",Active,"0.95","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-12140-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"25MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-33.333MHZ-XY-T/535-11143-1-ND/2624301,"","","","","","","","","16mA",MEMS OSC XO 33.3330MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","33.333MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.433000",Active,Abracon LLC,ASDMB-33.333MHZ-XY-T,"1",Surface Mount,-40°C ~ 105°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"84",Active,"1.96","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11143-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"33.333MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-25.000MHZ-LY-T/535-11188-1-ND/2624284,"","","","","","","","","16mA",MEMS OSC XO 25.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","25MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.430000",Active,Abracon LLC,ASDMB-25.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"85",Active,"1.87","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11188-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"25MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-19.200MHZ-LY-T/535-11184-1-ND/2624276,"","","","","","","","","16mA",MEMS OSC XO 19.2000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","19.2MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.407000",Active,Abracon LLC,ASDMB-19.200MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"86",Active,"1.87","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11184-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"19.2MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-33.333MHZ-LY-T/535-11196-1-ND/2624300,"","","","","","","","","16mA",MEMS OSC XO 33.3330MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","33.333MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.400000",Active,Abracon LLC,ASDMB-33.333MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"87",Active,"1.87","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11196-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"33.333MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-8.000MHZ-LY-T/535-11177-1-ND/2624316,"","","","","","","","","16mA",MEMS OSC XO 8.0000MHZ LVCMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","8MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.397000",Active,Abracon LLC,ASDMB-8.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"88",Active,"1.87","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11177-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"8MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASDMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASDMB-27.000MHZ-LY-T/535-11190-1-ND/2624288,"","","","","","","","","16mA",MEMS OSC XO 27.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASDMB.PCBLIB,"","",ABRACON ASDMB,"","","27MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:49.393000",Active,Abracon LLC,ASDMB-27.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"89",Active,"1.87","","ASDMB, Pure Silicon™","0.098 L x 0.079 W (2.50mm x 2.00mm)","",DigiKey,"535-11190-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASDMB.SCHLIB,ABRACON MEMS ASDMB,XO (Standard),"27MHz","1.8V ~ 3.3V"
