"Absolute Pull Range (APR)","Base Resonator","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Supply (Max)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency","Frequency Stability","Function","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Output","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Spread Spectrum Bandwidth","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value","Voltage - Supply"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-12.000MHZ-LC-T/535-11744-1-ND/2809985,"","","","","","","","","16mA",MEMS OSC XO 12.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","12MHz",±50ppm,Enable/Disable,"0.035 (0.90mm)","2020-09-02 01:21:51.807000",Active,Abracon LLC,ASEMB-12.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"199",Active,"0.96","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11744-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"12MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-25.000MHZ-LC-T/535-11750-1-ND/2810003,"","","","","","","","","16mA",MEMS OSC XO 25.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","25MHz",±50ppm,Enable/Disable,"0.035 (0.90mm)","2020-09-02 01:21:51.803000",Active,Abracon LLC,ASEMB-25.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"200",Active,"1.25","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11750-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"25MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-24.000MHZ-LC-T/535-11748-1-ND/2809997,"","","","","","","","","16mA",MEMS OSC XO 24.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","24MHz",±50ppm,Enable/Disable,"0.035 (0.90mm)","2020-09-02 01:21:51.800000",Active,Abracon LLC,ASEMB-24.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"201",Active,"1.25","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11748-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"24MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-20.000MHZ-LC-T/535-11747-1-ND/2809994,"","","","","","","","","16mA",MEMS OSC XO 20.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","20MHz",±50ppm,Enable/Disable,"0.035 (0.90mm)","2020-09-02 01:21:51.797000",Active,Abracon LLC,ASEMB-20.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"202",Active,"1.25","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11747-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"20MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-14.7456MHZ-LC-T/535-11745-1-ND/2809988,"","","","","","","","","16mA",MEMS OSC XO 14.7456MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","14.7456MHz",±50ppm,Enable/Disable,"0.035 (0.90mm)","2020-09-02 01:21:51.773000",Active,Abracon LLC,ASEMB-14.7456MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"203",Active,"1.25","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11745-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"14.7456MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-33.000MHZ-LC-T/535-11755-1-ND/2810018,"","","","","","","","","16mA",MEMS OSC XO 33.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","33MHz",±50ppm,Enable/Disable,"0.035 (0.90mm)","2020-09-02 01:21:51.770000",Active,Abracon LLC,ASEMB-33.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"204",Active,"1.25","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11755-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"33MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-27.000MHZ-LC-T/535-11751-1-ND/2810006,"","","","","","","","","16mA",MEMS OSC XO 27.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","27MHz",±50ppm,Enable/Disable,"0.035 (0.90mm)","2020-09-02 01:21:51.767000",Active,Abracon LLC,ASEMB-27.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"205",Active,"1.25","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11751-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"27MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-26.000MHZ-LC-T/535-13423-1-ND/5980100,"","","","","","","","","16mA",MEMS OSC XO 26.0000MHZ LVCMOS,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","26MHz",±50ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.763000",Active,Abracon LLC,ASEMB-26.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,LVCMOS,"4-SMD, No Lead",TapeAndReel,"206",Active,"1.25","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-13423-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"26MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-26.000MHZ-LY-T/535-11094-1-ND/2624350,"","","","","","","","","16mA",MEMS OSC XO 26.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","26MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.760000",Active,Abracon LLC,ASEMB-26.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"207",Active,"1.56","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11094-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"26MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-25.000MHZ-LY-T/535-11093-1-ND/2624348,"","","","","","","","","16mA",MEMS OSC XO 25.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","25MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.753000",Active,Abracon LLC,ASEMB-25.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"208",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11093-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"25MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-24.000MHZ-LY-T/535-11091-1-ND/2624344,"","","","","","","","","16mA",MEMS OSC XO 24.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","24MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.750000",Active,Abracon LLC,ASEMB-24.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"209",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11091-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"24MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-12.000MHZ-LY-T/535-11108-1-ND/2624326,"","","","","","","","","16mA",MEMS OSC XO 12.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","12MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.747000",Active,Abracon LLC,ASEMB-12.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"210",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11108-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"12MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-50.000MHZ-LY-T/535-11103-1-ND/2624372,"","","","","","","","","16mA",MEMS OSC XO 50.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","50MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.743000",Active,Abracon LLC,ASEMB-50.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"211",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11103-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"50MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-12.000MHZ-XY-T/535-11140-1-ND/2624327,"","","","","","","","","16mA",MEMS OSC XO 12.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","12MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.740000",Active,Abracon LLC,ASEMB-12.000MHZ-XY-T,"1",Surface Mount,-40°C ~ 105°C,CMOS,"4-SMD, No Lead",TapeAndReel,"212",Active,"1.73","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11140-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"12MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-25.000MHZ-XY-T/535-11125-1-ND/2624349,"","","","","","","","","16mA",MEMS OSC XO 25.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","25MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.733000",Active,Abracon LLC,ASEMB-25.000MHZ-XY-T,"1",Surface Mount,-40°C ~ 105°C,CMOS,"4-SMD, No Lead",TapeAndReel,"213",Active,"1.73","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11125-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"25MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-50.000MHZ-XY-T/535-11135-1-ND/2624373,"","","","","","","","","16mA",MEMS OSC XO 50.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","50MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.730000",Active,Abracon LLC,ASEMB-50.000MHZ-XY-T,"1",Surface Mount,-40°C ~ 105°C,CMOS,"4-SMD, No Lead",TapeAndReel,"214",Active,"1.73","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11135-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"50MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-100.000MHZ-LY-T/535-11083-1-ND/2624322,"","","","","","","","","16mA",MEMS OSC XO 100.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","100MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.727000",Active,Abracon LLC,ASEMB-100.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"215",Active,"1.94","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11083-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"100MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-16.000MHZ-LY-T/535-11458-1-ND/2679528,"","","","","","","","","16mA",MEMS OSC XO 16.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","16MHz",±10ppm,Enable/Disable,"0.035 (0.90mm)","2020-09-02 01:21:51.707000",Active,Abracon LLC,ASEMB-16.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"216",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11458-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"16MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-32.000MHZ-LY-T/535-11099-1-ND/2624360,"","","","","","","","","16mA",MEMS OSC XO 32.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","32MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.703000",Active,Abracon LLC,ASEMB-32.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"217",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11099-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"32MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-33.333MHZ-LY-T/535-11079-1-ND/2624364,"","","","","","","","","16mA",MEMS OSC XO 33.3330MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","33.333MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.700000",Active,Abracon LLC,ASEMB-33.333MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"218",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11079-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"33.333MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-14.7456MHZ-LY-T/535-11087-1-ND/2624334,"","","","","","","","","16mA",MEMS OSC XO 14.7456MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","14.7456MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.697000",Active,Abracon LLC,ASEMB-14.7456MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"219",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11087-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"14.7456MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-30.000MHZ-LY-T/535-11098-1-ND/2624358,"","","","","","","","","16mA",MEMS OSC XO 30.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","30MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.693000",Active,Abracon LLC,ASEMB-30.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"220",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11098-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"30MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-18.432MHZ-LY-T/535-11088-1-ND/2624338,"","","","","","","","","16mA",MEMS OSC XO 18.4320MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","18.432MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.673000",Active,Abracon LLC,ASEMB-18.432MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"221",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11088-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"18.432MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-10.000MHZ-LY-T/535-11107-1-ND/2624320,"","","","","","","","","16mA",MEMS OSC XO 10.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","10MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.670000",Active,Abracon LLC,ASEMB-10.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"222",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11107-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"10MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-4.000MHZ-LY-T/535-11101-1-ND/2624366,"","","","","","","","","16mA",MEMS OSC XO 4.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","4MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.660000",Active,Abracon LLC,ASEMB-4.000MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"223",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11101-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"4MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-29.4912MHZ-LY-T/535-11096-1-ND/2624354,"","","","","","","","","16mA",MEMS OSC XO 29.4912MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","29.4912MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.643000",Active,Abracon LLC,ASEMB-29.4912MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"224",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11096-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"29.4912MHz","1.8V ~ 3.3V"
"",MEMS,=Value,Datasheet,https://abracon.com/Oscillators/ASEMB.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASEMB-19.200MHZ-LY-T/535-11089-1-ND/2624340,"","","","","","","","","16mA",MEMS OSC XO 19.2000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASEMB.PCBLIB,"","",ABRACON ASEMB,"","","19.2MHz",±10ppm,Standby (Power Down),"0.035 (0.90mm)","2020-09-02 01:21:51.623000",Active,Abracon LLC,ASEMB-19.200MHZ-LY-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"225",Active,"1.67","","ASEMB, Pure Silicon™","0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-11089-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON MEMS ASEMB.SCHLIB,ABRACON MEMS ASEMB,XO (Standard),"19.2MHz","1.8V ~ 3.3V"
