"Approval Agency","Approvals","Breaking Capacity @ Rated Voltage","Color","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current Rating (Amps)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Fuse Type","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Melting I²t","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Response Time","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value","Voltage Rating - AC","Voltage Rating - DC"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF00630P100/MFU1206.63CT-ND/1206558,"","","","","","","","","630mA",FUSE BOARD MNT 630MA 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.047000",Active,Vishay Beyschlag,MFU1206FF00630P100,"0.0014","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.40",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU1206.63CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF01500P100/MFU12061.50CT-ND/1206563,"","","","","","","","","1.5A",FUSE BOARD MOUNT 1.5A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.050000",Active,Vishay Beyschlag,MFU1206FF01500P100,"0.0059","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12061.50CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF05000P100/MFU12065.00CT-ND/1206572,"","","","","","","","","5A",FUSE BOARD MOUNT 5A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.053000",Active,Vishay Beyschlag,MFU1206FF05000P100,"0.2275","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12065.00CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"IEC, UL","IEC, UL","50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF01600P100/MFU12061.60CT-ND/1206564,"","","","","","","","","1.6A",FUSE BOARD MOUNT 1.6A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.057000",Active,Vishay Beyschlag,MFU1206FF01600P100,"0.0066","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12061.60CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF00750P100/MFU1206.75CT-ND/1206559,"","","","","","","","","750mA",FUSE BOARD MNT 750MA 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.070000",Active,Vishay Beyschlag,MFU1206FF00750P100,"0.0022","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.40",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU1206.75CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF03500P100/MFU12063.50CT-ND/1206570,"","","","","","","","","3.5A",FUSE BOARD MOUNT 3.5A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.073000",Active,Vishay Beyschlag,MFU1206FF03500P100,"0.031","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12063.50CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF04000P100/MFU12064.00CT-ND/1206571,"","","","","","","","","4A",FUSE BOARD MOUNT 4A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.077000",Active,Vishay Beyschlag,MFU1206FF04000P100,"0.0404","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12064.00CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"IEC, UL","IEC, UL","50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF02000P100/MFU12062.00CT-ND/1206566,"","","","","","","","","2A",FUSE BOARD MOUNT 2A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.080000",Active,Vishay Beyschlag,MFU1206FF02000P100,"0.0102","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12062.00CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"IEC, UL","","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF02000P100/MFU12062-00CT-ND/1206566,"","","","","","","","","2A",FUSE BOARD MOUNT 2A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.773000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF02000P100,"0.0102","1",Surface Mount,"","1206 (3216 Metric)",TapeAndReel,"","0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12062.00CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF00750P100/MFU1206-75CT-ND/1206559,"","","","","","","","","750mA",FUSE BOARD MNT 750MA 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.793000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF00750P100,"0.0022","1",Surface Mount,"","1206 (3216 Metric)",TapeAndReel,"","0.40",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU1206.75CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF00630P100/MFU1206-63CT-ND/1206558,"","","","","","","","","630mA",FUSE BOARD MNT 630MA 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.810000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF00630P100,"0.0014","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"","0.40",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU1206.63CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF03500P100/MFU12063-50CT-ND/1206570,"","","","","","","","","3.5A",FUSE BOARD MOUNT 3.5A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.823000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF03500P100,"0.031","1",Surface Mount,"","1206 (3216 Metric)",TapeAndReel,"","0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12063.50CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF03000P100/MFU12063-00CT-ND/1206568,"","","","","","","","","3A",FUSE BOARD MOUNT 3A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.833000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF03000P100,"0.0229","1",Surface Mount,"","1206 (3216 Metric)",TapeAndReel,"","0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12063.00CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"IEC, UL","","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF01000P100/MFU12061-00CT-ND/1206561,"","","","","","","","","1A",FUSE BOARD MOUNT 1A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.843000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF01000P100,"0.0028","1",Surface Mount,"","1206 (3216 Metric)",CutTape,"","0.73",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12061.00CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF01250P100/MFU12061-25CT-ND/1206562,"","","","","","","","","1.25A",FUSE BOARD MNT 1.25A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.853000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF01250P100,"0.0041","1",Surface Mount,"","1206 (3216 Metric)",CutTape,"","0.73",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12061.25CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF06300P100/MFU12066-30CT-ND/1878997,"","","","","","","","","6.3A",FUSE BOARD MOUNT 6.3A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.860000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF06300P100,"0.516","1",Surface Mount,"","1206 (3216 Metric)",CutTape,"","0.73",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12066.30CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF00800P100/MFU1206-80CT-ND/1206560,"","","","","","","","","800mA",FUSE BOARD MNT 800MA 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.870000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF00800P100,"0.0023","1",Surface Mount,"","1206 (3216 Metric)",TapeAndReel,"","0.40",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU1206.80CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"IEC, UL","","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF00500P100/MFU1206-50CT-ND/1206557,"","","","","","","","","500mA",FUSE BOARD MNT 500MA 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.873000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF00500P100,"0.0009","1",Surface Mount,"","1206 (3216 Metric)",TapeAndReel,"","0.40",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU1206.50CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF01500P100/MFU12061-50CT-ND/1206563,"","","","","","","","","1.5A",FUSE BOARD MOUNT 1.5A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.890000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF01500P100,"0.0059","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",CutTape,"","0.73",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12061.50CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"IEC, UL","","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF03150P100/MFU12063-15CT-ND/1206569,"","","","","","","","","3.15A",FUSE BOARD MNT 3.15A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.903000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF03150P100,"0.0251","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",CutTape,"","0.73",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12063.15CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF04000P100/MFU12064-00CT-ND/1206571,"","","","","","","","","4A",FUSE BOARD MOUNT 4A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.917000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF04000P100,"0.0404","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",CutTape,"","0.73",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12064.00CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF02500P100/MFU12062-50CT-ND/1206567,"","","","","","","","","2.5A",FUSE BOARD MOUNT 2.5A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.930000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF02500P100,"0.0159","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",CutTape,"","0.73",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12062.50CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,"","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF05000P100/MFU12065-00CT-ND/1206572,"","","","","","","","","5A",FUSE BOARD MOUNT 5A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.933000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF05000P100,"0.2275","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",CutTape,"","0.73",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12065.00CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"IEC, UL","","50A","",=Part Number,Datasheet,https://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MFU1206FF01600P100/MFU12061-60CT-ND/1206564,"","","","","","","","","1.6A",FUSE BOARD MOUNT 1.6A 63VDC 1206,"",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-08-30 21:09:07.937000",Active,Vishay Beyschlag/Draloric/BC Components,MFU1206FF01600P100,"0.0066","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",CutTape,"","0.73",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12061.60CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
