"Approval Agency","Approvals","Breaking Capacity @ Rated Voltage","Color","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current Rating (Amps)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Fuse Type","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Melting I²t","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Response Time","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value","Voltage Rating - AC","Voltage Rating - DC"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-1.5/507-1079-1-ND/615052,"","","","","","","","","1.5A",FUSE BOARD MNT 1.5A 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.743000",Active,Bel Fuse Inc.,C1Q 1.5,"0.0024","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1079-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-1.25/507-1078-1-ND/615047,"","","","","","","","","1.25A",FUSE BRD MNT 1.25A 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.760000",Active,Bel Fuse Inc.,C1Q 1.25,"0.002","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1078-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-2.5/507-1081-1-ND/615054,"","","","","","","","","2.5A",FUSE BOARD MNT 2.5A 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.773000",Active,Bel Fuse Inc.,C1Q 2.5,"0.008","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1081-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-5/507-1085-1-ND/615053,"","","","","","","","","5A",FUSE BOARD MOUNT 5A 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.780000",Active,Bel Fuse Inc.,C1Q 5,"0.075","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1085-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-3/507-1082-1-ND/615038,"","","","","","","","","3A",FUSE BOARD MOUNT 3A 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.793000",Active,Bel Fuse Inc.,C1Q 3,"0.02","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1082-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-2/507-1080-1-ND/615051,"","","","","","","","","2A",FUSE BOARD MOUNT 2A 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.803000",Active,Bel Fuse Inc.,C1Q 2,"0.005","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1080-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_468_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0468003.NRHF/F5706CT-ND/3306963,"","","","","","","","","3A",FUSE BOARD MNT 3A 32VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.807000",Active,Littelfuse Inc.,"0468003.NRHF","1.27","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.44",Slow Blow,SlimLine™ 468,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F5706CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","32V"
"CSA, UL","CSA, UL","35A AC, 50A DC","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_468_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0468002.NRHF/F5705CT-ND/3306962,"","","","","","","","","2A",FUSE BOARD MNT 2A 63VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.820000",Active,Littelfuse Inc.,"0468002.NRHF","0.506","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.44",Slow Blow,SlimLine™ 468,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F5705CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_468_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0468001.NR/F2658CT-ND/813046,"","","","","","","","","1A",FUSE BOARD MNT 1A 63VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.830000",Active,Littelfuse Inc.,"0468001.NR","0.127","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.44",Slow Blow,SlimLine™ 468,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F2658CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_468_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0468001.NRHF/F5704CT-ND/3306961,"","","","","","","","","1A",FUSE BOARD MNT 1A 63VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.843000",Active,Littelfuse Inc.,"0468001.NRHF","0.127","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.44",Slow Blow,SlimLine™ 468,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F5704CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","35A AC, 50A DC","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_468_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0468002.NR/F2570CT-ND/813048,"","","","","","","","","2A",FUSE BOARD MNT 2A 63VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.853000",Active,Littelfuse Inc.,"0468002.NR","0.506","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.44",Slow Blow,SlimLine™ 468,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F2570CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.500NRHF/F5694CT-ND/3306951,"","","","","","","","","500mA",FUSE BOARD MOUNT 500MA 63VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.863000",Active,Littelfuse Inc.,"0466.500NRHF","0.006","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F5694CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466001.NR/F1456CT-ND/521354,"","","","","","","","","1A",FUSE BOARD MNT 1A 63VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.873000",Active,Littelfuse Inc.,"0466001.NR","0.0423","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1456CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.250NR/F1452CT-ND/521350,"","","","","","","","","250mA",FUSE BOARD MNT 250MA 125VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.883000",Active,Littelfuse Inc.,"0466.250NR","0.001","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1452CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","125V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.125NR/F1450CT-ND/521348,"","","","","","","","","125mA",FUSE BOARD MNT 125MA 125VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.893000",Active,Littelfuse Inc.,"0466.125NR","0.0004","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1450CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","125V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466004.NR/F1459CT-ND/521357,"","","","","","","","","4A",FUSE BOARD MNT 4A 32VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.910000",Active,Littelfuse Inc.,"0466004.NR","1.024","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1459CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","32V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466003.NR/F1458CT-ND/521356,"","","","","","","","","3A",FUSE BOARD MNT 3A 32VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.917000",Active,Littelfuse Inc.,"0466003.NR","0.576","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1458CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","32V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.500NR/F1454CT-ND/521352,"","","","","","","","","500mA",FUSE BOARD MOUNT 500MA 63VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.920000",Active,Littelfuse Inc.,"0466.500NR","0.006","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1454CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.125NRHF/F6016CT-ND/4146339,"","","","","","","","","125mA",FUSE BOARD MNT 125MA 125VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.923000",Active,Littelfuse Inc.,"0466.125NRHF","0.0004","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F6016CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","125V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.200NRHF/F5691CT-ND/3306948,"","","","","","","","","200mA",FUSE BOARD MNT 200MA 125VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.940000",Active,Littelfuse Inc.,"0466.200NRHF","0.00055","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F5691CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","125V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-500/507-1075-1-ND/615048,"","","","","","","","","500mA",FUSE BRD MNT 500MA 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.953000",Active,Bel Fuse Inc.,C1Q 500,"0.00011","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1075-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-1/507-1077-1-ND/615050,"","","","","","","","","1A",FUSE BOARD MOUNT 1A 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.967000",Active,Bel Fuse Inc.,C1Q 1,"0.00096","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1077-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-250/507-1073-1-ND/615062,"","","","","","","","","250mA",FUSE BRD MNT 250MA 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.977000",Active,Bel Fuse Inc.,C1Q 250,"0.00003","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1073-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/046602.5NR/F1464CT-ND/521362,"","","","","","","","","2.5A",FUSE BRD MNT 2.5A 32VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.980000",Active,Littelfuse Inc.,"046602.5NR","0.3516","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1464CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","32V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.375NR/F1453CT-ND/521351,"","","","","","","","","375mA",FUSE BOARD MNT 375MA 125VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.983000",Active,Littelfuse Inc.,"0466.375NR","0.0028","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1453CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","125V"
"CSA, UR","CSA, UR","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/046602.5NRHF/F6143CT-ND/4147153,"","","","","","","","","2.5A",FUSE BRD MNT 2.5A 32VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.987000",Active,Littelfuse Inc.,"046602.5NRHF","0.3516","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,"466","0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F6143CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","32V"
