"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","Impedance","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Ripple Current @ High Frequency","Ripple Current @ Low Frequency","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Surface Mount Land Size","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"10uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497401E3/56-MAL218497401E3-ND/12810622,"","","","","","","","",CAP ALUM 10UF 10V 2000H,"Radial, Can - SMD","80mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.747000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497401E3,"10000",Surface Mount,"","Radial, Can - SMD",Box,"2821","","0.23","","1.2A @ 100kHz","60mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497401E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF",""
Automotive,"22uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218397802E3/56-MAL218397802E3-ND/12813332,"","","","","","","","",CAP ALUM 22UF 63V 4000H,"Radial, Can - SMD","80mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.763000","",Active,"4000 Hrs @ 125°C",Vishay Beyschlag/Draloric/BC Components,MAL218397802E3,"3600",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",Box,"2822","","1.03","","900mA @ 100kHz","90mA @ 120Hz","183 CPHT","0.248 Dia (6.30mm)",DigiKey,"56-MAL218397802E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Hybrid,"22uF","63V"
General Purpose,"8.2uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497101E3/56-MAL218497101E3-ND/12813951,"","","","","","","","","CAP ALUM 8,2UF 50V 2000H","Radial, Can - SMD","80mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.783000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497101E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2823","","0.86","","800mA @ 100kHz","40mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497101E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"8.2uF",""
General Purpose,"120uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxs,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXS100ARA121MF61G/APXS100ARA121MF61G-ND/3983390,"","","","","","","","",CAP ALUM POLY 120UF 20% 10V SMD,"Radial, Can - SMD","27mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.800000","",Active,"5000 Hrs @ 105°C",United Chemi-Con,APXS100ARA121MF61G,"1000",Surface Mount,"","Radial, Can - SMD",TapeAndReel,"2824","","0.50","","2.32A @ 100kHz","",NPCAP™-PXS,"0.248 Dia (6.30mm)",DigiKey,APXS100ARA121MF61G-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"120uF",""
General Purpose,"47uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497605E3/56-MAL218497605E3-ND/12813427,"","","","","","","","",CAP ALUM 47UF 25V 2000H,"Radial, Can - SMD","35mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.820000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497605E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2825","","0.49","","2.2A @ 100kHz","110mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497605E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"47uF",""
General Purpose,"120uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497559E3/56-MAL218497559E3-ND/12810524,"","","","","","","","",CAP ALUM 120UF 20V 2000H,"Radial, Can - SMD","25mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.837000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497559E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2826","","0.49","","3.2A @ 100kHz","160mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497559E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"120uF",""
Automotive,"33uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218697551E3/56-MAL218697551E3-ND/12810779,"","","","","","","","",CAP ALUM 33UF 20V 2000H,"Radial, Can - SMD","50mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.843000","",Active,"2000 Hrs @ 125°C",Vishay Beyschlag/Draloric/BC Components,MAL218697551E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2827","","0.38","","1.6A @ 100kHz","80mA @ 120Hz","186 CPNT","0.248 Dia (6.30mm)",DigiKey,"56-MAL218697551E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"33uF",""
General Purpose,"10uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218597001E3/56-MAL218597001E3-ND/12814155,"","","","","","","","",CAP ALUM 10UF 35V 5000H,"Radial, Can - SMD","75mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.847000","",Active,"5000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218597001E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2828","","0.37","","980mA @ 100kHz","49mA @ 120Hz","185 CPNZ","0.248 Dia (6.30mm)",DigiKey,"56-MAL218597001E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF",""
General Purpose,"220uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497409E3/56-MAL218497409E3-ND/12809511,"","","","","","","","",CAP ALUM 220UF 10V 2000H,"Radial, Can - SMD","25mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.870000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497409E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2829","","0.37","","2.61A @ 100kHz","130.5mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497409E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"220uF",""
General Purpose,"22uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218597601E3/56-MAL218597601E3-ND/12814019,"","","","","","","","",CAP ALUM 22UF 25V 5000H,"Radial, Can - SMD","58mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.873000","",Active,"5000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218597601E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2830","","0.37","","1.6A @ 100kHz","80mA @ 120Hz","185 CPNZ","0.248 Dia (6.30mm)",DigiKey,"56-MAL218597601E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"22uF",""
General Purpose,"330uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497307E3/56-MAL218497307E3-ND/12812747,"","","","","","","","",CAP ALUM 330UF 6.3V 2000H,"Radial, Can - SMD","20mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.877000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497307E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2831","","0.37","","3.1A @ 100kHz","155mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497307E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"330uF",""
General Purpose,"220uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497355E3/56-MAL218497355E3-ND/12813688,"","","","","","","","",CAP ALUM 220UF 4V 2000H,"Radial, Can - SMD","22mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.880000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497355E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2832","","0.31","","2.8A @ 100kHz","140mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497355E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"220uF",""
General Purpose,"10uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497601E3/56-MAL218497601E3-ND/12813388,"","","","","","","","",CAP ALUM 10UF 25V 2000H,"Radial, Can - SMD","35mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.903000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497601E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2833","","0.30","","2.2A @ 100kHz","110mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497601E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF",""
General Purpose,"10uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497502E3/56-MAL218497502E3-ND/12813260,"","","","","","","","",CAP ALUM 10UF 16V 2000H,"Radial, Can - SMD","35mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.907000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497502E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2834","","0.30","","2.2A @ 100kHz","110mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497502E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF",""
General Purpose,"10uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497552E3/56-MAL218497552E3-ND/12810374,"","","","","","","","",CAP ALUM 10UF 20V 2000H,"Radial, Can - SMD","40mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.910000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497552E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2835","","0.29","","2.2A @ 100kHz","110mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497552E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF",""
Automotive,"6.8uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxc,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/HHXC630ARA6R8MF61G/HHXC630ARA6R8MF61G-ND/6892122,"","","","","","","","",CAP ALUM POLY 6.8UF 20% 63V SMD,"Radial, Can - SMD","120mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.913000","",Active,"4000 Hrs @ 125°C",United Chemi-Con,HHXC630ARA6R8MF61G,"1000",Surface Mount,"","Radial, Can - SMD",TapeAndReel,"2836","","0.29",AEC-Q200,"700mA @ 100kHz","",HXC,"0.248 Dia (6.30mm)",DigiKey,HHXC630ARA6R8MF61G-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Hybrid,"6.8uF",""
Automotive,"10uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218297801E3/56-MAL218297801E3-ND/12810808,"","","","","","","","",CAP ALUM 10UF 63V 10000H,"Radial, Can - SMD","120mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.937000","",Active,"10000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218297801E3,"4000",Surface Mount,"","Radial, Can - SMD",Box,"2837","","0.69","","1A @ 100kHz","100mA @ 120Hz","182 CPHZ","0.248 Dia (6.30mm)",DigiKey,"56-MAL218297801E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Hybrid,"10uF",""
General Purpose,"39uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxs,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXS160ARA390MF61G/APXS160ARA390MF61G-ND/3983394,"","","","","","","","",CAP ALUM POLY 39UF 20% 16V SMD,"Radial, Can - SMD","37mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.957000","",Active,"5000 Hrs @ 105°C",United Chemi-Con,APXS160ARA390MF61G,"1000",Surface Mount,"","Radial, Can - SMD",TapeAndReel,"2838","","0.67","","2.05A @ 100kHz","",NPCAP™-PXS,"0.248 Dia (6.30mm)",DigiKey,APXS160ARA390MF61G-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"39uF",""
General Purpose,"22uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497505E3/56-MAL218497505E3-ND/12812741,"","","","","","","","",CAP ALUM 22UF 16V 2000H,"Radial, Can - SMD","35mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.980000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497505E3,"4000",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",Box,"2839","","0.29","","2.2A @ 100kHz","110mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497505E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"22uF","16V"
General Purpose,"100uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497304E3/56-MAL218497304E3-ND/12810258,"","","","","","","","",CAP ALUM 100UF 6.3V 2000H,"Radial, Can - SMD","22mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:07.990000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497304E3,"4000",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",Box,"2840","","0.29","","2.8A @ 100kHz","140mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497304E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"100uF","6.3V"
General Purpose,"100uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497353E3/56-MAL218497353E3-ND/12814348,"","","","","","","","",CAP ALUM 100UF 4V 2000H,"Radial, Can - SMD","22mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:08.003000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497353E3,"4000",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",Box,"2841","","0.29","","2.5A @ 100kHz","125mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497353E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"100uF","4V"
General Purpose,"10uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497551E3/56-MAL218497551E3-ND/12810295,"","","","","","","","",CAP ALUM 10UF 20V 2000H,"Radial, Can - SMD","40mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:08.013000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497551E3,"5000",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",Box,"2842","","0.29","","2A @ 100kHz","100mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497551E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF","20V"
General Purpose,"47uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497404E3/56-MAL218497404E3-ND/12810299,"","","","","","","","",CAP ALUM 47UF 10V 2000H,"Radial, Can - SMD","30mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:08.023000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497404E3,"4000",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",Box,"2843","","0.28","","2.2A @ 100kHz","110mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497404E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"47uF","10V"
General Purpose,"10uF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag-draloric-bc-components/MAL218497501E3/56-MAL218497501E3-ND/12813147,"","","","","","","","",CAP ALUM 10UF 16V 2000H,"Radial, Can - SMD","40mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:08.027000","",Active,"2000 Hrs @ 105°C",Vishay Beyschlag/Draloric/BC Components,MAL218497501E3,"5000",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",Box,"2844","","0.27","","2A @ 100kHz","100mA @ 120Hz","184 CPNS","0.248 Dia (6.30mm)",DigiKey,"56-MAL218497501E3-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF","16V"
"Automotive, Bypass, Decoupling","27uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/HZA.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/HZA276M035D16T-F/HZA276M035D16T-F-ND/4695383,"","","","","","","","",CAP ALUM POLY HYB 27UF 35V SMD,"Radial, Can - SMD","60mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:08.030000","",Active,"10000 Hrs @ 105°C",Cornell Dubilier Electronics (CDE),HZA276M035D16T-F,"1000",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2845","","0.65",AEC-Q200,"1.3A @ 100kHz","130mA @ 120Hz",HZA,"0.248 Dia (6.30mm)",DigiKey,HZA276M035D16T-F-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Hybrid,"27uF","35V"
"Automotive, Bypass, Decoupling","56uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/HZA.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/HZA566M025D16T-F/HZA566M025D16T-F-ND/4695381,"","","","","","","","",CAP ALUM POLY HYB 56UF 25V SMD,"Radial, Can - SMD","50mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.240 (6.10mm)","","2020-08-30 21:05:08.040000","",Active,"10000 Hrs @ 105°C",Cornell Dubilier Electronics (CDE),HZA566M025D16T-F,"1000",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2846","","0.65",AEC-Q200,"1.3A @ 100kHz","130mA @ 120Hz",HZA,"0.248 Dia (6.30mm)",DigiKey,HZA566M025D16T-F-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Hybrid,"56uF","25V"
