"Color","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Configuration","Current - Test","Description","Device Package","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height (Max)","LastUpdated","Lens Color","Lens Size","Lens Style","Lens Transparency","Lifecycle Status","Manufacturer","Part Number","Millicandela Rating","Minimum Order","Mounting Type","Package / Case","Packaging","PartId","Part Status","Price","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Viewing Angle","Voltage - Forward (Vf) (Typ)","Wavelength - Dominant","Wavelength - Peak"
Green,=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/150040VS73240.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/150040VS73240/732-11992-1-ND/8557202,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.50mm","2020-09-02 01:20:37.293000",Colorless,"1.00mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Würth Elektronik,"150040VS73240","50mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"711",Active,"0.15",WL-SMCC,"1.00mm L x 0.50mm W",DigiKey,"732-11992-1-ND","","","","","","","","","","","0402 (1005 Metric)",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"120°","2V","570nm","572nm"
Green,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZVG68W-2.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZVG68W-2/1497-1219-1-ND/4745911,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR CHIP SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.60mm","2020-09-02 01:20:37.273000",Colorless,"0.80mm x 0.50mm",Rectangle with Flat Top,Clear,Active,SunLED,XZVG68W-2,"49mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"712",Active,"0.08",-,"1.00mm L x 0.50mm W",DigiKey,"1497-1219-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"120°","2.1V","570nm","574nm"
Green,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APHHS1005CGCK.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APHHS1005CGCK/754-1101-1-ND/1747818,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR CHIP SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.60mm","2020-09-02 01:20:37.260000",Colorless,"0.80mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Kingbright,APHHS1005CGCK,"50mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"713",Active,"0.08",-,"1.00mm L x 0.50mm W",DigiKey,"754-1101-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"120°","2.1V","570nm","574nm"
Green,=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/HSMQ-C280.pdf,DigiKey Link,http://digikey.com/product-detail/en/broadcom-limited/HSMQ-C280/516-3991-1-ND/8537299,"","","","","","","","",Standard,"20mA",LED GREEN DIFFUSED SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.50mm","2020-09-02 01:20:37.237000",White,"1.00mm x 0.50mm",Rectangle with Flat Top,Diffused,Active,Broadcom Limited,HSMQ-C280,"223mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"714",Active,"0.31",-,"1.00mm L x 0.50mm W",DigiKey,"516-3991-1-ND","","","","","","","","","","",SMD,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"130°","3.3V","522nm","516nm"
Green,=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/150040GS73240.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/150040GS73240/732-11990-1-ND/8557200,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.50mm","2020-09-02 01:20:37.213000",Colorless,"1.00mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Würth Elektronik,"150040GS73240","800mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"715",Active,"0.15",WL-SMCC,"1.00mm L x 0.50mm W",DigiKey,"732-11990-1-ND","","","","","","","","","","","0402 (1005 Metric)",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"120°","3.2V","525nm","515nm"
Green,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZDGK68W-2.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZDGK68W-2/1497-1391-1-ND/8259068,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR 2SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.50mm","2020-09-02 01:20:37.193000",Colorless,"0.80mm x 0.50mm",Rectangle with Flat Top,Clear,Active,SunLED,XZDGK68W-2,"397mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"716",Active,"0.16",-,"1.00mm L x 0.50mm W",DigiKey,"1497-1391-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"120°","3.3V","525nm","515nm"
Green,=Value,Datasheet,http://www.qt-brightek.com/datasheet/QBLP595 Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/qt-brightek-qtb/QBLP595-IG/1516-1216-1-ND/6201913,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.60mm","2020-09-02 01:20:37.173000",Colorless,"0.70mm x 0.50mm",Rectangle with Flat Top,Clear,Active,QT Brightek (QTB),QBLP595-IG,"600mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"717",Active,"0.08",QBLP595,"1.00mm L x 0.50mm W",DigiKey,"1516-1216-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"140°","3.1V","520nm",""
Green,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZVGR68W-3.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZVGR68W-3/1497-1386-1-ND/8259063,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.25mm","2020-09-02 01:20:37.160000",Colorless,"0.60mm x 0.50mm",Rectangle with Flat Top,Clear,Active,SunLED,XZVGR68W-3,"34mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"718",Active,"0.11",-,"1.00mm L x 0.50mm W",DigiKey,"1497-1386-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"120°","2V","571nm","572nm"
Green,=Value,Datasheet,http://www.dialightsignalsandcomponents.com/Assets/Drawings/2D_Drawings_DrawingDetailedSpec/NewDrawings/C18402A.pdf,DigiKey Link,http://digikey.com/product-detail/en/dialight/5988A80107F/350-4451-1-ND/10108986,"","","","","","","","","0402","5mA",SM LED 0402 GRN 527NM,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.60mm","2020-09-02 01:20:37.147000","0.60mm","1.00mm x 0.50mm",Rectangle with Flat Top,"",Active,Dialight,"5988A80107F","330mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"719",Active,"0.09","598","1.00mm L x 0.50mm W",DigiKey,"350-4451-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"","2.5V","528nm",""
Green,=Value,Datasheet,http://www.inolux-corp.com/datasheet/SMDLED/Mono%20Color%20Top%20View/IN-S42AT%20Series_V1.1.pdf,DigiKey Link,http://digikey.com/product-detail/en/inolux/IN-S42ATG/1830-1056-1-ND/7604691,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.55mm","2020-09-02 01:20:37.127000",Clear,"0.60mm x 0.45mm",Rectangle with Flat Top,Clear,Active,Inolux,IN-S42ATG,"450mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"720",Active,"0.09",IN-S42AT,"1.00mm L x 0.50mm W",DigiKey,"1830-1056-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"130°","3.3V","525nm","523nm"
Green,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APG1005CGC-T.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APG1005CGC-T/754-1811-1-ND/4764940,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR CHIP SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 GREEN.PCBLIB,"","",LED 0402_1005 GREEN,"","","0.25mm","2020-09-02 01:20:37.103000",Colorless,"0.60mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Kingbright,APG1005CGC-T,"35mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"721",Active,"0.10",-,"1.00mm L x 0.50mm W",DigiKey,"754-1811-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"120°","2V","571nm","572nm"
Blue,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZCBD55W-A2RT.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZCBD55W-A2RT/1497-1293-1-ND/5775273,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.20mm","2020-09-02 01:20:33.677000",Colorless,"1.10mm Dia",Round with Flat Top,Clear,Active,SunLED,XZCBD55W-A2RT,"248mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"722",Active,"0.15",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1293-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"70°","3.3V","465nm","460nm"
Blue,=Value,Datasheet,http://www.inolux-corp.com/datasheet/SMDLED/Mono%20Color%20Top%20View/IN-S126AT%20Series_V1.0.pdf,DigiKey Link,http://digikey.com/product-detail/en/inolux/IN-S126ATB/1830-1088-1-ND/7604680,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.10mm","2020-09-02 01:20:33.657000",Clear,"2.00mm x 1.50mm",Rectangle with Flat Top,Clear,Active,Inolux,IN-S126ATB,"140mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"723",Active,"0.07",IN-S126AT,"3.20mm L x 1.50mm W",DigiKey,"1830-1088-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"120°","3.2V","468nm","472nm"
Blue,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APTD3216QBC-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APTD3216QBC-D/754-1442-1-ND/2163800,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.90mm","2020-09-02 01:20:33.653000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,Kingbright,APTD3216QBC/D,"700mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"724",Active,"0.16",-,"3.20mm L x 1.60mm W",DigiKey,"754-1442-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"35°","3.3V","465nm","460nm"
Blue,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZFBB55W-3.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZFBB55W-3/1497-1409-1-ND/8259086,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.80mm","2020-09-02 01:20:33.630000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,SunLED,XZFBB55W-3,"1195mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"725",Active,"0.22",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1409-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"35°","3.3V","470nm","465nm"
Blue,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APTD3216LVBC-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APTD3216LVBC-D/754-2053-1-ND/7043105,"","","","","","","","",Standard,"2mA",LED BLUE CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.90mm","2020-09-02 01:20:33.627000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,Kingbright,APTD3216LVBC/D,"120mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"726",Active,"0.20",-,"3.20mm L x 1.60mm W",DigiKey,"754-2053-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"30°","2.65V","470nm","465nm"
Blue,=Value,Datasheet,https://www.lumex.com/content/files/ProductAttachment/SML-LXLC1206USBCTR.pdf,DigiKey Link,http://digikey.com/product-detail/en/lumex-opto-components-inc/SML-LXLC1206USBCTR/67-2218-1-ND/4496785,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.10mm","2020-09-02 01:20:33.603000",Colorless,"1.60mm Dia",Round with Flat Top,Clear,Active,Lumex Opto/Components Inc.,SML-LXLC1206USBCTR,"250mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"727",Active,"0.20",-,"3.20mm L x 1.60mm W",DigiKey,"67-2218-1-ND","","","","","","","","","","",SMD,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"70°","3.3V","","460nm"
Blue,=Value,Datasheet,https://docs.broadcom.com/docs/AV02-0592EN,DigiKey Link,http://digikey.com/product-detail/en/broadcom-limited/HSMN-C150/516-1446-1-ND/637770,"","","","","","","","",Standard,"20mA",LED BLUE DIFFUSED CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.10mm","2020-09-02 01:20:33.600000",White,"2.00mm x 1.60mm",Rectangle with Flat Top,Diffused,Active,Broadcom Limited,HSMN-C150,"35mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"728",Active,"0.31",-,"3.20mm L x 1.60mm W",DigiKey,"516-1446-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"170°","3.3V","470nm","468nm"
Blue,=Value,Datasheet,http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/CBI_SMD_new/Dialight_CBI_data_599-1206_Apr2018.pdf,DigiKey Link,http://digikey.com/product-detail/en/dialight/5990291007F/350-4366-1-ND/9385472,"","","","","","","","",Standard,"20mA",LED BLUE 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","0.80mm","2020-09-02 01:20:33.597000","0.80mm","2.00mm x 1.60mm",Rectangle with Flat Top,"",Active,Dialight,"5990291007F","105mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"729",Active,"0.10","599","3.20mm L x 1.60mm W",DigiKey,"350-4366-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"140°","3.2V","470nm",""
Blue,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APT3216QBC-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APT3216QBC-D/754-1439-1-ND/2163797,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","0.75mm","2020-09-02 01:20:33.593000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Kingbright,APT3216QBC/D,"100mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"730",Active,"0.11",-,"3.20mm L x 1.60mm W",DigiKey,"754-1439-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"120°","3.3V","465nm","460nm"
Blue,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZCBD55W-3.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZCBD55W-3/1497-1120-1-ND/4745586,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.80mm","2020-09-02 01:20:33.587000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,SunLED,XZCBD55W-3,"695mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"731",Active,"0.12",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1120-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"35°","3.3V","465nm","460nm"
Blue,=Value,Datasheet,https://www.lumex.com/content/files/ProductAttachment/SML-LX1206USBC-TR.pdf,DigiKey Link,http://digikey.com/product-detail/en/lumex-opto-components-inc/SML-LX1206USBC-TR/67-1701-1-ND/467585,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.10mm","2020-09-02 01:20:33.567000",Colorless,"2.00mm x 1.50mm",Rectangle with Flat Top,Clear,Active,Lumex Opto/Components Inc.,SML-LX1206USBC-TR,"25mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"732",Active,"0.57",-,"3.20mm L x 1.60mm W",DigiKey,"67-1701-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"140°","3.5V","","470nm"
Blue,=Value,Datasheet,https://vcclite.com/wp-content/uploads/wpallimport/files/files/CMD152122Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/visual-communications-company-vcc/CMD15-21UBC-TR8/L62206CT-ND/254922,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.30mm","2020-09-02 01:20:33.550000",Colorless,"2.00mm x 1.50mm",Rectangle with Flat Top,Clear,Active,Visual Communications Company - VCC,CMD15-21UBC/TR8,"45mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"733",Active,"0.95",-,"3.20mm L x 1.50mm W",DigiKey,L62206CT-ND,"","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"","4.9V","","430nm"
Blue,=Value,Datasheet,http://vcclite.com/_pdf/VAOL-S12SB4-LED-1206-blue.pdf,DigiKey Link,http://digikey.com/product-detail/en/visual-communications-company-vcc/VAOL-S12SB4/VAOL-S12SB4CT-ND/5176145,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.30mm","2020-09-02 01:20:33.533000",Colorless,"2.00mm x 1.50mm",Rectangle with Flat Top,Clear,Active,Visual Communications Company - VCC,VAOL-S12SB4,"50mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"734",Active,"0.14",-,"3.20mm L x 1.50mm W",DigiKey,VAOL-S12SB4CT-ND,"","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"130°","3.5V","471nm","468nm"
Blue,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APTL3216QBC-D-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APTL3216QBC-D-01/754-APTL3216QBC-D-01CT-ND/10293127,"","","","","","","","","1206","20mA",LED SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.20mm","2020-09-02 01:20:33.517000",Colorless,"1.10mm Dia",Round with Domed Top,Clear,Active,Kingbright,APTL3216QBC/D-01,"250mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"735",Active,"0.14",Heli-R,"3.20mm L x 1.60mm W",DigiKey,"754-APTL3216QBC/D-01CT-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"80°","3.3V","465nm","460nm"
Blue,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APTD3216LQBC-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APTD3216LQBC-D/754-2052-1-ND/7043104,"","","","","","","","",Standard,"2mA",LED BLUE CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.90mm","2020-09-02 01:20:33.493000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,Kingbright,APTD3216LQBC/D,"100mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"736",Active,"0.15",-,"3.20mm L x 1.60mm W",DigiKey,"754-2052-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"30°","2.65V","465nm","460nm"
Blue,=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/598_Series_1206_Pkg.pdf,DigiKey Link,http://digikey.com/product-detail/en/dialight/5988291107F/350-2055-1-ND/1291359,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","0.70mm","2020-09-02 01:20:33.487000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Dialight,"5988291107F","140mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"737",Active,"0.17","598","3.20mm L x 1.60mm W",DigiKey,"350-2055-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"140°","3.2V","473nm",""
Blue,=Value,Datasheet,https://docs.broadcom.com/docs/AV02-0977EN,DigiKey Link,http://digikey.com/product-detail/en/broadcom-limited/HSMR-C150/516-1436-1-ND/637760,"","","","","","","","",Standard,"20mA",LED BLUE DIFFUSED CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.10mm","2020-09-02 01:20:33.483000",White,"2.00mm x 1.60mm",Rectangle with Flat Top,Diffused,Active,Broadcom Limited,HSMR-C150,"55mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"738",Active,"0.25",-,"3.20mm L x 1.60mm W",DigiKey,"516-1436-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"155°","3.4V","473nm","469nm"
Blue,=Value,Datasheet,https://www.bivar.com/Files/Datasheets/SM1206NBWC-IL.pdf,DigiKey Link,http://digikey.com/product-detail/en/bivar-inc/SM1206NBWC-IL/492-1943-1-ND/5030119,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","1.40mm","2020-09-02 01:20:33.460000",Colorless,"1.10mm Dia",Round with Flat Top,Clear,Active,Bivar Inc.,SM1206NBWC-IL,"950mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"739",Active,"0.31",-,"3.20mm L x 1.60mm W",DigiKey,"492-1943-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"30°","3.1V","470nm","468nm"
Blue,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APT3216VBC-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APT3216VBC-D/754-1799-1-ND/4753638,"","","","","","","","",Standard,"20mA",LED BLUE CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 BLUE.PCBLIB,"","",LED 1206_3216 BLUE,"","","0.75mm","2020-09-02 01:20:33.457000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Kingbright,APT3216VBC/D,"180mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"740",Active,"0.15",-,"3.20mm L x 1.60mm W",DigiKey,"754-1799-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Blue,"120°","3.3V","470nm","465nm"
