Part Type,Part Number,Schematic Part,Part Value,Current - Reverse Leakage @ Vr,Impedance (Max) (Zzt),Voltage - Forward (Vf) (Max) @ If,Voltage - Zener (Nom) (Vz),Tolerance,Allegro PCB Footprint,Package / Case,Pspice Model,Power - Max,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE ZENER,CMHZ4687 TR PBFREE,diodes\Diode_ZENER,,4µA @ 2V,,1.5V @ 100mA,4.3V,±5%,,SOD-123,,500mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMHZ4678-4717.PDF,DIODE ZENER 4.3V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,SZMMSZ5243BT1G,diodes\Diode_ZENER,,500nA @ 9.9V,13 Ohms,900mV @ 10mA,13V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 13V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5258BT1G,diodes\Diode_ZENER,,100nA @ 27V,70 Ohms,900mV @ 10mA,36V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 36V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5265BT1G,diodes\Diode_ZENER,,100nA @ 47V,185 Ohms,900mV @ 10mA,62V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 62V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5237BT1G,diodes\Diode_ZENER,,3µA @ 6.5V,8 Ohms,900mV @ 10mA,8.2V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 8.2V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5250BT1G,diodes\Diode_ZENER,,100nA @ 15V,25 Ohms,900mV @ 10mA,20V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 20V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4696T1G,diodes\Diode_ZENER,,1µA @ 6.9V,,900mV @ 10mA,9.1V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 9.1V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5266BT1G,diodes\Diode_ZENER,,100nA @ 52V,230 Ohms,900mV @ 10mA,68V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 68V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5247BT1G,diodes\Diode_ZENER,,100nA @ 13V,19 Ohms,900mV @ 10mA,17V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 17V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4694T1G,diodes\Diode_ZENER,,1µA @ 6.2V,,900mV @ 10mA,8.2V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 8.2V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5239BT1G,diodes\Diode_ZENER,,3µA @ 7V,10 Ohms,900mV @ 10mA,9.1V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 9.1V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4685T1G,diodes\Diode_ZENER,,7.5µA @ 2V,,900mV @ 10mA,3.6V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 3.6V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5229BT1G,diodes\Diode_ZENER,,5µA @ 1V,22 Ohms,900mV @ 10mA,4.3V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 4.3V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5242BT1G,diodes\Diode_ZENER,,1µA @ 9.1V,30 Ohms,900mV @ 10mA,12V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 12V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5253BT1G,diodes\Diode_ZENER,,100nA @ 19V,35 Ohms,900mV @ 10mA,25V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 25V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ3V3T1G,diodes\Diode_ZENER,,5µA @ 1V,95 Ohms,900mV @ 10mA,3.3V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 3.3V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4692T1G,diodes\Diode_ZENER,,10µA @ 5.1V,,900mV @ 10mA,6.8V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 6.8V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4699T1G,diodes\Diode_ZENER,,50nA @ 9.1V,,900mV @ 10mA,12V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 12V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4707T1G,diodes\Diode_ZENER,,10µA @ 15.2V,,900mV @ 10mA,20V,,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,ZEN SOD123 REG 0.5W 20V,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4713T1G,diodes\Diode_ZENER,,10nA @ 22.8V,,900mV @ 10mA,30V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 30V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5225BT1G,diodes\Diode_ZENER,,50µA @ 1V,29 Ohms,900mV @ 10mA,3V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 3V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5234BT1G,diodes\Diode_ZENER,,5µA @ 4V,7 Ohms,900mV @ 10mA,6.2V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 6.2V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5238BT1G,diodes\Diode_ZENER,,3µA @ 6.5V,8 Ohms,900mV @ 10mA,8.7V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 8.7V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5241BT1G,diodes\Diode_ZENER,,2µA @ 8.4V,22 Ohms,900mV @ 10mA,11V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 11V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5244BT1G,diodes\Diode_ZENER,,100nA @ 10V,15 Ohms,900mV @ 10mA,14V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 14V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5251BT1G,diodes\Diode_ZENER,,100nA @ 17V,29 Ohms,900mV @ 10mA,22V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 22V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5255BT1G,diodes\Diode_ZENER,,100nA @ 21V,44 Ohms,900mV @ 10mA,28V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 28V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5263BT1G,diodes\Diode_ZENER,,100nA @ 43V,150 Ohms,900mV @ 10mA,56V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 56V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5267BT1G,diodes\Diode_ZENER,,100nA @ 56V,270 Ohms,900mV @ 10mA,75V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 75V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5270BT1G,diodes\Diode_ZENER,,100nA @ 69V,400 Ohms,900mV @ 10mA,91V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 91V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ6V2T1G,diodes\Diode_ZENER,,3µA @ 4V,10 Ohms,900mV @ 10mA,6.2V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 6.2V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ4689-G3-08,diodes\Diode_ZENER,,10µA @ 3V,,,5.1V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/83386/mmsz4681.pdf,DIODE ZENER 5.1V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ4700-G3-08,diodes\Diode_ZENER,,50nA @ 9.8V,,,13V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/83386/mmsz4681.pdf,DIODE ZENER 13V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5242B-G3-08,diodes\Diode_ZENER,,1µA @ 9.1V,30 Ohms,,12V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/83387/mmsz5225.pdf,DIODE ZENER 12V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5230B-G3-08,diodes\Diode_ZENER,,5µA @ 2V,19 Ohms,,4.7V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/83387/mmsz5225.pdf,DIODE ZENER 4.7V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5231B-G3-08,diodes\Diode_ZENER,,5µA @ 2V,17 Ohms,,5.1V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/83387/mmsz5225.pdf,DIODE ZENER 5.1V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52C3V3-G3-08,diodes\Diode_ZENER,,,80 Ohms,,3.3V,±5%,,SOD-123,,410mW,,http://www.vishay.com/docs/83340/bzt52g.pdf,DIODE ZENER 3.3V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ4684-G3-08,diodes\Diode_ZENER,,7.5µA @ 1.5V,,,3.3V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/83386/mmsz4681.pdf,DIODE ZENER 3.3V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B16-E3-08,diodes\Diode_ZENER,,100nA @ 12V,13 Ohms,,16V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 500MW SOD-123,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B13-E3-08,diodes\Diode_ZENER,,100nA @ 10V,9 Ohms,,13V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 500MW SOD-123,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B12-E3-08,diodes\Diode_ZENER,,100nA @ 9V,7 Ohms,,12V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 500MW SOD-123,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B10-E3-08,diodes\Diode_ZENER,,100nA @ 7.5V,5.2 Ohms,,10V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 500MW SOD-123,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B22-E3-08,diodes\Diode_ZENER,,100nA @ 17V,25 Ohms,,22V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 22V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B30-E3-08,diodes\Diode_ZENER,,100nA @ 22.5V,35 Ohms,,30V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 30V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B5V6-E3-08,diodes\Diode_ZENER,,100nA @ 1V,10 Ohms,,5.6V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 5.6V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B6V2-E3-08,diodes\Diode_ZENER,,100nA @ 2V,4.8 Ohms,,6.2V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 6.2V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B18-E3-08,diodes\Diode_ZENER,,100nA @ 14V,18 Ohms,,18V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 500MW SOD-123,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B27-E3-08,diodes\Diode_ZENER,,100nA @ 20V,30 Ohms,,27V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 27V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B39-E3-08,diodes\Diode_ZENER,,100nA @ 29V,50 Ohms,,39V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 39V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B7V5-E3-08,diodes\Diode_ZENER,,100nA @ 5V,4 Ohms,,7.5V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 7.5V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B4V3-E3-08,diodes\Diode_ZENER,,,80 Ohms,,4.3V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 4.3V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B51-E3-08,diodes\Diode_ZENER,,100nA @ 38V,70 Ohms,,51V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 51V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5237ET1G,diodes\Diode_ZENER,,3µA @ 6.5V,8 Ohms,900mV @ 10mA,8.2V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 8.2V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,BZT52B11-E3-08,diodes\Diode_ZENER,,100nA @ 8.5V,6 Ohms,,11V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 500MW SOD-123,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ18ET1G,diodes\Diode_ZENER,,50nA @ 12.6V,45 Ohms,900mV @ 10mA,18V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4ET1-D.PDF,DIODE ZENER 18V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,BZT52B6V8-E3-08,diodes\Diode_ZENER,,100nA @ 3V,4.5 Ohms,,6.8V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 6.8V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5257ET1G,diodes\Diode_ZENER,,100nA @ 25V,58 Ohms,900mV @ 10mA,33V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 33V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,BZT52B75-E3-08,diodes\Diode_ZENER,,,250 Ohms,,75V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 75V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5252ET1G,diodes\Diode_ZENER,,100nA @ 18V,33 Ohms,900mV @ 10mA,24V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 24V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5256ET1G,diodes\Diode_ZENER,,100nA @ 23V,49 Ohms,900mV @ 10mA,30V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 30V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,BZT52B4V7-E3-08,diodes\Diode_ZENER,,,70 Ohms,,4.7V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 4.7V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5235ET1G,diodes\Diode_ZENER,,3µA @ 5V,5 Ohms,900mV @ 10mA,6.8V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 6.8V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4V3T1G,diodes\Diode_ZENER,,3µA @ 1V,90 Ohms,900mV @ 10mA,4.3V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 4.3V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4714T1G,diodes\Diode_ZENER,,10nA @ 25V,,900mV @ 10mA,33V,,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 33V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4698T1G,diodes\Diode_ZENER,,50nA @ 8.4V,,900mV @ 10mA,11V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 11V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ7V5T1G,diodes\Diode_ZENER,,1µA @ 5V,15 Ohms,900mV @ 10mA,7.5V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 7.5V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4709T1G,diodes\Diode_ZENER,,10nA @ 18.2V,,900mV @ 10mA,24V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 24V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ56T1G,diodes\Diode_ZENER,,50nA @ 39.2V,200 Ohms,900mV @ 10mA,56V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 56V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5230C-E3-08,diodes\Diode_ZENER,,5µA @ 2V,19 Ohms,,4.7V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 4.7V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B3V6-E3-08,diodes\Diode_ZENER,,,80 Ohms,,3.6V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 3.6V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5257C-E3-08,diodes\Diode_ZENER,,100nA @ 25V,58 Ohms,,33V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 33V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5258C-E3-08,diodes\Diode_ZENER,,100nA @ 27V,70 Ohms,,36V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 36V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5237C-E3-08,diodes\Diode_ZENER,,3µA @ 6.5V,8 Ohms,,8.2V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 8.2V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B2V7-E3-08,diodes\Diode_ZENER,,,75 Ohms,,2.7V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 2.7V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5227C-E3-08,diodes\Diode_ZENER,,15µA @ 1V,24 Ohms,,3.6V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 3.6V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5244C-E3-08,diodes\Diode_ZENER,,100nA @ 10V,15 Ohms,,14V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 14V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5251C-E3-08,diodes\Diode_ZENER,,100nA @ 17V,29 Ohms,,22V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 22V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5256C-E3-08,diodes\Diode_ZENER,,100nA @ 23V,49 Ohms,,30V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 30V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5264C-E3-08,diodes\Diode_ZENER,,100nA @ 46V,170 Ohms,,60V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 60V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5265C-E3-08,diodes\Diode_ZENER,,100nA @ 47V,185 Ohms,,62V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 62V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5250C-E3-08,diodes\Diode_ZENER,,100nA @ 15V,25 Ohms,,20V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 20V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
