Part Type,Part Number,Schematic Part,Part Value,Current - Reverse Leakage @ Vr,Impedance (Max) (Zzt),Voltage - Forward (Vf) (Max) @ If,Voltage - Zener (Nom) (Vz),Tolerance,Allegro PCB Footprint,Package / Case,Pspice Model,Power - Max,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE ZENER,MMSZ5252C-E3-08,diodes\Diode_ZENER,,100nA @ 18V,33 Ohms,,24V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 24V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5255C-E3-08,diodes\Diode_ZENER,,100nA @ 21V,44 Ohms,,28V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 28V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B3V3-E3-08,diodes\Diode_ZENER,,,80 Ohms,,3.3V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 3.3V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5241C-E3-08,diodes\Diode_ZENER,,2µA @ 8.4V,22 Ohms,,11V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 11V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5248C-E3-08,diodes\Diode_ZENER,,100nA @ 14V,21 Ohms,,18V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 18V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5260C-E3-08,diodes\Diode_ZENER,,100nA @ 33V,93 Ohms,,43V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 43V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5240C-E3-08,diodes\Diode_ZENER,,3µA @ 8V,17 Ohms,,10V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 10V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5225C-E3-08,diodes\Diode_ZENER,,50µA @ 1V,30 Ohms,,3V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 3V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5254C-E3-08,diodes\Diode_ZENER,,100nA @ 21V,41 Ohms,,27V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 27V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B5V1-HE3-08,diodes\Diode_ZENER,,100nA @ 800mV,30 Ohms,,5.1V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 5.1V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B10-HE3-08,diodes\Diode_ZENER,,100nA @ 7.5V,5.2 Ohms,,10V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 500MW SOD-123,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B4V3-HE3-08,diodes\Diode_ZENER,,,80 Ohms,,4.3V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 4.3V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B7V5-HE3-08,diodes\Diode_ZENER,,100nA @ 5V,4 Ohms,,7.5V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 7.5V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52B18-HE3-08,diodes\Diode_ZENER,,100nA @ 14V,18 Ohms,,18V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 500MW SOD-123,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,SZMMSZ5248ET1G,diodes\Diode_ZENER,,100nA @ 14V,21 Ohms,900mV @ 10mA,18V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 18V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5248C-HE3-08,diodes\Diode_ZENER,,100nA @ 14V,21 Ohms,,18V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 18V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5231C-HE3-08,diodes\Diode_ZENER,,5µA @ 2V,17 Ohms,,5.1V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 5.1V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5247C-HE3-08,diodes\Diode_ZENER,,100nA @ 13V,19 Ohms,,17V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 17V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5226C-HE3-08,diodes\Diode_ZENER,,25µA @ 1V,28 Ohms,,3.3V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 3.3V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5232C-HE3-08,diodes\Diode_ZENER,,5µA @ 3V,11 Ohms,,5.6V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 5.6V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5245C-HE3-08,diodes\Diode_ZENER,,100nA @ 11V,16 Ohms,,15V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 15V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,SMMSZ4689ET1G,diodes\Diode_ZENER,,10µA @ 3V,,900mV @ 10mA,5.1V,±5%,,SOD-123,,500mW,,,DIODE ZENER 5.1V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5245B RHG,diodes\Diode_ZENER,,100nA @ 11V,16 Ohms,,15V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/MMSZ5221B%20series_F1804.pdf,DIODE ZENER 15V 500MW SOD123F,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,BZT52C75 RHG,diodes\Diode_ZENER,,45nA @ 52.5V,255 Ohms,1V @ 10mA,75V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/BZT52C2V4%20SERIES_G1804.pdf,DIODE ZENER 75V 500MW SOD123F,Surface Mount,,2,-65°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,MMSZ5232B RHG,diodes\Diode_ZENER,,5µA @ 3V,11 Ohms,,5.6V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/MMSZ5221B%20series_F1804.pdf,DIODE ZENER 5.6V 500MW SOD123F,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,MMSZ5248B RHG,diodes\Diode_ZENER,,100nA @ 14V,21 Ohms,,18V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/MMSZ5221B%20series_F1804.pdf,DIODE ZENER 18V 500MW SOD123F,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,BZT52C15 RHG,diodes\Diode_ZENER,,45nA @ 10.5V,30 Ohms,1V @ 10mA,15V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/BZT52C2V4%20SERIES_G1804.pdf,DIODE ZENER 15V 500MW SOD123F,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,BZT52C12 RHG,diodes\Diode_ZENER,,90nA @ 8V,25 Ohms,1V @ 10mA,12V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/BZT52C2V4%20SERIES_G1804.pdf,DIODE ZENER 12V 500MW SOD123F,Surface Mount,,2,-65°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,BZT52C47 RHG,diodes\Diode_ZENER,,45nA @ 33V,170 Ohms,1V @ 10mA,47V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/BZT52C2V4%20SERIES_G1804.pdf,DIODE ZENER 47V 500MW SOD123F,Surface Mount,,2,-65°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,BZT52C8V2 RHG,diodes\Diode_ZENER,,630nA @ 5V,15 Ohms,1V @ 10mA,8.2V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/BZT52C2V4%20SERIES_G1804.pdf,DIODE ZENER 8.2V 500MW SOD123F,Surface Mount,,2,-65°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,BZT52HC4V3WF-7,diodes\Diode_ZENER,,3µA @ 1V,95 Ohms,900mV @ 10mA,4.3V,±6.98%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 4.3V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,KDZVTR2.4B,diodes\Diode_ZENER,,200µA @ 1V,,,2.4V,±6.25%,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZV2.4B/kdzvtr2.4b-e,ROHM'S ZENER DIODES ARE AVAILABL,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,DFLZ15-TP,diodes\Diode_ZENER,,1µA @ 1V,10 Ohms,1.2V @ 200mA,15V,±5%,,SOD-123F,,1W,,https://www.mccsemi.com/pdf/Products/DFLZ5V1-DFLZ100(SOD-123FL)-E.pdf,DIODE ZENER 1W SOD123,Surface Mount,,2,-55°C ~ 150°C (TJ),,Micro Commercial Co,,,
DIODE ZENER,KDZLVTR82,diodes\Diode_ZENER,,5µA @ 76V,,,82V,±6.1%,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZLV82/kdzlvtr82-e,KDZLV82 IS ZENER DIODE FOR VOLTA,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,KDZLVTR51,diodes\Diode_ZENER,,5µA @ 39V,,,51V,±5.88%,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZLV51/kdzlvtr51-e,KDZLV51 IS ZENER DIODE FOR VOLTA,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,KDZLVTR56,diodes\Diode_ZENER,,5µA @ 43V,,,56V,±6.25%,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZLV56/kdzlvtr56-e,KDZLV56 IS ZENER DIODE FOR VOLTA,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,KDZVTFTR6.2B,diodes\Diode_ZENER,,20µA @ 3V,,,6.2V,±6.45%,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZVTF6.2B/kdzvtftr6.2b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,KDZVTFTR5.6B,diodes\Diode_ZENER,,20µA @ 1.5V,,,5.6V,±6.25%,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZVTF5.6B/kdzvtftr5.6b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,KDZVTFTR6.8B,diodes\Diode_ZENER,,20µA @ 3.5V,,,6.8V,±6.62%,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZVTF6.8B/kdzvtftr6.8b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,KDZVTFTR5.1B,diodes\Diode_ZENER,,20µA @ 1V,,,5.1V,±5.88%,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZVTF5.1B/kdzvtftr5.1b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,"BZT52H-C12,115",diodes\Diode_ZENER,,100nA @ 8V,10 Ohms,900mV @ 10mA,12V,±5%,,SOD-123F,,375mW,,https://assets.nexperia.com/documents/data-sheet/BZT52H_SER.pdf,DIODE ZENER 12V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C (TA),,Nexperia USA Inc.,,,
DIODE ZENER,KDZVTR2.0B,diodes\Diode_ZENER,,200µA @ 500mV,,,2V,±6%,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZV2.0B/kdzvtr2.0b-e,ROHM'S ZENER DIODES ARE AVAILABL,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,MMSZ5242B RHG,diodes\Diode_ZENER,,1µA @ 9.1V,30 Ohms,,12V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/MMSZ5221B%20series_F1804.pdf,DIODE ZENER 12V 500MW SOD123F,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,BZT52C3V3 RHG,diodes\Diode_ZENER,,4.5µA @ 1V,95 Ohms,1V @ 10mA,3.3V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/BZT52C2V4%20SERIES_G1804.pdf,DIODE ZENER 3.3V 500MW SOD123F,Surface Mount,,2,-65°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,BZT52C5V1 RHG,diodes\Diode_ZENER,,1.8µA @ 2V,60 Ohms,1V @ 10mA,5.1V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/BZT52C2V4%20SERIES_G1804.pdf,DIODE ZENER 5.1V 500MW SOD123F,Surface Mount,,2,-65°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,BZT52HC6V2WF-7,diodes\Diode_ZENER,,3µA @ 4V,10 Ohms,900mV @ 10mA,6.2V,±6.45%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 6.2V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC8V2WF-7,diodes\Diode_ZENER,,700nA @ 5V,10 Ohms,900mV @ 10mA,8.2V,±6.1%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 8.2V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC10WF-7,diodes\Diode_ZENER,,200nA @ 7V,10 Ohms,900mV @ 10mA,10V,±6%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 10V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC9V1WF-7,diodes\Diode_ZENER,,500nA @ 6V,10 Ohms,900mV @ 10mA,9.1V,±5.49%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,ZENER DIODE SOD123F T&R 3K,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC15WF-7,diodes\Diode_ZENER,,50nA @ 10.5V,15 Ohms,900mV @ 10mA,15V,±6%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 15V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC24WF-7,diodes\Diode_ZENER,,50nA @ 16.8V,30 Ohms,900mV @ 10mA,24V,±5.83%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 24V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,"NZH7V5C,115",diodes\Diode_ZENER,,500nA @ 4V,8 Ohms,900mV @ 10mA,7.5V,±3%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 7.5V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,BZT52HC12WF-7,diodes\Diode_ZENER,,100nA @ 8V,10 Ohms,900mV @ 10mA,12V,±5.42%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 12V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,KDZVTR4.3B,diodes\Diode_ZENER,,20µA @ 1V,,,4.3V,,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZV4.3B/kdzvtr4.3b-e,DIODE ZENER 4.3V 1W PMDU,Surface Mount,,2,150°C,,Rohm Semiconductor,,,
DIODE ZENER,BZT52HC13WF-7,diodes\Diode_ZENER,,100nA @ 8V,10 Ohms,900mV @ 10mA,13V,±6.54%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 13V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,KDZVTR15B,diodes\Diode_ZENER,,10µA @ 11V,,,15V,,,SOD-123F,,1W,,https://www.rohm.com/datasheet/KDZV15B/kdzvtr15b-e,DIODE ZENER 15V 1W PMDU,Surface Mount,,2,150°C,,Rohm Semiconductor,,,
DIODE ZENER,"BZT52H-B39,115",diodes\Diode_ZENER,,50nA @ 27.3V,75 Ohms,900mV @ 10mA,39V,±2%,,SOD-123F,,375mW,,https://assets.nexperia.com/documents/data-sheet/BZT52H_SER.pdf,DIODE ZENER 39V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C (TA),,Nexperia USA Inc.,,,
DIODE ZENER,"NZH5V1B,115",diodes\Diode_ZENER,,5µA @ 1.5V,20 Ohms,900mV @ 10mA,5.1V,±3%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 5.1V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH11C,115",diodes\Diode_ZENER,,40nA @ 8V,10 Ohms,900mV @ 10mA,11V,±3%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 11V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH20C,115",diodes\Diode_ZENER,,40nA @ 15V,28 Ohms,900mV @ 10mA,20V,±3%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 20V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH5V6B,115",diodes\Diode_ZENER,,5µA @ 2.5V,13 Ohms,900mV @ 10mA,5.6V,±3%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 5.6V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH16C,115",diodes\Diode_ZENER,,40nA @ 12V,18 Ohms,900mV @ 10mA,16V,±3%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 16V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH4V7B,115",diodes\Diode_ZENER,,5µA @ 1V,25 Ohms,900mV @ 10mA,4.7V,±3%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 4.7V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH15B,115",diodes\Diode_ZENER,,40nA @ 11V,16 Ohms,900mV @ 10mA,15V,±5%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 15V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH9V1B,115",diodes\Diode_ZENER,,500nA @ 6V,8 Ohms,900mV @ 10mA,9.1V,±2%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 9.1V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH10C,115",diodes\Diode_ZENER,,200nA @ 7V,8 Ohms,900mV @ 10mA,10V,±3%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 10V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH18C,115",diodes\Diode_ZENER,,40nA @ 13V,23 Ohms,900mV @ 10mA,18V,±3%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 18V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH3V6B,115",diodes\Diode_ZENER,,5µA @ 1V,60 Ohms,900mV @ 10mA,3.6V,±5%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 3.6V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH3V0B,115",diodes\Diode_ZENER,,50µA @ 1V,80 Ohms,900mV @ 10mA,3V,±5%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 3V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"NZH12B,115",diodes\Diode_ZENER,,40nA @ 9V,12 Ohms,900mV @ 10mA,12V,±3%,,SOD-123F,,500mW,,https://assets.nexperia.com/documents/data-sheet/NZH_SER.pdf,DIODE ZENER 12V 500MW SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,BZT52C10 RHG,diodes\Diode_ZENER,,180nA @ 7V,20 Ohms,1V @ 10mA,10V,±5%,,SOD-123F,,500mW,,https://www.taiwansemi.com/products/datasheet/BZT52C2V4%20SERIES_G1804.pdf,DIODE ZENER 10V 500MW SOD123F,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE ZENER,BZT52HC7V5WF-7,diodes\Diode_ZENER,,1µA @ 5V,10 Ohms,900mV @ 10mA,7.5V,±5.33%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 7.5V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC30WF-7,diodes\Diode_ZENER,,50nA @ 21V,40 Ohms,900mV @ 10mA,30V,±6.67%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 30V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC6V8WF-7,diodes\Diode_ZENER,,2µA @ 4V,8 Ohms,900mV @ 10mA,6.8V,±5.88%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 6.8V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC3V0WF-7,diodes\Diode_ZENER,,10µA @ 1V,95 Ohms,900mV @ 10mA,3V,±6.67%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 3V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC5V6WF-7,diodes\Diode_ZENER,,1µA @ 2V,40 Ohms,900mV @ 10mA,5.6V,±7.14%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 5.6V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC5V1WF-7,diodes\Diode_ZENER,,2µA @ 2V,60 Ohms,900mV @ 10mA,5.1V,±5.88%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 5.1V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52HC27WF-7,diodes\Diode_ZENER,,50nA @ 18.9V,40 Ohms,900mV @ 10mA,27V,±7.04%,,SOD-123F,,375mW,,https://www.diodes.com/assets/Datasheets/BZT52HC2V4WF%20-%20BZT52HC47WF.pdf,DIODE ZENER 27V 375MW SOD123F,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
