Part Type,Applications,Type,Part Number,Schematic Part,Part Value,Capacitance @ Frequency,Current - Peak Pulse (10/1000us),Power Line Protection,Power - Peak Pulse,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ),Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE TVS,General Purpose,Zener,1.5SMC6.8CA,diodes\Diode_TVS,,,144.8A,No,1500W (1.5kW),6.45V,10.5V,5.8V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 5.8V 10.5V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC30CA,diodes\Diode_TVS,,,36.7A,No,1500W (1.5kW),28.5V,41.4V,25.6V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 25.6V 41.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC27CA,diodes\Diode_TVS,,,40.5A,No,1500W (1.5kW),25.7V,37.5V,23.1V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 23.1V 37.5V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ8.0CA,diodes\Diode_TVS,,,110.3A,No,1500W (1.5kW),8.89V,13.6V,8V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 8V 13.6V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC68CA,diodes\Diode_TVS,,,16.5A,No,1500W (1.5kW),64.6V,92V,58.1V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 58.1V 92V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC39CA,diodes\Diode_TVS,,,28.2A,No,1500W (1.5kW),37.1V,53.9V,33.3V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 33.3V 53.9V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ18CA-13-F,diodes\Diode_TVS,,,51.4A,No,1500W (1.5kW),20V,29.2V,18V,,"DO-214AB, SMC",,,,https://www.diodes.com/assets/Datasheets/ds19003.pdf,TVS DIODE 18V 29.2V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,SMCJ100CA,diodes\Diode_TVS,,,9.3A,No,1500W (1.5kW),111V,162V,100V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 100V 162V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC110CA,diodes\Diode_TVS,,,10A,No,1500W (1.5kW),105V,152V,94V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 94V 152V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC16CA-E3/57T,diodes\Diode_TVS,,,66.7A,No,1500W (1.5kW),15.2V,22.5V,13.6V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88303/15smc.pdf,TVS DIODE 13.6V 22.5V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,1.5SMC68CA-E3/57T,diodes\Diode_TVS,,,16.3A,No,1500W (1.5kW),64.6V,92V,58.1V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88303/15smc.pdf,TVS DIODE 58.1V 92V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,1.5SMC82CA-E3/57T,diodes\Diode_TVS,,,13.3A,No,1500W (1.5kW),77.9V,113V,70.1V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88303/15smc.pdf,TVS DIODE 70.1V 113V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,1.5SMC51CA-E3/57T,diodes\Diode_TVS,,,21.4A,No,1500W (1.5kW),48.5V,70.1V,43.6V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88303/15smc.pdf,TVS DIODE 43.6V 70.1V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,1.5SMC10CA-E3/57T,diodes\Diode_TVS,,,103A,No,1500W (1.5kW),9.5V,14.5V,8.55V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88303/15smc.pdf,TVS DIODE 8.55V 14.5V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,1.5SMC20CA-E3/57T,diodes\Diode_TVS,,,54.2A,No,1500W (1.5kW),19V,27.7V,17.1V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88303/15smc.pdf,TVS DIODE 17.1V 27.7V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,1.5SMC91CA-E3/57T,diodes\Diode_TVS,,,12A,No,1500W (1.5kW),86.5V,125V,77.8V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88303/15smc.pdf,TVS DIODE 77.8V 125V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,1.5SMC47CA-E3/57T,diodes\Diode_TVS,,,23.1A,No,1500W (1.5kW),44.7V,64.8V,40.2V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88303/15smc.pdf,TVS DIODE 40.2V 64.8V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,1.5SMC100CA-E3/57T,diodes\Diode_TVS,,,10.9A,No,1500W (1.5kW),95V,137V,85.5V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88303/15smc.pdf,TVS DIODE 85.5V 137V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ16CA,diodes\Diode_TVS,,,57.7A,No,1500W (1.5kW),17.8V,26V,16V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 16V 26V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ33CA,diodes\Diode_TVS,,,28.1A,No,1500W (1.5kW),36.7V,53.3V,33V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 33V 53.3V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ75CA,diodes\Diode_TVS,,,12.4A,No,1500W (1.5kW),83.3V,121V,75V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 75V 121V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ26CA,diodes\Diode_TVS,,,35.7A,No,1500W (1.5kW),28.9V,42.1V,26V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 26V 42.1V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ54CA,diodes\Diode_TVS,,,17.3A,No,1500W (1.5kW),60V,87.1V,54V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 54V 87.1V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ15CA,diodes\Diode_TVS,,,61.5A,No,1500W (1.5kW),16.7V,24.4V,15V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 15V 24.4V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ10CA,diodes\Diode_TVS,,,88.3A,No,1500W (1.5kW),11.1V,17V,10V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 10V 17V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ78CA-E3/57T,diodes\Diode_TVS,,,11.9A,No,1500W (1.5kW),86.7V,126V,78V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 78V 126V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ10CA-E3/57T,diodes\Diode_TVS,,,88.2A,No,1500W (1.5kW),11.1V,17V,10V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 10V 17V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ43CA-E3/57T,diodes\Diode_TVS,,,21.6A,No,1500W (1.5kW),47.8V,69.4V,43V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 43V 69.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ36CA-E3/9AT,diodes\Diode_TVS,,,25.8A,No,1500W (1.5kW),40V,58.1V,36V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 36V 58.1V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ188CA-E3/57T,diodes\Diode_TVS,,,4.6A,No,1500W (1.5kW),209V,328V,188V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 188V 328V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ6.5CA-E3/57T,diodes\Diode_TVS,,,133.9A,No,1500W (1.5kW),7.22V,11.2V,6.5V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 6.5V 11.2V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ90CA-TP,diodes\Diode_TVS,,,10.3A,No,1500W (1.5kW),100V,146V,90V,,"DO-214AB, SMC",,,,https://www.mccsemi.com/pdf/Products/SMCJ5.0~SMCJ440CA(DO-214AB).pdf,TVS DIODE 90V 146V DO214AB,Surface Mount,,2,-55°C ~ 175°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,SMCJ1.5KE91CA-TP,diodes\Diode_TVS,,,12.2A,No,1500W (1.5kW),86.5V,125V,77.8V,,"DO-214AB, SMC",,,,https://www.mccsemi.com/pdf/Products/SMCJ1.5KE6.8(C)A-SMCJ1.5KE550(C)A(DO-214AB)-G.pdf,TVS DIODE 77.8V 125V DO214AB,Surface Mount,,2,-55°C ~ 175°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,SMCJ1.5KE56CA-TP,diodes\Diode_TVS,,,19.7A,No,1500W (1.5kW),53.2V,77V,47.8V,,"DO-214AB, SMC",,,,https://www.mccsemi.com/pdf/Products/SMCJ1.5KE6.8(C)A-SMCJ1.5KE550(C)A(DO-214AB)-G.pdf,TVS DIODE 47.8V 77V DO214AB,Surface Mount,,2,-55°C ~ 175°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,SMCJ1.5KE51CA-TP,diodes\Diode_TVS,,,21.7A,No,1500W (1.5kW),48.5V,70.1V,43.6V,,"DO-214AB, SMC",,,,https://www.mccsemi.com/pdf/Products/SMCJ1.5KE6.8(C)A-SMCJ1.5KE550(C)A(DO-214AB)-G.pdf,TVS DIODE 43.6V 70.1V DO214AB,Surface Mount,,2,-55°C ~ 175°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,SMCJ1.5KE62CA-TP,diodes\Diode_TVS,,,17.9A,No,1500W (1.5kW),58.9V,85V,53V,,"DO-214AB, SMC",,,,https://www.mccsemi.com/pdf/Products/SMCJ1.5KE6.8(C)A-SMCJ1.5KE550(C)A(DO-214AB)-G.pdf,TVS DIODE 53V 85V DO214AB,Surface Mount,,2,-55°C ~ 175°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,SMCJ11CA-TP,diodes\Diode_TVS,,,82.5A,No,1500W (1.5kW),12.2V,18.2V,11V,,"DO-214AB, SMC",,,,https://www.mccsemi.com/pdf/Products/SMCJ5.0~SMCJ440CA(DO-214AB).pdf,TVS DIODE 11V 18.2V DO214AB,Surface Mount,,2,-55°C ~ 175°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,SMCJ1.5KE9.1CA-TP,diodes\Diode_TVS,,,113.4A,No,1500W (1.5kW),8.65V,13.4V,7.78V,,"DO-214AB, SMC",,,,https://www.mccsemi.com/pdf/Products/SMCJ1.5KE6.8(C)A-SMCJ1.5KE550(C)A(DO-214AB)-G.pdf,TVS DIODE 7.78V 13.4V DO214AB,Surface Mount,,2,-55°C ~ 175°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,SMCJ130CA-TR,diodes\Diode_TVS,,,38A (8/20µs),No,1500W (1.5kW),144V,265V,130V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/ed/51/0b/1f/07/5e/42/1e/CD00001367.pdf/files/CD00001367.pdf/jcr:content/translations/en.CD00001367.pdf,TVS DIODE 130V 265V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,SMCJ40CA-TR,diodes\Diode_TVS,,,119A (8/20µs),No,1500W (1.5kW),44.4V,84V,40V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/ed/51/0b/1f/07/5e/42/1e/CD00001367.pdf/files/CD00001367.pdf/jcr:content/translations/en.CD00001367.pdf,TVS DIODE 40V 84V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,SMDJ110CA,diodes\Diode_TVS,,,16.9A,No,3000W (3kW),122V,177V,110V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 110V 177V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC130CA TR13 PBFREE,diodes\Diode_TVS,,,8.4A,No,1500W (1.5kW),123.5V,179V,111V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=1.5SMC6.8CA_200CA.PDF,TVS DIODE 111V 179V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,SMLJ48CA-TP,diodes\Diode_TVS,,,38.8A,No,3000W (3kW),53.3V,77.4V,48V,,"DO-214AB, SMC",,,,https://www.mccsemi.com/pdf/Products/SMLJ5.0-SMLJ170CA(LSMC).pdf,TVS DIODE 48V 77.4V DO214AB,Surface Mount,,2,-55°C ~ 175°C (TJ),,Micro Commercial Co,,,
DIODE TVS,Automotive,Zener,SM15T27CAY,diodes\Diode_TVS,,,207A (8/20µs),No,1500W (1.5kW),25.7V,48.3V,23.1V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/83/5f/b6/7b/63/85/41/b5/CD00283429.pdf/files/CD00283429.pdf/jcr:content/translations/en.CD00283429.pdf,TVS DIODE 23.1V 48.3V SMC,Surface Mount,,2,-40°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,SM15T15CA-E3/57T,diodes\Diode_TVS,,,71A,No,1500W (1.5kW),14.3V,21.2V,12.8V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88380/sm15t.pdf,TVS DIODE 12.8V 21.2V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,1.5SMC16CA,diodes\Diode_TVS,,,67.6A,No,1500W (1.5kW),15.2V,22.5V,13.6V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 13.6V 22.5V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,3SMC6.0CA TR13 PBFREE,diodes\Diode_TVS,,,291.3A,No,3000W (3kW),6.67V,10.3V,6V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0CA_THRU_3SMC170CA.PDF,TVS DIODE 6V 10.3V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,SMC3K48CA-M3/57,diodes\Diode_TVS,,,38.8A,No,3000W (3kW),53.3V,77.4V,48V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/89433/smc3k22ca.pdf,TVS DIODE 48V 77.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,Automotive,Zener,ATV50C240JB-HF,diodes\Diode_TVS,,,128.5A,No,5000W (5kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,http://www.comchiptech.com/admin/files/product/ATV50C-HF%20Series%20RevC.pdf,TVS DIODE 24V 38.9V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,SMCJ15CA-13-F,diodes\Diode_TVS,,,61.5A,No,1500W (1.5kW),16.7V,24.4V,15V,,"DO-214AB, SMC",,,,https://www.diodes.com/assets/Datasheets/ds19003.pdf,TVS DIODE 15V 24.4V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,SMLJ78CA,diodes\Diode_TVS,,,22.8A,No,3000W (3kW),86.7V,126V,78V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 78V 126V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ54CA,diodes\Diode_TVS,,,34.4A,No,3000W (3kW),60V,87.1V,54V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 54V 87.1V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ120CA,diodes\Diode_TVS,,,15.6A,No,3000W (3kW),133V,193V,120V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 120V 193V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ100CA,diodes\Diode_TVS,,,18.6A,No,3000W (3kW),111V,162V,100V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 100V 162V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ15CA,diodes\Diode_TVS,,,123A,No,3000W (3kW),16.7V,24.4V,15V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 15V 24.4V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ5.0CA,diodes\Diode_TVS,,,326A,No,3000W (3kW),6.4V,9.2V,5V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 5V 9.2V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ24CA,diodes\Diode_TVS,,,77.2A,No,3000W (3kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 24V 38.9V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ18CA,diodes\Diode_TVS,,,102.8A,No,3000W (3kW),20V,29.2V,18V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 18V 29.2V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ12CA,diodes\Diode_TVS,,,150.6A,No,3000W (3kW),13.3V,19.9V,12V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 12V 19.9V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ10CA,diodes\Diode_TVS,,,176.4A,No,3000W (3kW),11.1V,17V,10V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 10V 17V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ15CA-TP,diodes\Diode_TVS,,,123A,No,3000W (3kW),16.7V,24.4V,15V,,"DO-214AB, SMC",,,,https://www.mccsemi.com/pdf/Products/SMLJ5.0-SMLJ170CA(LSMC).pdf,TVS DIODE 15V 24.4V DO214AB,Surface Mount,,2,-55°C ~ 175°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,SMLJ10CA-TP,diodes\Diode_TVS,,,176.4A,No,3000W (3kW),11.1V,17V,10V,,"DO-214AB, SMC",,,,https://www.mccsemi.com/pdf/Products/SMLJ5.0-SMLJ170CA(LSMC).pdf,TVS DIODE 10V 17V DO214AB,Surface Mount,,2,-55°C ~ 175°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,SMCJ30CATR,diodes\Diode_TVS,,,31A,No,1500W (1.5kW),33.3V,48.4V,30V,,"DO-214AB, SMC",,,,http://www.smc-diodes.com/propdf/SMCJ%20SERIES%20N0002%20REV.C.pdf,TVS DIODE 30V 48.4V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,SMC Diode Solutions,,,
DIODE TVS,General Purpose,Zener,SMCJ90CATR,diodes\Diode_TVS,,,103A,No,1500W (1.5kW),100V,146V,90V,,"DO-214AB, SMC",,,,http://www.smc-diodes.com/propdf/SMCJ%20SERIES%20N0002%20REV.C.pdf,TVS DIODE 90V 146V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,SMC Diode Solutions,,,
DIODE TVS,General Purpose,Zener,SMCJ24CATR,diodes\Diode_TVS,,,38.6A,No,1500W (1.5kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,http://www.smc-diodes.com/propdf/SMCJ%20SERIES%20N0002%20REV.C.pdf,TVS DIODE 24V 38.9V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,SMC Diode Solutions,,,
DIODE TVS,General Purpose,Zener,SMCJ10CA-13-F,diodes\Diode_TVS,,,88.2A,No,1500W (1.5kW),11.1V,17V,10V,,"DO-214AB, SMC",,,,https://www.diodes.com/assets/Datasheets/ds19003.pdf,TVS DIODE 10V 17V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,SMCJ24CA-13,diodes\Diode_TVS,,,38.6A,No,1500W (1.5kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,https://www.diodes.com/assets/Datasheets/ds19003.pdf,TVS DIODE 24V 38.9V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,SMCJ70CA-TR,diodes\Diode_TVS,,,69A (8/20µs),No,1500W (1.5kW),77.8V,146V,70V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/ed/51/0b/1f/07/5e/42/1e/CD00001367.pdf/files/CD00001367.pdf/jcr:content/translations/en.CD00001367.pdf,TVS DIODE 70V 146V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,SMCJ85CA-TR,diodes\Diode_TVS,,,56A (8/20µs),No,1500W (1.5kW),94V,178V,85V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/ed/51/0b/1f/07/5e/42/1e/CD00001367.pdf/files/CD00001367.pdf/jcr:content/translations/en.CD00001367.pdf,TVS DIODE 85V 178V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,SMCJ13CA-TR,diodes\Diode_TVS,,,368A (8/20µs),No,1500W (1.5kW),14.4V,27.2V,13V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/ed/51/0b/1f/07/5e/42/1e/CD00001367.pdf/files/CD00001367.pdf/jcr:content/translations/en.CD00001367.pdf,TVS DIODE 13V 27.2V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
