Part Type,Applications,Type,Part Number,Schematic Part,Part Value,Capacitance @ Frequency,Current - Peak Pulse (10/1000us),Power Line Protection,Power - Peak Pulse,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ),Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE TVS,General Purpose,Zener,ESD401DPYR,diodes\Diode_TVS,,,4.5A (8/20µs),No,67W,7.5V,24V (Typ),5.5V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fesd401,TVS DIODE 5.5V 24V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,"Automotive, RF Antenna",Zener,SZESD7241N2T5G,diodes\Diode_TVS,,1pF @ 1MHz (Max),,No,,24.3V,48V (Typ),24V (Max),,0402 (1006 Metric),,,,http://www.onsemi.com/pub/Collateral/ESD7241-D.PDF,TVS DIODE 24V 48V 2X2DFN,Surface Mount,,2,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
DIODE TVS,Automotive,Zener,ACPDQC5V0CSP-HF,diodes\Diode_TVS,,0.3pF @ 1MHz,3A (8/20µs),No,60W,6V,20V,5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/ACPDQC5V0CSP-HF%20RevA449708.pdf,TVS DIODE 5V 20V 0402C/SOD923F,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQC12VE-HF,diodes\Diode_TVS,,30pF @ 1MHz,5A (8/20µs),No,115W,14V,23V,12V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQC12VE-HF RevA675189.pdf,TVS DIODE 12V 23V 0402C/SOD923F,Surface Mount,,2,-55°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQC3V3C-HF,diodes\Diode_TVS,,6pF @ 1MHz,5A (8/20µs),No,65W,3.6V,13V,3.3V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQC3V3C-HF%20RevD050204.pdf,TVS DIODE 3.3V 13V 0402C/SOD923F,Surface Mount,,2,-55°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,DESD5V0S1BLD-7B,diodes\Diode_TVS,,35pF @ 1MHz,12A (8/20µs),No,130W,5.5V,14V,5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/DESD5V0S1BLD.pdf,TVS DIODE 5V 14V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,Automotive,Zener,D24V0L1B2LP-7B,diodes\Diode_TVS,,6pF @ 1MHz,2A (8/20µs),No,90W,26V,46V,24V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D24V0L1B2LP.pdf,TVS DIODE 24V 46V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,Automotive,Zener,ACPDQC3V3T-HF,diodes\Diode_TVS,,20pF @ 1MHz,16A (8/20µs),No,,3.6V,9.8V,3.3V (Max),,0402 (1005 Metric),,,,http://www.comchiptech.com/admin/files/product/ACPDQC3V3T-HF%20RevA660763.pdf,TVS DIODE 3.3V 9.8V 0402C,Surface Mount,,2,,,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQC5V0R-HF,diodes\Diode_TVS,,24pF @ 1MHz,11A (8/20µs),No,,5.6V,12V,5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDxx5V0R-HF Series RevC661473.pdf,TVS DIODE 5V 12V 0402C/SOD923F,Surface Mount,,2,-40°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQR5V0HE-HF,diodes\Diode_TVS,,15pF @ 1MHz,8A (8/20µs),No,128W,5.5V,16V,5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQR5V0HE-HF RevB812651.pdf,TVS DIODE 5V 16V 0402/SOD923F,Surface Mount,,2,-40°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,DESD5V0S1BL-7B,diodes\Diode_TVS,,35pF @ 1MHz,12A (8/20µs),No,130W,5.5V,14V,5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/ds31434.pdf,TVS DIODE 5V 14V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,SESD5V0V1BLATR,diodes\Diode_TVS,,15pF @ 1MHz,4A (8/20µs),No,45W,5.8V,12.5V,5V (Max),,0402 (1006 Metric),,,,//media.digikey.com/pdf/Data%20Sheets/SMC%20Diodes/SESD5V0V1BLA%20N2129%20REV.-.pdf,DIODE ESD 5V BIDIRECTIONAL DFN10,Surface Mount,,2,150°C (TJ),,SMC Diode Solutions,,,
DIODE TVS,General Purpose,Zener,SP0402B-ELC-01ETG,diodes\Diode_TVS,,0.15pF @ 1MHz,2.5A (8/20µs),No,,9.6V (Typ),14V (Typ),7V,,0402 (1006 Metric),,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diode_arrays/littelfuse_tvs_diode_array_enhanced_esd_discrete_tvs_datasheet.pdf.pdf,TVS DIODE 7V 14V 0402/2DFN,Surface Mount,,2,-30°C ~ 85°C (TA),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,ESDSLC5V0LB-TP,diodes\Diode_TVS,,0.26pF @ 1MHz,4A (8/20µs),No,80W,6V,20V,5V (Max),,0402 (1006 Metric),,,,https://www.mccsemi.com/pdf/Products/ESDSLC5V0LB(DFN1006-2)-A.pdf,TVS DIODE 5V 20V DFN1006,Surface Mount,,2,-55°C ~ 125°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,ESDSLC16VLB-TP,diodes\Diode_TVS,,0.7pF @ 1MHz,1A (8/20µs),No,30W,18V,30V,16V (Max),,0402 (1006 Metric),,,,https://www.mccsemi.com/pdf/Products/ESDSLC16VLB(DFN1006-2)-A.pdf,TVS DIODE 16V 30V DFN1006-2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Micro Commercial Co,,,
DIODE TVS,Automotive,Zener,TPD1E10B09QDPYRQ1,diodes\Diode_TVS,,12pF @ 1MHz,6A (8/20µs),No,90W,6V,14V (Typ),5.5V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e10b09-q1,TVS DIODE 5.5V 14V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,Automotive,Zener,TPD1E10B06QDPYRQ1,diodes\Diode_TVS,,12pF @ 1MHz,6A (8/20µs),No,90W,6V,14V (Typ),5.5V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e10b06-q1,TVS DIODE 5.5V 14V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,General Purpose,Zener,CPDQR5V0,diodes\Diode_TVS,,15pF @ 1MHz,5A (8/20µs),No,75W,5.1V,15V,5V,,0402 (1005 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQR5V0-HF RevG339730.pdf,TVS DIODE 5V 15V 0402/SOD923F,Surface Mount,,2,,,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQT5V0SP-HF,diodes\Diode_TVS,,0.5pF @ 1MHz,1A (8/20µs),No,,5.4V,12.9V,5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQT5V0SP-HF%20RevC235622.pdf,ESD DIODE 5VWM 12.9VC 0402 SOD-8,Surface Mount,,2,-55°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,Automotive,Zener,ACPDQC12V-HF,diodes\Diode_TVS,,12pF @ 1MHz,1A (8/20µs),No,25W,13V,25V,12V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/12027_20190315101536.pdf,ESD DIODE 12VWM 25VC BI-DIR 0402,Surface Mount,,2,-40°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQC12V-HF,diodes\Diode_TVS,,12pF @ 1MHz,1A (8/20µs),No,25W,13V,25V,12V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/12026_20190315101109.pdf,ESD DIODE 12VWM 25VC BI-DIR 0402,Surface Mount,,2,-40°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,D3V3H1B2LP-7B,diodes\Diode_TVS,,100pF @ 1MHz,40A (8/20µs),No,380W,3.8V,9.5V,3.3V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D3V3H1B2LP.pdf,TVS DIODE 9.5VC 40A X1DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,ESD24VLB-TP,diodes\Diode_TVS,,20pF @ 1MHz (Max),5A (8/20µs),No,300W,27V,40V,24V (Max),,0402 (1006 Metric),,,,https://www.mccsemi.com/pdf/Products/ESD24VLB(DFN1006-2)-V1.pdf,VARISTOR 24V DFN1006-2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,CPDQC3V3A-HF,diodes\Diode_TVS,,0.2pF @ 1MHz,4A (8/20µs),Yes,100W,4.5V,25V,3.3V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/12011_20190314142456.pdf,ESD DIODE 3.3VWM 25VC 0402 SOD-9,Surface Mount,,2,-55°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,ESDLC5V0LB-TP,diodes\Diode_TVS,,10pF @ 1MHz,7A (8/20µs),No,105W,6V,15V,5V (Max),,0402 (1006 Metric),,,,https://www.mccsemi.com/pdf/Products/ESDLC5V0LB(DFN1006-2)-V1.pdf,TVS DIODE 5.5V DFN1006-2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Micro Commercial Co,,,
DIODE TVS,Automotive,Zener,ACPDQC3V3R-HF,diodes\Diode_TVS,,18pF @ 1MHz,2A (8/20µs),No,36W,5V,18V,3.3V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/12025_20190315100524.pdf,ESD DIODE 3.3VWM 18VC 0402 SOD-9,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQC3V3R-HF,diodes\Diode_TVS,,18pF @ 1MHz,2A (8/20µs),No,36W,5V,18V,3.3V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/12024_20190315100224.pdf,ESD DIODE 3.3VWM 18VC 0402 SOD-9,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,AOZ8131DI-05L,diodes\Diode_TVS,,1.25pF @ 1MHz,4A (8/20µs),No,,6V,22V,5V (Max),,0402 (1006 Metric),,,,http://aosmd.com/res/data_sheets/AOZ8131DI.pdf,TVS DIODE 5V 22V 2DFN,Surface Mount,,2,-40°C ~ 125°C (TJ),,Alpha & Omega Semiconductor Inc.,,,
DIODE TVS,"Automotive, Ethernet",Zener,UCLAMP3311PQTCT,diodes\Diode_TVS,,12pF @ 1MHz,5A (8/20µs),No,90W,3.5V,18V,3.3V (Max),,0402 (1006 Metric),,,,https://semtech.my.salesforce.com/sfc/p/#E0000000JelG/a/2R0000001NG1/lOpZTAKa_CXUutmayo7ywanTs4KkyNEXKxEdsuxE7bg,TVS DIODE 3.3V 18V SLP1006P2,Surface Mount,,2,-40°C ~ 85°C (TJ),,Semtech Corporation,,,
DIODE TVS,Automotive,Zener,RCLAMP1521PQTCT,diodes\Diode_TVS,,0.3pF @ 1MHz,4A (8/20µs),No,120W,16.7V,35V,15V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/rclamp1521pq.pdf,TVS DIODE 15V 35V SLP1006P2,Surface Mount,,2,-40°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,CPDQR5V0-HF,diodes\Diode_TVS,,15pF @ 1MHz,5A (8/20µs),No,75W,5.1V,16V,5V,,0402 (1005 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQR5V0-HF RevG339730.pdf,TVS DIODE 5V 16V 0402/SOD923F,Surface Mount,,2,,,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQR12V-HF,diodes\Diode_TVS,,12pF @ 1MHz,1A (8/20µs),No,25W,13V,25V,12V,,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQR12V-HF RevB390017.pdf,TVS DIODE 12V 25V 0402,Surface Mount,,2,,,Comchip Technology,,,
DIODE TVS,Automotive,Zener,D24V0L1B2LPSQ-7B,diodes\Diode_TVS,,6pF @ 1MHz,2A (8/20µs),No,90W,26V,46V,24V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D24V0L1B2LPS.pdf,TVS DIODE 24V 46V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,D5V0X1B2LP-7B,diodes\Diode_TVS,,0.3pF @ 1MHz,1.5A (8/20µs),No,,7V,14V,5.5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D5V0X1B2LP.pdf,TVS DIODE 5.5V 14V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,TPD1E1B04DPYR,diodes\Diode_TVS,,1pF @ 1MHz,6.3A (8/20µs),No,50W,6.4V (Typ),8.5V (Typ),3.6V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e1b04,TVS DIODE 3.6V 8.5V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,Automotive,Zener,ACPDQC5V0R-HF,diodes\Diode_TVS,,24pF @ 1MHz,11A (8/20µs),No,,5.6V,12V,5V (Max),,0402 (1005 Metric),,,,http://www.comchiptech.com/admin/files/product/ACPDxx5V0R-HF%20Series%20RevB661222.pdf,TVS DIODE 5V 12V 0402C/SOD923F,Surface Mount,,2,-40°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQC5V0P-HF,diodes\Diode_TVS,,6pF @ 1MHz,5A (8/20µs),No,85W,5.6V,17V,5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQC5V0P-HF%20RevB453174.pdf,TVS DIODE 5V 17V 0402/SOD923F,Surface Mount,,2,-40°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,TPD1E10B09DPYT,diodes\Diode_TVS,,,4.5A (8/20µs),No,90W,9.5V,20V,9V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e10b09,TVS DIODE 9V 20V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,Automotive,Zener,UCLAMP0511PQTCT,diodes\Diode_TVS,,75pF @ 1MHz,12A (8/20µs),No,170W,6V,14V,5V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/uclamp0511pq.pdf,TVS DIODE 5V 14V SLP1006P2,Surface Mount,,2,-40°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,D5V0L1B2LP4-7B,diodes\Diode_TVS,,15pF @ 1MHz,6A (8/20µs),No,84W,6V,14V,5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D5V0L1B2LP4.pdf,TVS DIODE 5V 14V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,GG0402055R042P,diodes\Diode_TVS,,5pF @ 1MHz,4A (8/20µs),No,60W,5.2V,16V,5V,,0402 (1005 Metric),,,,http://datasheets.avx.com/AVX-GiGuard.pdf,TVS DIODE 5V 16V 0402,Surface Mount,,2,125°C,,AVX Corporation,,,
DIODE TVS,General Purpose,Zener,D5V0L1B2LP-7B,diodes\Diode_TVS,,15pF @ 1MHz,6A (8/20µs),No,84W,6V,14V,5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D5V0L1B2LP.pdf,TVS DIODE 5V 14V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,USB,Zener,ESDM3051N2T5G,diodes\Diode_TVS,,21pF @ 1MHz (Max),8A,No,,5.1V,8.2V,5V (Max),,0402 (1006 Metric),,,,https://www.onsemi.com/pub/Collateral/ESDM3051-D.PDF,TVS DIODE 5V 8.2V 2X2DFN,Surface Mount,,2,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
DIODE TVS,General Purpose,Zener,ESD5V0LB-TP,diodes\Diode_TVS,,80pF @ 1MHz,25A (8/20µs),No,400W,6V,16V,5V (Max),,0402 (1006 Metric),,,,https://www.mccsemi.com/pdf/Products/ESD5V0LB(DFN1006-2)-A.pdf,TVS DIODE 5V 16V DFN1006-2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,D5V0P1B2LP-7B,diodes\Diode_TVS,,8pF @ 1MHz,4A (8/20µs),No,,6V,13V,5.5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D5V0P1B2LP.pdf,TVS DIODE 5.5V 13V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Steering (Rail to Rail),TPD2EUSB30DRTR,TI TPD2EUSB30DRTR,,,1A (8/20µs),Yes,45W,7V,8V,5.5V (Max),,SOT-3,,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd2eusb30,TVS DIODE 5.5V 8V SOT3,Surface Mount,,2,-40°C ~ 85°C (TA),,Texas Instruments,,,
DIODE TVS,HDMI,Steering (Rail to Rail),DT1042-04SO-7,DIODES SOT-23-6,,,6A (8/20µs),Yes,55W,6.2V,9V,5V (Max),,SOT-23-6,,,,https://www.diodes.com/assets/Datasheets/DT1042-04SO.pdf,TVS DIODE 5V 9V SOT26,Surface Mount,,2,-55°C ~ 85°C (TA),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,NUP2105LT1G,ON SEMI SOT-23-3,,30pF @ 1MHz,8A (8/20µs),No,350W,26.2V,44V,24V (Min),,"TO-236-3, SC-59, SOT-23-3",,,,http://www.onsemi.com/pub/Collateral/NUP2105L-D.PDF,TVS DIODE 24V 44V SOT23-3,Surface Mount,,2,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
DIODE TVS,General Purpose,Zener,SMBJ170A R5G,diodes\Diode_TVS_UNI,,,2.2A,No,600W,189V,275V,170V,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/SMBJ%20SERIES_P1812.pdf,TVS DIODE 170V 275V DO214AA,Surface Mount,,2,-55°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,Telecom,"DO-214AA, SMB",1.5SMB30A,diodes\Diode_TVS_UNI,,,201.9A (8/20µs),No,1500W (1.5kW),28.5V,53.5V,25.6V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smb-_datasheet.pdf.pdf,TVS DIODE 1500W 30V UNI DO214AA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Telecom,"DO-214AA, SMB",1.5SMB56A,diodes\Diode_TVS_UNI,,,108.4A (8/20µs),No,1500W (1.5kW),53.2V,99.5V,47.8V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smb-_datasheet.pdf.pdf,TVS DIODE 1500W 56V UNI DO214AA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Telecom,"DO-214AA, SMB",1.5SMB39A,diodes\Diode_TVS_UNI,,,155.1A (8/20µs),No,1500W (1.5kW),37.1V,69.6V,33.3V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smb-_datasheet.pdf.pdf,TVS DIODE 1500W 39V UNI DO214AA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Telecom,"DO-214AA, SMB",1.5SMB33A,diodes\Diode_TVS_UNI,,,183.2A (8/20µs),No,1500W (1.5kW),31.4V,59V,28.2V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smb-_datasheet.pdf.pdf,TVS DIODE 1500W 33V UNI DO214AA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Telecom,"DO-214AA, SMB",1.5SMB36A,diodes\Diode_TVS_UNI,,,167.8A (8/20µs),No,1500W (1.5kW),34.2V,64.5V,30.8V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smb-_datasheet.pdf.pdf,TVS DIODE 1500W 36V UNI DO214AA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Telecom,"DO-214AA, SMB",1.5SMB68A,diodes\Diode_TVS_UNI,,,90.8A (8/20µs),No,1500W (1.5kW),64.6V,118.9V,58.1V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smb-_datasheet.pdf.pdf,TVS DIODE 1500W 68V UNI DO214AA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Telecom,"DO-214AA, SMB",1.5SMB43A,diodes\Diode_TVS_UNI,,,140.8A (8/20µs),No,1500W (1.5kW),40.9V,76.6V,36.8V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smb-_datasheet.pdf.pdf,TVS DIODE 1500W 43V UNI DO214AA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMBJ170A-E3/52,diodes\Diode_TVS_UNI,,,2.2A,No,600W,189V,275V,170V,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88392/smbj.pdf,TVS DIODE 170V 275V DO214AA,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P6SMB15A R5G,diodes\Diode_TVS_UNI,,,29A,No,600W,14.3V,21.2V,12.8V,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/P6SMB%20SERIES_N1701.pdf,TVS DIODE 12.8V 21.2V DO214AA,Surface Mount,,2,-55°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMB10J24A-E3/5B,diodes\Diode_TVS_UNI,,,25.7A,No,1000W (1kW),26.7V,38.9V,24V,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88422/smb10j5.pdf,TVS DIODE 24V 38.9V DO214AA,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SACB22,diodes\Diode_TVS_UNI,,,14A,No,500W,24.4V,35.4V,22V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sacb_datasheet.pdf.pdf,TVS DIODE 22V 35.4V SMB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SACB5.0,diodes\Diode_TVS_UNI,,,44A,No,500W,7.6V,10V,5V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sacb_datasheet.pdf.pdf,TVS DIODE 5V 10V SMB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SACB50,diodes\Diode_TVS_UNI,,,5.8A,No,500W,55.5V,88V,50V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sacb_datasheet.pdf.pdf,TVS DIODE 50V 88V SMB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SACB6.0,diodes\Diode_TVS_UNI,,,41A,No,500W,7.9V,11.2V,6V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sacb_datasheet.pdf.pdf,TVS DIODE 6V 11.2V SMB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SACB36,diodes\Diode_TVS_UNI,,,8.6A,No,500W,40V,60V,36V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sacb_datasheet.pdf.pdf,TVS DIODE 36V 60V SMB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SACB45,diodes\Diode_TVS_UNI,,,6.8A,No,500W,50V,77V,45V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sacb_datasheet.pdf.pdf,TVS DIODE 45V 77V SMB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SZ1SMB28AT3G,diodes\Diode_TVS_UNI,,590pF @ 1MHz,13.2A,No,600W,31.1V,45.4V,28V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smb_datasheet.pdf.pdf,TVS DIODE 28V 45.4V SMB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SZP6SMB30AT3G,diodes\Diode_TVS_UNI,,635pF @ 1MHz,14.4A,No,600W,28.5V,41.4V,25.6V,,"DO-214AA, SMB",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_szp6smb_datasheet.pdf.pdf,TVS DIODE 25.6V 41.4V SMB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
