Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,Features,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Capacitor,Automotive,2220J1K50562JKT,capacitors\2220_5750Metric,5600pF,±5%,,1500V (1.5kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://www.knowlescapacitors.com/getattachment/69a6c2c9-aa2d-47b1-a464-2cf1518cf4c1/AEC-Q200,CAP CER 5600PF 1.5KV C0GNP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Knowles Syfer,,,
Capacitor,General Purpose,2220J6300333JGT,capacitors\2220_5750Metric,0.033uF,±5%,,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/2220J6300333JGT.pdf,CAP CER .033UF 630V C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Knowles Syfer,,,
Capacitor,Boardflex Sensitive,2220Y1K00472MXT,capacitors\2220_5750Metric,4700pF,±20%,Soft Termination,1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://www.knowlescapacitors.com/getattachment/2dbfc8bc-e2b3-4b4d-afb1-43b011b9ebe0/High-Std-Voltage.aspx,CAP CER 4700PF 1KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Knowles Syfer,,,
Capacitor,Safety,502S47W222KV3E-****-SC,capacitors\2220_5750Metric,2200pF,±10%,,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Dielectrics/AC_Safety_Capacitors.pdf,CAP CER 2200PF 250VAC X7R 2220,"Surface Mount, MLCC",0.225 L x 0.200 W (5.72mm x 5.08mm),2,-55°C ~ 125°C,,Johanson Dielectrics Inc.,,,
Capacitor,Safety,2220JA250472KXTB16,capacitors\2220_5750Metric,4700pF,±10%,,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://www.knowlescapacitors.com/getattachment/fe7386b2-d58d-4a83-96e0-cf03dfba634f/Safety-Cap.aspx,CAP CER 4700PF 250VAC X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Knowles Syfer,,,
Capacitor,Safety,502S47W472KV3E-****-SC,capacitors\2220_5750Metric,4700pF,±10%,,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Dielectrics/AC_Safety_Capacitors.pdf,CAP CER 4700PF 250VAC X7R 2220,"Surface Mount, MLCC",0.225 L x 0.200 W (5.72mm x 5.08mm),2,-55°C ~ 125°C,,Johanson Dielectrics Inc.,,,
Capacitor,Boardflex Sensitive,2220Y1K00104KXT,capacitors\2220_5750Metric,0.1uF,±10%,Soft Termination,1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://www.knowlescapacitors.com/getattachment/2dbfc8bc-e2b3-4b4d-afb1-43b011b9ebe0/High-Std-Voltage.aspx,CAP CER 0.1UF 1KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Knowles Syfer,,,
Capacitor,"Automotive, Boardflex Sensitive",2220Y1K00104KST,capacitors\2220_5750Metric,0.1uF,±10%,Soft Termination,1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://www.knowlescapacitors.com/getattachment/553bc968-7ba5-4a3c-8fe7-7202594d8b34/C0G-NP0.aspx,CAP CER 0.1UF 1KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Knowles Syfer,,,
Capacitor,General Purpose,22205C105KAT1A,capacitors\2220_5750Metric,1uF,±10%,,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/X7RDielectric.pdf,CAP CER 1UF 50V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,2220HC562KAT1A,capacitors\2220_5750Metric,5600pF,±10%,High Voltage,3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 5600PF 3KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,"SMPS Filtering, Boardflex Sensitive",2220HC682KAZ1A,capacitors\2220_5750Metric,6800pF,±10%,"Soft Termination, High Voltage",3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,CAP CER 6800PF 3KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,2220CC274KAT1A,capacitors\2220_5750Metric,0.27uF,±10%,High Voltage,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 0.27UF 630V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,2220HC682KAT1A,capacitors\2220_5750Metric,6800pF,±10%,High Voltage,3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 6800PF 3KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,C5750CH2W104J280KA,capacitors\2220_5750Metric,0.1uF,±5%,,450V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,CAP CER 0.1UF 450V CH 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-25°C ~ 85°C,,TDK Corporation,,,
Capacitor,Automotive,KVF500L685M55NHT00,capacitors\2220_5750Metric,6.8uF,±20%,High Temperature,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-kvf-e-2019.pdf,CAP CER 6.8UF 50V X8L 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 150°C,,United Chemi-Con,,,
Capacitor,General Purpose,2220AC104KAT1A,capacitors\2220_5750Metric,0.1uF,±10%,High Voltage,1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 0.1UF 1KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,"SMPS Filtering, Boardflex Sensitive",2220CC224KAZ1A,capacitors\2220_5750Metric,0.22uF,±10%,"Soft Termination, High Voltage",630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,CAP CER 0.22UF 630V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,C5750X7S2A226M280KB,capacitors\2220_5750Metric,22uF,±20%,,100V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,"COMMERCIAL GRADE MID-VOLTAGE,222","Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Automotive,CGA9Q4C0G2W104J280KA,capacitors\2220_5750Metric,0.1uF,±5%,,450V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,CAP CER 0.1UF 450V C0G 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,2220GC103MAT1A,capacitors\2220_5750Metric,10000pF,±20%,High Voltage,2000V (2kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 10000PF 2KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,Automotive,CGA9Q4NP02W104J280KA,capacitors\2220_5750Metric,0.1uF,±5%,High Temperature,450V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_hightemp_en.pdf?ref_disty=digikey,CAP CER 0.1UF 450V NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,"Automotive, SMPS Filtering",CGA9Q1C0G3A333J280KC,capacitors\2220_5750Metric,0.033uF,±5%,High Voltage,1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_highvoltage_en.pdf?ref_disty=digikey,CAP CER 0.033UF 1KV NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,C5750CH2J104J280KC,capacitors\2220_5750Metric,0.1uF,±5%,,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,CAP CER 0.1UF 630V CH 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-25°C ~ 85°C,,TDK Corporation,,,
Capacitor,General Purpose,C5750C0G3A333J280KC,capacitors\2220_5750Metric,0.033uF,±5%,High Voltage,1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_highvoltage_en.pdf?ref_disty=digikey,CAP CER 0.033UF 1KV NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,C5750C0G3A103J280KC,capacitors\2220_5750Metric,10000pF,±5%,High Voltage,1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_highvoltage_en.pdf?ref_disty=digikey,CAP CER 10000PF 1KV NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,C5750C0G3A223J280KC,capacitors\2220_5750Metric,0.022uF,±5%,High Voltage,1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_highvoltage_en.pdf?ref_disty=digikey,CAP CER 0.022UF 1KV NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,2220CC104KAT1A,capacitors\2220_5750Metric,0.1uF,±10%,High Voltage,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 0.1UF 630V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,2220GC102KAT1A,capacitors\2220_5750Metric,1000pF,±10%,High Voltage,2000V (2kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 1000PF 2KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,2220HC123KAT1A,capacitors\2220_5750Metric,0.012uF,±10%,High Voltage,3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 0.012UF 3KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,"Automotive, SMPS Filtering",CGA9Q1C0G3A153J280KC,capacitors\2220_5750Metric,0.015uF,±5%,High Voltage,1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_highvoltage_en.pdf?ref_disty=digikey,CAP CER 0.015UF 1KV NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,2220WC183KAT1A,capacitors\2220_5750Metric,0.018uF,±10%,High Voltage,2500V (2.5kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 0.018UF 2.5KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,Safety,GA355XR7GB563KW06L,capacitors\2220_5750Metric,0.056uF,±10%,,250VAC,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GA355XR7GB563KW06-01.pdf,CAP CER 0.056UF 250VAC X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,General Purpose,C5750X5R0J107M280KA,capacitors\2220_5750Metric,100uF,±20%,Low ESL,6.3V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,CAP CER 100UF 6.3V X5R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 85°C,,TDK Corporation,,,
Capacitor,"SMPS Filtering, Boardflex Sensitive",2220GC273KAZ1A,capacitors\2220_5750Metric,0.027uF,±10%,"Soft Termination, High Voltage",2000V (2kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,CAP CER 0.027UF 2KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,C5750C0G2W104J280KA,capacitors\2220_5750Metric,0.1uF,±5%,,450V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,CAP CER 0.1UF 450V C0G 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,C5750C0G2J104J280KC,capacitors\2220_5750Metric,0.1uF,±5%,,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,CAP CER 0.1UF 630V C0G 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,"SMPS Filtering, Boardflex Sensitive",2220AC124KAZ1A,capacitors\2220_5750Metric,0.12uF,±10%,"Soft Termination, High Voltage",1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,CAP CER 0.12UF 1KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,2220GC273KAT1A,capacitors\2220_5750Metric,0.027uF,±10%,High Voltage,2000V (2kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 0.027UF 2KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,2220GC103KAT1A,capacitors\2220_5750Metric,10000pF,±10%,High Voltage,2000V (2kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 10000PF 2KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,"SMPS Filtering, Boardflex Sensitive",2220HC103KAZ1A,capacitors\2220_5750Metric,10000pF,±10%,"Soft Termination, High Voltage",3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,CAP CER 10000PF 3KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,C5750X5R1A107M280KC,capacitors\2220_5750Metric,100uF,±20%,,10V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,CAP CER 100UF 10V X5R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 85°C,,TDK Corporation,,,
Capacitor,"SMPS Filtering, Boardflex Sensitive",2220GC103KAZ1A,capacitors\2220_5750Metric,10000pF,±10%,"Soft Termination, High Voltage",2000V (2kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,CAP CER 10000PF 2KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,Automotive,CGA9Q1C0G2J104J280KC,capacitors\2220_5750Metric,0.1uF,±5%,,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,CAP CER 0.1UF 630V C0G 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,2220SC473KAT1A,capacitors\2220_5750Metric,0.047uF,±10%,High Voltage,1500V (1.5kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 0.047UF 1.5KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,Boardflex Sensitive,2220CC274KAZ1A,capacitors\2220_5750Metric,0.27uF,±10%,"Soft Termination, High Voltage",630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,CAP CER 0.27UF 630V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,"SMPS Filtering, Boardflex Sensitive",2220SC473KAZ1A,capacitors\2220_5750Metric,0.047uF,±10%,"Soft Termination, High Voltage",1500V (1.5kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,CAP CER 0.047UF 1.5KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,C5750NP02W104J280KA,capacitors\2220_5750Metric,0.1uF,±5%,High Temperature,450V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_hightemp_en.pdf?ref_disty=digikey,CAP CER 0.1UF 450V NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,"SMPS Filtering, Boardflex Sensitive",2220AC104KAZ1A,capacitors\2220_5750Metric,0.1uF,±10%,"Soft Termination, High Voltage",1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,CAP CER 0.1UF 1KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,2220HC103KAT1A,capacitors\2220_5750Metric,10000pF,±10%,High Voltage,3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AVX-HV_MLCC.pdf,CAP CER 10000PF 3KV X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,KTS251B105M55N0T00,capacitors\2220_5750Metric,1uF,±20%,,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/NTS_NTF_Series_E1002W.pdf,CAP CER 1UF 250V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,United Chemi-Con,,,
Capacitor,General Purpose,HV2220Y103KXHATHV,capacitors\2220_5750Metric,10000pF,±10%,High Voltage,3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.vishay.com/docs/45228/hvseries.pdf,CAP CER 10000PF 3KV X7R 2220,"Surface Mount, MLCC",0.220 L x 0.200 W (5.59mm x 5.08mm),2,-55°C ~ 125°C,,Vishay Vitramon,,,
Capacitor,General Purpose,HV2220Y472KXHATHV,capacitors\2220_5750Metric,4700pF,±10%,High Voltage,3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.vishay.com/docs/45228/hvseries.pdf,CAP CER 4700PF 3KV X7R 2220,"Surface Mount, MLCC",0.220 L x 0.200 W (5.59mm x 5.08mm),2,-55°C ~ 125°C,,Vishay Vitramon,,,
Capacitor,General Purpose,KTS251B155M55N0T00,capacitors\2220_5750Metric,1.5uF,±20%,,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-ntsntf-e-2019.pdf,CAP CER 1.5UF 250V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,United Chemi-Con,,,
Capacitor,Boardflex Sensitive,C5750X7R2J224M230KE,capacitors\2220_5750Metric,0.22uF,±20%,Soft Termination,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_soft_en.pdf?ref_disty=digikey,CAP CER 0.22UF 630V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Boardflex Sensitive,C5750X7R2J224K230KE,capacitors\2220_5750Metric,0.22uF,±10%,Soft Termination,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_soft_en.pdf?ref_disty=digikey,CAP CER 0.22UF 630V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,High Reliability,M3253508E2W106KZMB,capacitors\2220_5750Metric,10uF,±10%,,6.3V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/M3253508E2W106KZMB.pdf,CAP CER 10UF 6.3V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.69mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Automotive,22201C106K4T2A,capacitors\2220_5750Metric,10uF,±10%,,100V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/FlexitermMLCC.pdf,CAP CER 10UF 100V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,HV2220Y102KXVATHV,capacitors\2220_5750Metric,1000pF,±10%,High Voltage,4000V (4kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.vishay.com/docs/45228/hvseries.pdf,CAP CER 1000PF 4KV X7R 2220,"Surface Mount, MLCC",0.220 L x 0.200 W (5.59mm x 5.08mm),2,-55°C ~ 125°C,,Vishay Vitramon,,,
Capacitor,General Purpose,HV2220Y102KXMATHV,capacitors\2220_5750Metric,1000pF,±10%,High Voltage,5000V (5kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.vishay.com/docs/45228/hvseries.pdf,CAP CER 1000PF 5KV X7R 2220,"Surface Mount, MLCC",0.220 L x 0.200 W (5.59mm x 5.08mm),2,-55°C ~ 125°C,,Vishay Vitramon,,,
Capacitor,General Purpose,KTS101B335M55N0T00,capacitors\2220_5750Metric,3.3uF,±20%,,100V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-ntsntf-e-2019.pdf,CAP CER 3.3UF 100V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,United Chemi-Con,,,
Capacitor,Automotive,KVF101L105M55NLT00,capacitors\2220_5750Metric,1uF,±20%,High Temperature,100V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-kvf-e-2019.pdf,CAP CER 1UF 100V X8L 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 150°C,,United Chemi-Con,,,
Capacitor,Automotive,KVF101L155M55NLT00,capacitors\2220_5750Metric,1.5uF,±20%,High Temperature,100V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-kvf-e-2019.pdf,CAP CER 1.5UF 100V X8L 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 150°C,,United Chemi-Con,,,
