Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Impedance,Ripple Current @ High Frequency,Ripple Current @ Low Frequency,Lifetime @ Temp.,Polarization,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Surface Mount Land Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,General Purpose,875115650005,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,40mOhm,,2.2A @ 100kHz,110mA @ 120Hz,2000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H8.0MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115650005.pdf,WCAP-PSHP ALUMINUM POLYMER CAP,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,PCJ1C151MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,22mOhm,,3.15A @ 100kHz,,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H8.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 150UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,APXG160ARA331MH80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,21mOhm,,3.4A @ 100kHz,,15000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H8.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxg,CAP ALUM POLY 330UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,APXG250ARA820MH80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,26mOhm,,3.1A @ 100kHz,,15000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H8.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxg,CAP ALUM POLY 82UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,875115252003,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,11mOhm,,4.8A @ 100kHz,240mA @ 120Hz,2000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 8.3MM H8.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115252003.pdf,CAP ALUM POLY 470UF 20% 10V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115452004,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,20mOhm,,3.5A @ 100kHz,175mA @ 120Hz,2000 Hrs @ 105°C,,20V,,CAP ALSMD POLY 8.3MM H8.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115452004.pdf,CAP ALUM POLY 150UF 20% 20V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115452003,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,20mOhm,,3.5A @ 100kHz,175mA @ 120Hz,2000 Hrs @ 105°C,,20V,,CAP ALSMD POLY 8.3MM H8.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115452003.pdf,CAP ALUM POLY 100UF 20% 20V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115452001,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,20mOhm,,3.5A @ 100kHz,175mA @ 120Hz,2000 Hrs @ 105°C,,20V,,CAP ALSMD POLY 8.3MM H8.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115452001.pdf,CAP ALUM POLY 68UF 20% 20V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115352003,"capacitors\Capacitor_AL,capacitors\Capacitor_p",270uF,±20%,11mOhm,,4.8A @ 100kHz,240mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H8.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115352003.pdf,CAP ALUM POLY 270UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115552001,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,20mOhm,,3.5A @ 100kHz,175mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H8.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115552001.pdf,CAP ALUM POLY 68UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115552002,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,20mOhm,,3.5A @ 100kHz,175mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H8.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115552002.pdf,CAP ALUM POLY 82UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115152006,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,11mOhm,,4.8A @ 100kHz,240mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H8.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115152006.pdf,CAP ALUM POLY 560UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115152007,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,11mOhm,,4.8A @ 100kHz,240mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H8.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115152007.pdf,CAP ALUM POLY 680UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115452002,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,20mOhm,,3.5A @ 100kHz,175mA @ 120Hz,2000 Hrs @ 105°C,,20V,,CAP ALSMD POLY 8.3MM H8.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115452002.pdf,CAP ALUM POLY 82UF 20% 20V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875116152001,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,45mOhm,,1.6A @ 100kHz,80mA @ 120Hz,2000 Hrs @ 105°C,,80V,,CAP ALSMD POLY 8.3MM H9.0MM,C,,,https://katalog.we-online.de/pbs/datasheet/875116152001.pdf,WCAP-PSHP ALUMINUM POLYMER CAP,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115852001,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,45mOhm,,1.5A @ 100kHz,75mA @ 120Hz,2000 Hrs @ 105°C,,63V,,CAP ALSMD POLY 8.3MM H9.0MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115852001.pdf,WCAP-PSHP ALUMINUM POLYMER CAP,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115652006,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,35mOhm,,2.6A @ 100kHz,130mA @ 120Hz,2000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H9.0MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115652006.pdf,WCAP-PSHP ALUMINUM POLYMER CAP,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115952001,"capacitors\Capacitor_AL,capacitors\Capacitor_p",6.8uF,±20%,48mOhm,,1.5A @ 100kHz,75mA @ 120Hz,2000 Hrs @ 105°C,,100V,,CAP ALSMD POLY 8.3MM H9.0MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115952001.pdf,WCAP-PSHP ALUMINUM POLYMER CAP,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115652007,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,30mOhm,,3A @ 100kHz,150mA @ 120Hz,2000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H9.0MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115652007.pdf,WCAP-PSHP ALUMINUM POLYMER CAP,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115652014,"capacitors\Capacitor_AL,capacitors\Capacitor_p",39uF,±20%,40mOhm,,1.8A @ 100kHz,90mA @ 120Hz,5000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H9.0MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115652014.pdf,WCAP-PSHP ALUMINUM POLYMER CAP,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875115752001,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,45mOhm,,1.5A @ 100kHz,75mA @ 120Hz,2000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H9.0MM,C,,,https://katalog.we-online.de/pbs/datasheet/875115752001.pdf,WCAP-PSHP ALUMINUM POLYMER CAP,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,RHS1E101MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,18mOhm,,4A @ 100kHz,400mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H9.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,CAP ALUM POLY 100UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,RHS1V101MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,25mOhm,,3A @ 100kHz,300mA @ 120Hz,2000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H9.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,CAP ALUM POLY 100UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,A767KN476M1HLAE029,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,29mOhm,,3.3A @ 100kHz,165mA @ 120Hz,2000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN476M1HLAE029.pdf,CAP ALUM POLY 47UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,APXE160ARA181MHA0G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,18mOhm,,3.89A @ 100kHz,,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 180UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,A767KN336M1JLAE042,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,42mOhm,,1.95A @ 100kHz,97.5mA @ 120Hz,2000 Hrs @ 105°C,,63V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN336M1JLAE042.pdf,CAP ALUM POLY 33UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,PCJ1C221MCL4GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,18mOhm,,3.89A @ 100kHz,,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 220UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCX1C151MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,28mOhm,,2A @ 100kHz,,3000 Hrs @ 125°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcx.pdf,CAP ALUM POLY 150UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCX1D121MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",120uF,±20%,29mOhm,,1.9A @ 100kHz,,3000 Hrs @ 125°C,,20V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcx.pdf,CAP ALUM POLY 120UF 20% 20V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCX1H220MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,37mOhm,,1.7A @ 100kHz,,3000 Hrs @ 125°C,,50V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcx.pdf,CAP ALUM POLY 22UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCR1E221MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,20mOhm,,3.2A @ 100kHz,,4000 Hrs @ 125°C,,25V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,CAP ALUM POLY 220UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCV1V820MCL7GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,24mOhm,,3.6A @ 100kHz,,3000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 82UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCV1H470MCL7GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,29mOhm,,3.3A @ 100kHz,,3000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 47UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCV1D221MCL7GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,22mOhm,,3.7A @ 100kHz,,3000 Hrs @ 105°C,,20V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 220UF 20% 20V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCV1K100MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,43mOhm,,1.6A @ 100kHz,,3000 Hrs @ 105°C,,80V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 10UF 20% 80V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCX1E820MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,30mOhm,,1.9A @ 100kHz,,3000 Hrs @ 125°C,,25V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcx.pdf,CAP ALUM POLY 82UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCR1D331MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,19mOhm,,3.3A @ 100kHz,,4000 Hrs @ 125°C,,20V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,CAP ALUM POLY 330UF 20% 20V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCR1C471MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,17mOhm,,3.4A @ 100kHz,,4000 Hrs @ 125°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,CAP ALUM POLY 470UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCV1C271MCL7GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",270uF,±20%,21mOhm,,3.8A @ 100kHz,,3000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 270UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCV1E151MCL7GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,23mOhm,,3.6A @ 100kHz,,3000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 150UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCX1V390MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",39uF,±20%,35mOhm,,1.8A @ 100kHz,,3000 Hrs @ 125°C,,35V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcx.pdf,CAP ALUM POLY 39UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCV1V560MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,31mOhm,,1.9A @ 100kHz,,3000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 56UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCR1K270MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,38mOhm,,1.4A @ 100kHz,,4000 Hrs @ 125°C,,80V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,CAP ALUM POLY 27UF 20% 80V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCJ1C181MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,18mOhm,,3.89A @ 100kHz,,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 180UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,A767KN226M1KLAE045,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,45mOhm,,2.1A @ 100kHz,105mA @ 120Hz,2000 Hrs @ 105°C,,80V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN226M1KLAE045.pdf,CAP ALUM POLY 22UF 20% 80V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,PCV1E121MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",120uF,±20%,29mOhm,,1.9A @ 100kHz,,3000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 120UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,APXE160ARA221MHA0G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,18mOhm,,3.89A @ 100kHz,,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 220UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,PCR1H820MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,26mOhm,,2.9A @ 100kHz,,4000 Hrs @ 125°C,,50V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,CAP ALUM POLY 82UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCV1J270MCL7GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,30mOhm,,3.2A @ 100kHz,,3000 Hrs @ 105°C,,63V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 27UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,A765KN826M1ELAE029,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,29mOhm,,2.7A @ 100kHz,135mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN826M1ELAE029.pdf,CAP ALUM POLY 82UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,PCJ1A391MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",390uF,±20%,17mOhm,,4A @ 100kHz,,2000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 390UF 20% 10V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,A767KN476M1VLAE031,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,31mOhm,,1.9A @ 100kHz,95mA @ 120Hz,2000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN476M1VLAE031.pdf,CAP ALUM POLY 47UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,A767KN336M1HLAE045,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,45mOhm,,1.8A @ 100kHz,90mA @ 120Hz,2000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN336M1HLAE045.pdf,CAP ALUM POLY 33UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
