Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Impedance,Ripple Current @ High Frequency,Ripple Current @ Low Frequency,Lifetime @ Temp.,Polarization,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Surface Mount Land Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,General Purpose,A767KN226M1HLAE050,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,50mOhm,,1.5A @ 100kHz,75mA @ 120Hz,2000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN226M1HLAE050.pdf,CAP ALUM POLY 22UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,A767KN566M1HLAE029,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,29mOhm,,3.3A @ 100kHz,165mA @ 120Hz,2000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN566M1HLAE029.pdf,CAP ALUM POLY 56UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,A767KN226M1JLAE045,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,45mOhm,,1.8A @ 100kHz,90mA @ 120Hz,2000 Hrs @ 105°C,,63V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN226M1JLAE045.pdf,CAP ALUM POLY 22UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,PCV1D151MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,28mOhm,,2A @ 100kHz,,3000 Hrs @ 105°C,,20V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 150UF 20% 20V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCV1C221MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,27mOhm,,2A @ 100kHz,,3000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 220UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCV2A6R8MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",6.8uF,±20%,48mOhm,,1.5A @ 100kHz,,3000 Hrs @ 105°C,,100V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 6.8UF 20% 100V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,A765KN687M0JLAE012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,12mOhm,,5A @ 100kHz,250mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN687M0JLAE012.pdf,CAP ALUM POLY 680UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,A765KN277M1CLAE016,"capacitors\Capacitor_AL,capacitors\Capacitor_p",270uF,±20%,16mOhm,,3.89A @ 100kHz,195mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN277M1CLAE016.pdf,CAP ALUM POLY 270UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,PCV1H330MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,36mOhm,,1.7A @ 100kHz,,3000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 33UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCR1J390MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",39uF,±20%,28mOhm,,2.7A @ 100kHz,,4000 Hrs @ 125°C,,63V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,CAP ALUM POLY 39UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,PCV1J220MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,37mOhm,,1.7A @ 100kHz,,3000 Hrs @ 105°C,,63V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 22UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCR1V151MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,22mOhm,,3.1A @ 100kHz,,4000 Hrs @ 125°C,,35V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,CAP ALUM POLY 150UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,A765KN337M1CLAE016,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,16mOhm,,3.89A @ 100kHz,195mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN337M1CLAE016.pdf,CAP ALUM POLY 330UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,A765KN107M1ELAE024,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,24mOhm,,3.3A @ 100kHz,165mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN107M1ELAE024.pdf,CAP ALUM POLY 100UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,PCJ0E152MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1500uF,±20%,10mOhm,,5.22A @ 100kHz,,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 1500UF 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCJ0G102MCL4GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±20%,10mOhm,,5.22A @ 100kHz,,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 1000UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCJ0J821MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",820uF,±20%,12mOhm,,4.77A @ 100kHz,,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 820UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,A765KN827M0JLAE010,"capacitors\Capacitor_AL,capacitors\Capacitor_p",820uF,±20%,10mOhm,,3.35A @ 100kHz,167.5mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN827M0JLAE010.pdf,CAP ALUM POLY 820UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,A765KN227M1CLAE016,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,16mOhm,,3.7A @ 100kHz,185mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN227M1CLAE016.pdf,CAP ALUM POLY 220UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,RPA0G561MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,9mOhm,,5.4A @ 100kHz,540mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rps_rpa.pdf,CAP ALUM POLY 560UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,RPS1A331MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,17mOhm,,4A @ 100kHz,400mA @ 120Hz,2000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rps_rpa.pdf,CAP ALUM POLY 330UF 20% 10V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,RHS0J102MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±20%,10mOhm,,5.15A @ 100kHz,515mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,CAP ALUM POLY 1000UF 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,RPS1C181MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,20mOhm,,3.7A @ 100kHz,370mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rps_rpa.pdf,CAP ALUM POLY 180UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,RPS1C221MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,20mOhm,,3.7A @ 100kHz,370mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rps_rpa.pdf,CAP ALUM POLY 220UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,875075855002,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,35mOhm,,1.8A @ 100kHz,90mA @ 120Hz,2000 Hrs @ 105°C,,63V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075855002.pdf,WCAP-PSLC ALUMINUM POLYMER CAP,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075355002,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,10mOhm,,4.7A @ 100kHz,235mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075355002.pdf,CAP ALUM POLY 220UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075155006,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,8mOhm,,5.2A @ 100kHz,260mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075155006.pdf,CAP ALUM POLY 470UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075555001,"capacitors\Capacitor_AL,capacitors\Capacitor_p",39uF,±20%,15mOhm,,4.21A @ 100kHz,210.5mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075555001.pdf,CAP ALUM POLY 39UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075555004,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,15mOhm,,4.21A @ 100kHz,210.5mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075555004.pdf,CAP ALUM POLY 82UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075355004,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,10mOhm,,4.7A @ 100kHz,235mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075355004.pdf,CAP ALUM POLY 330UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075355001,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,10mOhm,,4.7A @ 100kHz,235mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075355001.pdf,CAP ALUM POLY 180UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,RHS0J821MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",820uF,±20%,10mOhm,,5.15A @ 100kHz,515mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,CAP ALUM POLY 820UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,RHS0G122MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1200uF,±20%,9mOhm,,5.4A @ 100kHz,540mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,CAP ALUM POLY 1200UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,875075155010,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±20%,8mOhm,,5.2A @ 100kHz,260mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075155010.pdf,CAP ALUM POLY 1000UF 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,RHS0G152MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1500uF,±20%,12mOhm,,4.7A @ 100kHz,470mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,CAP ALUM POLY 1500UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,RHS0E152MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1500uF,±20%,9mOhm,,5.4A @ 100kHz,540mA @ 120Hz,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,CAP ALUM POLY 1500UF 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,875075155002,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,8mOhm,,5.2A @ 100kHz,260mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075155002.pdf,CAP ALUM POLY 220UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075155007,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,8mOhm,,5.2A @ 100kHz,260mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075155007.pdf,CAP ALUM POLY 560UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075355003,"capacitors\Capacitor_AL,capacitors\Capacitor_p",270uF,±20%,10mOhm,,4.7A @ 100kHz,235mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075355003.pdf,CAP ALUM POLY 270UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075155009,"capacitors\Capacitor_AL,capacitors\Capacitor_p",820uF,±20%,8mOhm,,5.2A @ 100kHz,260mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075155009.pdf,CAP ALUM POLY 820UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075155001,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,8mOhm,,5.2A @ 100kHz,260mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075155001.pdf,CAP ALUM POLY 180UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075155003,"capacitors\Capacitor_AL,capacitors\Capacitor_p",270uF,±20%,8mOhm,,5.2A @ 100kHz,260mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075155003.pdf,CAP ALUM POLY 270UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075155004,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,8mOhm,,5.2A @ 100kHz,260mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075155004.pdf,CAP ALUM POLY 330UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075155005,"capacitors\Capacitor_AL,capacitors\Capacitor_p",390uF,±20%,8mOhm,,5.2A @ 100kHz,260mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075155005.pdf,CAP ALUM POLY 390UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075555002,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,15mOhm,,4.21A @ 100kHz,210.5mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075555002.pdf,CAP ALUM POLY 47UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875075555003,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,15mOhm,,4.21A @ 100kHz,210.5mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075555003.pdf,CAP ALUM POLY 68UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,RPS0J471MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,15mOhm,,4.3A @ 100kHz,430mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rps_rpa.pdf,CAP ALUM POLY 470UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,875075155008,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,8mOhm,,5.2A @ 100kHz,260mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H11.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/875075155008.pdf,CAP ALUM POLY 680UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,PCR1V221MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,21mOhm,,3.3A @ 100kHz,,4000 Hrs @ 125°C,,35V,,CAP ALSMD POLY 8.3MM H12.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,CAP ALUM POLY 220UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,63SXV33M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,25mOhm,,2.95A @ 100kHz,147.5mA @ 120Hz,1000 Hrs @ 125°C,,63V,,CAP ALSMD POLY 8.3MM H12.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C259.pdf,CAP ALUM POLY 33UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,General Purpose,100SXV15M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",15uF,±20%,40mOhm,,2.35A @ 100kHz,117.5mA @ 120Hz,1000 Hrs @ 125°C,,100V,,CAP ALSMD POLY 8.3MM H12.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C259.pdf,CAP ALUM POLY 15UF 20% 100V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,General Purpose,PCV1E221MCL2GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,22mOhm,,3.8A @ 100kHz,,3000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H12.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,CAP ALUM POLY 220UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,4SVP560M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,13mOhm,,4.52A @ 100kHz,226mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H12.0MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+4SVP560M+8+WW,CAP ALUM POLY 560UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
