Part Type,Part Number,Schematic Part,Part Value,Current - Continuous Drain (Id) @ 25°C,Drain to Source Voltage (Vdss),"Drive Voltage (Max Rds On,  Min Rds On)",Vgs(th) (Max) @ Id,Vgs (Max),"Rds On (Max) @ Id, Vgs",Gate Charge (Qg) (Max) @ Vgs,Input Capacitance (Ciss) (Max) @ Vds,FET Feature,FET Type,Technology,Allegro PCB Footprint,Package / Case,Pspice Model,Power Dissipation (Max),Technology,Availability,Data Sheet,Description,Mounting Type,Size,Number of FET,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
N CHANNEL,BUK7Y2R5-40HX,,,120A (Ta),40V,10V,3.6V @ 1mA,"+20V, -10V","2.5mOhm @ 25A, 10V",79nC @ 10V,4790pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,190W (Ta),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y2R5-40H.pdf,MOSFET N-CH 40V 120A LFPAK56,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y3R5-40HX,,,120A (Ta),40V,10V,4V @ 1mA,"+20V, -10V","3.5mOhm @ 25A, 10V",53nC @ 10V,3441pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,115W (Ta),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y3R5-40H.pdf,MOSFET N-CH 40V 120A LFPAK56,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y8R7-60E,115",,,86A (Tc),60V,"5V, 10V",2.1V @ 1mA,±10V,"7.5mOhm @ 20A, 10V",31nC @ 5V,4570pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,147W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y8R7-60E.pdf,MOSFET N-CH 60V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y19-55B,115",,,46A (Tc),55V,5V,2V @ 1mA,±15V,"17.3mOhm @ 20A, 10V",18nC @ 5V,1992pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,85W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y19-55B.pdf,MOSFET N-CH 55V 46A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK7Y12-55B,115",,,61.8A (Tc),55V,10V,4V @ 1mA,±20V,"12mOhm @ 20A, 10V",35.2nC @ 10V,2067pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,105W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y12-55B.pdf,MOSFET N-CH 55V 61.8A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y7R8-80EX,,,100A (Tc),80V,10V,4V @ 1mA,±20V,"7.8mOhm @ 25A, 10V",63.3nC @ 10V,5347pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,238W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y7R8-80E.pdf,MOSFET N-CH 80V 100A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y6R0-60E,115",,,100A (Tc),60V,5V,2.1V @ 1mA,±10V,"5.2mOhm @ 25A, 10V",39.4nC @ 5V,6319pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,195W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y6R0-60E.pdf,MOSFET N-CH 60V 100A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y27-40B,115",,,34A (Tc),40V,"5V, 10V",2.3V @ 1mA,±15V,"24mOhm @ 15A, 10V",11nC @ 5V,959pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,59.4W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y27-40B.pdf,MOSFET N-CH 40V 34A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y104-100B,115",,,14.8A (Tc),100V,"5V, 10V",2.15V @ 1mA,±15V,"99mOhm @ 5A, 10V",11nC @ 5V,1139pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,59W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y104-100B.pdf,MOSFET N-CH 100V 14.8A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y40-55B,115",,,26A (Tc),55V,5V,2V @ 1mA,±15V,"36mOhm @ 15A, 10V",11nC @ 5V,1020pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,59W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y40-55B.pdf,MOSFET N-CH 55V 26A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y153-100EX,,,9.4A (Tc),100V,10V,4V @ 1mA,±20V,"153mOhm @ 2A, 10V",9.4nC @ 10V,497pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,37.3W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y153-100E.pdf,MOSFET N-CH 100V 9.4A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y1R7-40HX,,,120A (Ta),40V,10V,3.6V @ 1mA,"+20V, -10V","1.7mOhm @ 25A, 10V",96nC @ 10V,6142pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,294W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y1R7-40H.pdf,MOSFET N-CH 40V 120A LFPAK56,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y3R0-40HX,,,120A (Ta),40V,10V,3.6V @ 1mA,"+20V, -10V","3mOhm @ 25A, 10V",59nC @ 10V,5449pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,172W (Ta),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y3R0-40H.pdf,MOSFET N-CH 40V 120A LFPAK56,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK7Y28-75B,115",,,35.5A (Tc),75V,10V,4V @ 1mA,±20V,"28mOhm @ 15A, 10V",21.2nC @ 10V,1417pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,85W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y28-75B.pdf,MOSFET N-CH 75V 35.5A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y07-30B,115",,,75A (Tc),30V,"5V, 10V",2V @ 1mA,±15V,"6mOhm @ 25A, 10V",28.1nC @ 5V,2500pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,105W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y07-30B.pdf,MOSFET N-CH 30V 75A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y4R8-60E,115",,,100A (Tc),60V,5V,2.1V @ 1mA,±10V,"4.1mOhm @ 25A, 10V",50nC @ 5V,7853pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,238W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y4R8-60E.pdf,MOSFET N-CH 60V 100A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y6R0-60EX,,,100A (Tc),60V,10V,4V @ 1mA,±20V,"6mOhm @ 25A, 10V",45.4nC @ 10V,4021pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,195W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y6R0-60E.pdf,MOSFET N-CH 60V 100A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK9Y8R5-80EX,,,100A (Tc),80V,5V,2.1V @ 1mA,±10V,"8mOhm @ 25A, 10V",54.7nC @ 5V,8167pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,238W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y8R5-80E.pdf,MOSFET N-CH 80V 100A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y15-100E,115",,,69A (Tc),100V,"5V, 10V",2.1V @ 1mA,±10V,"14.7mOhm @ 20A, 10V",45.8nC @ 5V,6139pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,195W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y15-100E.pdf,MOSFET N-CH 100V 69A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y9R9-80EX,,,89A (Tc),80V,10V,4V @ 1mA,±20V,"98mOhm @ 5A, 10V",51.6nC @ 10V,498pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,195W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y9R9-80E.pdf,MOSFET N-CH 80V 89A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y53-100B,115",,,23A (Tc),100V,"4.5V, 10V",2V @ 1mA,±15V,"49mOhm @ 10A, 10V",18nC @ 5V,2130pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,75W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y53-100B.pdf,MOSFET N-CH 100V 23A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y58-75B,115",,,20.73A (Tc),75V,"5V, 10V",2.15V @ 1mA,±15V,"53mOhm @ 10A, 10V",10.7nC @ 5V,1137pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,60.4W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y58-75B.pdf,MOSFET N-CH 75V 20.73A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y29-40E,115",,,25A (Tc),40V,5V,2.1V @ 1mA,±10V,"25mOhm @ 5A, 10V",5nC @ 5V,664pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,37W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y29-40E.pdf,MOSFET N-CH 40V 25A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y21-40E,115",,,33A (Tc),40V,5V,2.1V @ 1mA,±10V,"17mOhm @ 10A, 10V",7nC @ 5V,824pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,45W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y21-40E.pdf,MOSFET N-CH 40V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y14-80E,115",,,62A (Tc),80V,5V,2.1V @ 1mA,±10V,"14mOhm @ 15A, 10V",28.9nC @ 5V,4640pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,147W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y14-80E.pdf,MOSFET N-CH 80V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y2R0-40HX,,,120A (Ta),40V,10V,3.6V @ 1mA,"+20V, -10V","2mOhm @ 25A, 10V",90.5nC @ 10V,5450pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,217W (Ta),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y2R0-40H.pdf,MOSFET N-CH 40V 120A LFPAK56,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y3R0-40E,115",,,100A (Tc),40V,5V,2.1V @ 1mA,±10V,"2.5mOhm @ 25A, 10V",35.5nC @ 5V,5962pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,194W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y3R0-40E.pdf,MOSFET N-CH 40V 100A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y19-100EX,,,,100V,10V,,±20V,,,,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,169W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y19-100E.pdf,MOSFET N-CH 100V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y14-80EX,,,65A (Tc),80V,10V,4V @ 1mA,±20V,"14mOhm @ 15A, 10V",44.8nC @ 10V,3155pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,147W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y14-80E.pdf,MOSFET N-CH 80V 65A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK9Y11-80EX,,,84A (Tc),80V,5V,2.1V @ 1mA,±10V,"10mOhm @ 25A, 10V",44.2nC @ 5V,6506pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,194W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y11-80E.pdf,MOSFET N-CH 80V 84A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y7R2-60E,115",,,100A (Tc),60V,5V,2.1V @ 1mA,±10V,"5.6mOhm @ 25A, 10V",35nC @ 5V,5026pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,167W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y7R2-60E.pdf,MOSFET N-CH 60V 100A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y19-75B,115",,,48.2A (Tc),75V,"5V, 10V",2.15V @ 1mA,±15V,"18mOhm @ 20A, 10V",30nC @ 5V,3096pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,106W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y19-75B.pdf,MOSFET N-CH 75V 48.2A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y3R5-40E,115",,,100A (Tc),40V,5V,2.1V @ 1mA,±10V,"3.6mOhm @ 25A, 10V",30.2nC @ 5V,5137pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,167W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y3R5-40E.pdf,MOSFET N-CH 40V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y19-100E,115",,,56A (Tc),100V,5V,2.1V @ 1mA,±10V,"18mOhm @ 15A, 10V",39nC @ 5V,5085pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,167W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y19-100E.pdf,MOSFET N-CH 100V 56A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK7Y3R5-40E,115",,,100A (Tc),40V,10V,4V @ 1mA,±20V,"3.5mOhm @ 25A, 10V",49.4nC @ 10V,3583pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,167W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y3R5-40E.pdf,MOSFET N-CH 40V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y30-75B,115",,,34A (Tc),75V,5V,2V @ 1mA,±15V,"28mOhm @ 15A, 10V",19nC @ 5V,2070pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,85W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y30-75B.pdf,MOSFET N-CH 75V 34A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK7Y4R4-40EX,,,100A (Tc),40V,10V,4V @ 1mA,±20V,"4.4mOhm @ 25A, 10V",39nC @ 10V,2781pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,147W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y4R4-40E.pdf,MOSFET N-CH 40V 100A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y22-100E,115",,,49A (Tc),100V,5V,2.1V @ 1mA,±10V,"21.5mOhm @ 15A, 10V",35.8nC @ 5V,4640pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,147W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y22-100E.pdf,MOSFET N-CH 100V 49A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y09-40B,115",,,75A (Tc),40V,"5V, 10V",2.15V @ 1mA,±15V,"8mOhm @ 25A, 10V",30nC @ 5V,2866pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,105.3W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y09-40B.pdf,MOSFET N-CH 40V 75A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y12-55B,115",,,61.8A (Tc),55V,"5V, 10V",2.15V @ 1mA,±15V,"11mOhm @ 20A, 10V",32nC @ 5V,2880pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,106W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y12-55B.pdf,MOSFET N-CH 55V 61.8A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK7Y18-75B,115",,,49A (Tc),75V,10V,4V @ 1mA,±20V,"18mOhm @ 20A, 10V",35nC @ 10V,2173pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,105W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y18-75B.pdf,MOSFET N-CH 75V 49A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y7R6-40E,115",,,79A (Tc),40V,"5V, 10V",2.1V @ 1mA,±10V,"6mOhm @ 20A, 10V",16.4nC @ 5V,2403pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,95W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y7R6-40E.pdf,MOSFET N-CH 40V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y15-60E,115",,,53A (Tc),60V,5V,2.1V @ 1mA,±10V,"13mOhm @ 15A, 10V",17.2nC @ 5V,2603pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,95W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y15-60E.pdf,MOSFET N-CH 60V 53A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK7Y13-40B,115",,,58A (Tc),40V,10V,4V @ 1mA,±20V,"13mOhm @ 25A, 10V",19nC @ 10V,1311pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,85W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK7Y13-40B.pdf,MOSFET N-CH 40V 58A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y12-40E,115",,,52A (Tc),40V,5V,2.1V @ 1mA,±10V,"10mOhm @ 15A, 10V",9.8nC @ 5V,1423pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,65W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y12-40E.pdf,MOSFET N-CH 40V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y14-40B,115",,,56A (Tc),40V,5V,2V @ 1mA,±15V,"11mOhm @ 20A, 10V",21nC @ 5V,1800pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,85W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y14-40B.pdf,MOSFET N-CH 40V 56A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y41-80E,115",,,24A (Tc),80V,"5V, 10V",2.1V @ 1mA,±10V,"41mOhm @ 5A, 10V",11.9nC @ 5V,1570pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,64W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y41-80E.pdf,MOSFET N-CH 80V 24A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"BUK9Y113-100E,115",,,12A (Tc),100V,5V,2.1V @ 1mA,±10V,"110mOhm @ 5A, 10V",8.4nC @ 5V,870pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,45W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y113-100E.pdf,MOSFET N-CH 100V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BUK9Y107-80EX,,,11.8A (Tc),80V,5V,2.1V @ 1mA,±10V,"98mOhm @ 5A, 10V",6.2nC @ 5V,706pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,37W (Tc),,,https://assets.nexperia.com/documents/data-sheet/BUK9Y107-80E.pdf,MOSFET N-CH 80V 11.8A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"PH2925U,115",,,100A (Tc),25V,4.5V,950mV @ 1mA,±10V,"3mOhm @ 25A, 4.5V",92nC @ 4.5V,6150pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,62.5W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PH2925U.pdf,MOSFET N-CH 25V 100A LFPAK,Surface Mount,,1,-55°C ~ 150°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,BSZ100N06LS3GATMA1,,,"11A (Ta), 20A (Tc)",60V,"4.5V, 10V",2.2V @ 23µA,±20V,"10mOhm @ 20A, 10V",45nC @ 10V,3500pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,8-PowerVDFN,,"2.1W (Ta), 50W (Tc)",,,https://www.infineon.com/dgdl/BSZ100N06LS3_rev2.2.pdf?folderId=db3a30431ddc9372011ebafa04517f8b&fileId=db3a30431ddc9372011ebb132c97000a,MOSFET N-CH 60V 20A TSDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSZ440N10NS3GATMA1,,,"5.3A (Ta), 18A (Tc)",100V,"6V, 10V",2.7V @ 12µA,±20V,"44mOhm @ 12A, 10V",9.1nC @ 10V,640pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,29W (Tc),,,https://www.infineon.com/dgdl/BSZ440N10NS3+Rev1.0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a304320896aa20120c32dbf312354,MOSFET N-CH 100V 18A TSDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSZ097N04LSGATMA1,,,"12A (Ta), 40A (Tc)",40V,"4.5V, 10V",2V @ 14µA,±20V,"9.7mOhm @ 20A, 10V",24nC @ 10V,1900pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.1W (Ta), 35W (Tc)",,,https://www.infineon.com/dgdl/BSZ097N04LSG_rev1.1.pdf?folderId=db3a3043163797a6011643468e7505a4&fileId=db3a3043163797a6011643be1d53068c,MOSFET N-CH 40V 40A TSDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSZ160N10NS3GATMA1,,,"8A (Ta), 40A (Tc)",100V,"6V, 10V",3.5V @ 12µA,±20V,"16mOhm @ 20A, 10V",25nC @ 10V,1700pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.1W (Ta), 63W (Tc)",,,https://www.infineon.com/dgdl/BSZ160N10N3SG_rev1.0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a304320896aa20120c3365eef2370,MOSFET N-CH 100V 40A TSDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSZ520N15NS3GATMA1,,,21A (Tc),150V,"8V, 10V",4V @ 35µA,±20V,"52mOhm @ 18A, 10V",12nC @ 10V,890pF @ 75V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,57W (Tc),,,https://www.infineon.com/dgdl/BSZ520N15NS3+Rev2.2.pdf?folderId=db3a304326623792012669f6bee2224b&fileId=db3a30432662379201266a0dd612226c,MOSFET N-CH 150V 21A 8-TSDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSZ067N06LS3GATMA1,,,"14A (Ta), 20A (Tc)",60V,"4.5V, 10V",2.2V @ 35µA,±20V,"6.7mOhm @ 20A, 10V",67nC @ 10V,5100pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,8-PowerVDFN,,"2.1W (Ta), 69W (Tc)",,,https://www.infineon.com/dgdl/BSZ067N06LS3_rev2.2.pdf?folderId=db3a30431ddc9372011ebafa04517f8b&fileId=db3a30431ddc9372011ebb0f41537ff6,MOSFET N-CH 60V 20A TSDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
