Part Type,Part Number,Schematic Part,Part Value,Tolerance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Number of Resistors,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,EXB-2HV222JV,,2.2k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 2.2K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV474JV,,470k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 470K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV682JV,,6.8k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 6.8K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV184JV,,180k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 180K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,RAVF168DJT220R,,220,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 8 RES 220 OHM 1506,Surface Mount,0.157 L x 0.063 W (4.00mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,EXB-2HV330JV,,33,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 33 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV220JV,,22,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 22 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV103JV,,10k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 10K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV470JV,,47,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 47 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV100JV,,10,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 10 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV510JV,,51,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 51 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV102JV,,1k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 1K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HVR000V,,,Jumper,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES ZERO OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV472JV,,4.7k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 4.7K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV101JV,,100,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 100 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV560JV,,56,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 56 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV104JV,,100k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 100K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,741X163220JP,,22,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 22 OHM 1506,Surface Mount,0.156 L x 0.063 W (3.95mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,741X163330JP,,33,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 33 OHM 1506,Surface Mount,0.156 L x 0.063 W (3.95mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,741X163103JP,,10k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 10K OHM 1506,Surface Mount,0.156 L x 0.063 W (3.95mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,EXB-2HV223JV,,22k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 22K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV151JV,,150,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 150 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV270JV,,27,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 27 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV680JV,,68,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 68 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV331JV,,330,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 330 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV473JV,,47k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 47K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV181JV,,180,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 180 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV221JV,,220,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 220 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV332JV,,3.3k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 3.3K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV390JV,,39,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 39 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV333JV,,33k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 33K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV471JV,,470,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 470 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV561JV,,560,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 560 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV121JV,,120,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 120 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV681JV,,680,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 680 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,CAY16-101J8LF,,100,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 100 OHM 8 RES 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAY16-103J8LF,,10k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 8 RES 10K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,741X163472JP,,4.7k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 4.7K OHM 1506,Surface Mount,0.156 L x 0.063 W (3.95mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,741X163560JP,,56,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 56 OHM 1506,Surface Mount,0.156 L x 0.063 W (3.95mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,741X163100JP,,10,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 10 OHM 1506,Surface Mount,0.156 L x 0.063 W (3.95mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,EXB-2HV564JV,,560k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 560K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV154JV,,150k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 150K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV824JV,,820k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 820K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV5R6JV,,5.6,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 5.6 OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV274JV,,270k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 270K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-2HV393JV,,39k,±5%,,,1506 Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 8 RES 39K OHM 1506,Surface Mount,0.150 L x 0.063 W (3.80mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,CAT16-105J4LF,,1M,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 1M OHM 1206,Surface Mount,0.126 L x 0.061 W (3.20mm x 1.55mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,RACF164DJT1K50,,1.5k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-racf.pdf,RES ARRAY 4 RES 1.5K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,RACF164DJT220R,,220,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-racf.pdf,RES ARRAY 4 RES 220 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,RACF164DJT2K00,,2k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-racf.pdf,RES ARRAY 4 RES 2K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,RACF164DJT330R,,330,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-racf.pdf,RES ARRAY 4 RES 330 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,RACF164DZT0R00,,,Jumper,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-racf.pdf,RES ARRAY 4 RES ZERO OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,CAT16-220J4LF,,22,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 22 OHM 1206,Surface Mount,0.126 L x 0.061 W (3.20mm x 1.55mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,RACF164DJT1K00,,1k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-racf.pdf,RES ARRAY 4 RES 1K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,CAT16-470J4LF,,47,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 47 OHM 1206,Surface Mount,0.126 L x 0.061 W (3.20mm x 1.55mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,EXB-V8V150JV,,15,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 15 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,CAT16-181J4LF,,180,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 180 OHM 1206,Surface Mount,0.126 L x 0.061 W (3.20mm x 1.55mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,TC164-JR-0727KL,,27k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 27K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,TC164-JR-078K2L,,8.2k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 8.2K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,TC164-JR-0739RL,,39,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 39 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,TC164-JR-07330RL,,330,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 330 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,EXB-V8V393JV,,39k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 39K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-V8V105JV,,1M,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 1M OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,TC164-JR-07220RL,,220,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 220 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,EXB-V8V821JV,,820,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 820 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,742C083514JP,,510k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 510K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,CAT16-121J4LF,,120,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 120 OHM 1206,Surface Mount,0.126 L x 0.061 W (3.20mm x 1.55mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,742C083392JP,,3.9k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 3.9K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C083390JP,,39,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 39 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,EXB-V8V184JV,,180k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 180K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,742C083683JP,,68k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 68K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C083474JP,,470k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 470K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,EXB-V8V564JV,,560k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 560K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,742C083820JP,,82,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 82 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C083273JP,,27k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 27K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,EXB-V8V274JV,,270k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 270K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
